Date,ACC.DEFAULT ACCOUNTING CODE 01 DESCRIPTION,MCH.MERCHANT NAME - ORIGINAL,FIN.NET TRANSACTION AMOUNT,FIN.TAX.TAX AMOUNT,MCH.MERCHANT CATEGORY CODE (MCC),MCH.MCC DESCRIPTION,MCH.MERCHANT NAME,FIN.ACCOUNTING CODE 02 VALUE,FIN.ACCOUNTING CODE 02 DESCRIPTION
25/04/2023,GOVERNANCE TEAM,AMZNBUSINESS 3C2EL4TL5,8.74,1.75,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 3C2EL4TL5,106739,GOVERNANCE TEAM
25/04/2023,DISABLED CHILDREN SERVICE TEAM,KIRKLEES COUNCIL,11.3,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,KIRKLEES COUNCIL,100089,DISABLED CHILDREN SE
25/04/2023,LAC 0-18 TEAM,TRAINLINE,62.4,0,4112,PASSENGER RAILWAYS,TRAINLINE,100068,LAC 0-18 TEAM
25/04/2023,COPTHORNE (PROPOSED 4 BED UNIT),AMAZON MUSIC OB25C7TF5,9.16,1.83,5735,RECORD SHOPS,AMAZON MUSIC OB25C7TF5,100079,COPTHORNE (PROPOSED
25/04/2023,LAC 0-18 TEAM,AMZNMKTPLACE AMAZON.CO,54.16,10.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100069,LEAVING CARE 18-21 (
25/04/2023,RELIEF STAFF,ARGOS SHOREHEAD,10,2,5310,DISCOUNT STORES,ARGOS SHOREHEAD,103132,KING JAMES ACADEMY
25/04/2023,STRATEGIC COMMUNICATIONS,123 REG LTD 006923555,14.39,0,4816,COMPUTER NETWORK/INFORMATION SERVICES,123 REG LTD 006923555,103936,PLACE B WKG TEAM
25/04/2023,GOVERNANCE TEAM,AMZNBUSINESS S79HU5C05,16.66,3.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS S79HU5C05,106739,GOVERNANCE TEAM
25/04/2023,LOCAL ELECTIONS,A1 STATIONARY STOR,33.52,6.71,5111,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,A1 STATIONARY STOR,103917,LOCAL ELECTIONS
25/04/2023,LIBRARY & INFORMATION CENTRES,AMZNMKTPLACE,15.89,3.2,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104936,CENTRAL EVENTS
25/04/2023,MUSEUMS & GALLERIES HQ,LOTTIE SHAWS,55.2,0,5441,"CANDY, NUT, CONFECTIONERY STORES",LOTTIE SHAWS,101136,MUSEUMS & GALLERS HQ
25/04/2023,CHIEF EXECUTIVE & CORPORATE SUPPORT,CITIPARK.CO.UK,7.02,0,5817,DIGITAL GOODS SOFTWARE APPLICATIONS,CITIPARK.CO.UK,107257,GROWTH & REGEN MGNT
25/04/2023,ELM GROVE,SP MY CLOTHING,60,12,5641,CHILDREN'S AND INFANT'S WEAR STORES,SP MY CLOTHING,100094,ELM GROVE
25/04/2023,LIBRARY & INFORMATION CENTRES,BAKER ROSS,285.84,57.17,5970,"ARTIST SUPPLY STORES, CRAFT SHOPS",BAKER ROSS,104936,CENTRAL EVENTS
25/04/2023,CHERRY TREES,TESCO STORES 5731,165.34,33.07,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 5731,104083,CHERRY TREES
25/04/2023,LIBRARY & INFORMATION CENTRES,AMZNMKTPLACE,11.66,2.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104936,CENTRAL EVENTS
25/04/2023,MOORLANDS GRANGE,EBAY O 17-09980-59315,19.99,0,5311,DEPARTMENT STORES,EBAY O 17-09980-59315,104080,MOORLANDS GRANGE
25/04/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,-0.1,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
25/04/2023,LONG TERM CONDITIONS GENERIC WORKERS SK,AMZNMKTPLACE AMAZON.CO,29.17,5.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,104035,WORKFORCE PLANNING
25/04/2023,LIBRARY & INFORMATION CENTRES,AMZNMKTPLACE,12.2,2.44,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104936,CENTRAL EVENTS
25/04/2023,MOORLANDS GRANGE,CO-OPGROUP 108494,7,0,5411,"GROCERY STORES, SUPERMARKETS",CO-OPGROUP 108494,104080,MOORLANDS GRANGE
25/04/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,-3,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
25/04/2023,CLIFFE HOUSE - OPERATIONAL,WM MORRISONS STORE,7.66,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,100318,CLIFFE HOUSE - OPERA
25/04/2023,LONG TERM CONDITIONS GENERIC WORKERS SK,AMZNMKTPLACE,29.17,5.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104035,WORKFORCE PLANNING
25/04/2023,ORCHARD VIEW,ASDA GROCERIES ONLINE,154.64,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100095,ORCHARD VIEW
25/04/2023,TEMPORARY ACCOMMODATION TEAM,ONE STOP 1652,38.1,1.9,5411,"GROCERY STORES, SUPERMARKETS",ONE STOP 1652,103490,TEMP ACCOMMODAT TEAM
25/04/2023,STRATEGIC LEADERSHIP AND INTERVENTION,CITIPARK,10.42,2.08,7523,AUTOMOBILE PARKING LOTS AND GARAGES,CITIPARK,100303,STRAT LEAD/INTERVNTN
25/04/2023,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,169.12,33.83,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100068,LAC 0-18 TEAM
25/04/2023,IT PEOPLE,AMZNMKTPLACE,87.33,17.4,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
25/04/2023,IT PEOPLE,AMZNMKTPLACE,49.99,10,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
25/04/2023,TEMPORARY ACCOMMODATION TEAM,TRAVELODG TRAVELODGE G,109.63,0,3615,TRAVELODGE,TRAVELODGE,103490,TEMP ACCOMMODAT TEAM
25/04/2023,LAC 0-18 TEAM,SAINSBURYS S/MKTS,13,0,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,100068,LAC 0-18 TEAM
25/04/2023,INCOME MANAGEMENT,N WY WARRANT CONTROL,355,0,9222,FINES,N WY WARRANT CONTROL,107007,INCOME MANAGEMENT
25/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,15.36,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,104035,WORKFORCE PLANNING
25/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,25.25,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
25/04/2023,IT PEOPLE,AMZNMKTPLACE,33.32,6.66,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103858,IT SERVICES
25/04/2023,CORPORATE FM HQ,RICS COM GBP CYBS,140,28,8699,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",RICS COM GBP CYBS,102818,CORPORATE FM HQ
25/04/2023,MARKETS MANAGEMENT & SUPPORT,,2.95,0,,,,102139,MARKETS MNGMNT &SUPP
25/04/2023,YOUTH JUSTICE SERVICE,AMZNBUSINESS 4F0B52KM5,17.92,3.58,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS 4F0B52KM5,107167,YOUTH JUSTICE SERVICE
26/04/2023,COUNCILLOR SUPPORT & LIAISON,AMZNMKTPLACE AMAZON.CO,28.27,5.65,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,106739,GOVERNANCE TEAM
26/04/2023,LAC 0-18 TEAM,WWW.WAKEFIELD.GOV.UK,35,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.WAKEFIELD.GOV.UK,100068,LAC 0-18 TEAM
26/04/2023,EMPLOYMENT & SKILLS,ASDA GEORGE COM LEEDS,49.12,9.83,5411,"GROCERY STORES, SUPERMARKETS",ASDA GEORGE COM LEEDS,107254,E&S BARRIER BREAKER
26/04/2023,OD,FACEBK DBVNGPBXR2,15.81,0,7311,ADVERTISING SERVICES,FACEBK DBVNGPBXR2,107026,PGIM
26/04/2023,OD,FACEBK DBVNGPBXR2,1.19,0,7311,ADVERTISING SERVICES,FACEBK DBVNGPBXR2,107021,QSH
26/04/2023,MOORLANDS GRANGE,EBAY O 05-09991-44570,31.93,0,5311,DEPARTMENT STORES,EBAY O 05-09991-44570,104080,MOORLANDS GRANGE
26/04/2023,OD,FACEBK JHTR8QPXR2,15.81,0,7311,ADVERTISING SERVICES,FACEBK JHTR8QPXR2,107026,PGIM
26/04/2023,OD,FACEBK JHTR8QPXR2,1.19,0,7311,ADVERTISING SERVICES,FACEBK JHTR8QPXR2,107021,QSH
26/04/2023,OD,FACEBK GU5DYNBYR2,17.6,0,7311,ADVERTISING SERVICES,FACEBK GU5DYNBYR2,107026,PGIM
26/04/2023,OD,FACEBK GU5DYNBYR2,1.32,0,7311,ADVERTISING SERVICES,FACEBK GU5DYNBYR2,107021,QSH
26/04/2023,ELM GROVE,TU AT SAINSBURYS,18,0,5411,"GROCERY STORES, SUPERMARKETS",TU AT SAINSBURYS,100094,ELM GROVE
26/04/2023,LIBRARY & INFORMATION CENTRES,AMZNMKTPLACE,54.94,10.94,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104936,CENTRAL EVENTS
26/04/2023,COMMUNITIES PLUS-CENTRAL,EMPIRE HOUSE GROUP LTD,150,30,8699,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",EMPIRE HOUSE GROUP LTD,107464,LIPS CENTRAL
26/04/2023,LIBRARY & INFORMATION CENTRES,ETSY.COM - JIGSAWWOODE,99.25,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,ETSY.COM - JIGSAWWOODE,104936,CENTRAL EVENTS
26/04/2023,LAC 0-18 TEAM,ABBEYCARS (WAKEFIELD),120,0,4121,LIMOUSINES AND TAXICABS,ABBEYCARS (WAKEFIELD),100068,LAC 0-18 TEAM
26/04/2023,ELM GROVE,AMZNMKTPLACE,49.16,9.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
26/04/2023,ELM GROVE,AMZNMKTPLACE,27.96,5.59,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
26/04/2023,ELM GROVE,AMZNMKTPLACE,15.72,3.15,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
26/04/2023,ELM GROVE,AMZNMKTPLACE,10.42,2.08,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
26/04/2023,ELM GROVE,AMZNMKTPLACE,3.42,0.68,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
26/04/2023,ELM GROVE,AMZNMKTPLACE,24.79,4.94,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
26/04/2023,WOODLANDS,AMZNMKTPLACE,37.46,7.49,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100081,WOODLANDS
26/04/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,4.76,0.24,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
26/04/2023,INGS GROVE HOUSE,WWW.ARGOS.CO.UK,38.94,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,104076,INGS GROVE HOUSE
26/04/2023,YPAT,ASDA GROCERIES ONLINE,4.67,0.93,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
26/04/2023,YPAT,ASDA GROCERIES ONLINE,50.43,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
26/04/2023,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,48.29,9.66,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
26/04/2023,TEMPORARY ACCOMMODATION TEAM,JERATH OFF LICENCE,14.29,0.71,5411,"GROCERY STORES, SUPERMARKETS",JERATH OFF LICENCE,103490,TEMP ACCOMMODAT TEAM
26/04/2023,YPAT,ASDA GROCERIES ONLINE,-3,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,100096,YPAT
26/04/2023,ELM GROVE,AMZNMKTPLACE,24.15,4.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100094,ELM GROVE
26/04/2023,INGS GROVE HOUSE,LIDL GB MIRFIELD,36.29,0,5411,"GROCERY STORES, SUPERMARKETS",LIDL GB MIRFIELD,104076,INGS GROVE HOUSE
26/04/2023,LD DAY SERVICES SK,AMZNBUSINESS U19SQ7X55,16.66,3.34,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS U19SQ7X55,104047,LD DAY SERVICES SK
26/04/2023,LAC 0-18 TEAM,B&Q MARKETPLACE,23.32,4.67,5211,"BUILDING MATERIALS, LUMBER STORES",B&Q MARKETPLACE,100069,LEAVING CARE 18-21 (
26/04/2023,ORCHARD VIEW,IKEA LTD SHOP ONLINE,65,0,5712,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IKEA LTD SHOP ONLINE,100095,ORCHARD VIEW
26/04/2023,LD DAY SERVICES SK,AMZNBUSINESS O35ZN24J5,6.51,1.3,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS O35ZN24J5,104047,LD DAY SERVICES SK
26/04/2023,LAC 0-18 TEAM,WWW.ARGOS.CO.UK,-48.29,-9.66,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
26/04/2023,EMPLOYMENT & SKILLS,ECCTIS LTD,64.2,0,8299,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,ECCTIS LTD,107254,E&S BARRIER BREAKER
26/04/2023,LAC 0-18 TEAM,AMZNMKTPLACE AMAZON.CO,122.49,24.5,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,100068,LAC 0-18 TEAM
26/04/2023,LAC 0-18 TEAM,HM PASSPORT OFFICE,53.5,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,HM PASSPORT OFFICE,100068,LAC 0-18 TEAM
26/04/2023,LAC 0-18 TEAM,HM PASSPORT OFFICE,82.5,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,HM PASSPORT OFFICE,100068,LAC 0-18 TEAM
26/04/2023,FOSTERING TEAM,SUREGUARD ENERGY SERVI,292.53,58.51,1799,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",SUREGUARD ENERGY SERVI,100057,FOSTERING TEAM
26/04/2023,CASTLE GRANGE,AMZNMKTPLACE,49.99,10,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
26/04/2023,CASTLE GRANGE,AMZNMKTPLACE AMAZON.CO,48.12,9.63,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,104079,CASTLE GRANGE
26/04/2023,WOODLANDS,PRETTYLITTLETHING.COM,32.02,6.41,5691,MEN'S AND WOMEN'S CLOTHING STORES,PRETTYLITTLETHING.COM,100081,WOODLANDS
26/04/2023,CASTLE GRANGE,AMZNMKTPLACE,14.12,2.83,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104079,CASTLE GRANGE
26/04/2023,LIBRARY & INFORMATION CENTRES,B&M 192 - HUDDERSFIELD,14.9,2.98,5399,MISCELLANEOUS GENERAL MERCHANDISE,B&M 192 - HUDDERSFIELD,104936,CENTRAL EVENTS
26/04/2023,RELIEF STAFF,SAINSBURYS S/MKTS,18.73,3.75,5411,"GROCERY STORES, SUPERMARKETS",SAINSBURYS S/MKTS,102274,GREENHEAD CONSERVATY
26/04/2023,MARKETS MANAGEMENT & SUPPORT,E.ON NEXT,502.97,25.15,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",E.ON NEXT,102140,QUEENSGATE MARKT HAL
26/04/2023,DISABLED CHILDREN SERVICE TEAM,AMZNMKTPLACE,11.66,2.33,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100089,DISABLED CHILDREN SE
26/04/2023,DISABLED CHILDREN SERVICE TEAM,AMZNMKTPLACE,14.07,2.81,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100089,DISABLED CHILDREN SE
26/04/2023,LIBRARY & INFORMATION CENTRES,BAINS SELF SERVICE,6.02,1.21,5994,NEWS DEALERS AND NEWSSTANDS,BAINS SELF SERVICE,104936,CENTRAL EVENTS
26/04/2023,MUSEUMS & GALLERIES HQ,PLASTICRAFT DISPLAYS H,207.81,41.56,5072,HARDWARE EQUIPMENT AND SUPPLIES,PLASTICRAFT DISPLAYS H,104847,TECHNICAL EVT & REF
26/04/2023,DISABLED CHILDREN SERVICE TEAM,AMZNMKTPLACE,19.98,4,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100089,DISABLED CHILDREN SE
26/04/2023,MARKETS MANAGEMENT & SUPPORT,CREDIT STYLE LTD,218.1,10.9,6012,CUSTOMER FINANCIAL INST - MERCHANDISE & SERVICES,CREDIT STYLE LTD,102141,DEWSBURY MRKT HALL
26/04/2023,DISABLED CHILDREN SERVICE TEAM,AMZNMKTPLACE,10.48,2.1,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,100089,DISABLED CHILDREN SE
26/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,12.49,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,104035,WORKFORCE PLANNING
26/04/2023,STRATEGIC COMMUNICATIONS,SNAP INC SNAP SNAP ADS,19.2,0,7311,ADVERTISING SERVICES,SNAP INC SNAP SNAP ADS,107276,ELECTIONS BILL
26/04/2023,TEMPORARY ACCOMMODATION TEAM,ONE STOP 1652,19.05,0.95,5411,"GROCERY STORES, SUPERMARKETS",ONE STOP 1652,103490,TEMP ACCOMMODAT TEAM
26/04/2023,ELM GROVE,,5.9,0,,,,100094,ELM GROVE
26/04/2023,YOUTH JUSTICE SERVICE,AMZNBUSINESS OC4I64HI5,17.92,3.58,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS OC4I64HI5,107167,YOUTH JUSTICE SERVICE
26/04/2023,LIBRARY & INFORMATION CENTRES,AMZNMKTPLACE,7.89,1.58,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,104936,CENTRAL EVENTS
26/04/2023,LAC 0-18 TEAM,DRI LG,458.32,91.66,5732,ELECTRONIC SALES,DRI LG,100069,LEAVING CARE 18-21 (
26/04/2023,STRATEGIC LEADERSHIP AND INTERVENTION,AMZNBUSINESS QU6M59WZ5,18.16,3.64,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS QU6M59WZ5,106251,EARLY YEARS OUTCOMES
26/04/2023,COPTHORNE (PROPOSED 4 BED UNIT),,7.38,0,,,,100079,COPTHORNE (PROPOSED
26/04/2023,CLAREMONT HOUSE,,4.43,0,,,,104077,CLAREMONT HOUSE
27/04/2023,IT PEOPLE,WEX PHOTO,181.67,36.33,5946,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,WEX PHOTO,C.66565,DEVICES 23-24
27/04/2023,IT PEOPLE,WEX PHOTO,26,0,5946,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,WEX PHOTO,C.66565,DEVICES 23-24
27/04/2023,IT PEOPLE,WEX PHOTO,21.67,4.33,5946,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,WEX PHOTO,C.66565,DEVICES 23-24
27/04/2023,LAC 0-18 TEAM,PREMIER INN,71.66,14.33,3811,PREMIER INN,PREMIER INN,100068,LAC 0-18 TEAM
27/04/2023,CREATIVE ECONOMY,PREMIER INN,186.99,0,3811,PREMIER INN,PREMIER INN,102116,TOWN C EVENTS & PROM
27/04/2023,TECHNICIANS,PREMIER FARNELL,18.2,3.64,5065,ELECTRICAL PARTS AND EQUIPMENT,PREMIER FARNELL,103811,TECHNICIANS
27/04/2023,IT PEOPLE,WEX PHOTO,800,0,5946,CAMERA AND PHOTOGRAPHIC SUPPLY STORES,WEX PHOTO,C.66565,DEVICES 23-24
27/04/2023,STRATEGIC COMMUNICATIONS,123 REG LTD 006984254,43.17,0,4816,COMPUTER NETWORK/INFORMATION SERVICES,123 REG LTD 006984254,107093,HAF GRANT
27/04/2023,LEAVING CARE 18-21 (25) TEAM,WWW.ARGOS.CO.UK,392.95,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
27/04/2023,CORPORATE FM HQ,WWW.ARGOS.CO.UK,270.83,54.17,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,102742,CIVIC CENTRE III
27/04/2023,BED AND BREAKFAST,BKG BOOKING.COM HOTEL,586.67,117.33,4722,TRAVEL AGENCIES AND TOUR OPERATORS,BKG BOOKING.COM HOTEL,103491,BED AND BREAKFAST
27/04/2023,FOSTERING TEAM,ZETTLE_ SIMON PA ENTER,125,25,7999,RECREATION SERVICES (NOT ELSEWHERE CLASSIFIED),ZETTLE_ SIMON PA ENTER,100060,RECRUIT FOSTER CARE
27/04/2023,HEADQUARTERS,PAYPAL MCS,40,0,8911,"ARCHITECTURAL, ENGINEERING, AND SURVEYING SERVICES",PAYPAL MCS,106993,HEADQUARTERS
27/04/2023,LEAVING CARE 18-21 (25) TEAM,WWW.ARGOS.CO.UK,291.95,0,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100069,LEAVING CARE 18-21 (
27/04/2023,WOODLANDS,WWW.ARGOS.CO.UK,100,20,5311,DEPARTMENT STORES,WWW.ARGOS.CO.UK,100081,WOODLANDS
27/04/2023,CATERING MANAGEMENT,WM MORRISONS STORE,2,0,5411,"GROCERY STORES, SUPERMARKETS",WM MORRISONS STORE,107429,ALL SAINTS FEATHERSTONE
27/04/2023,CATERING MANAGEMENT,WWW.TPEXPRESS.CO.UK,-0.6,0,4112,PASSENGER RAILWAYS,WWW.TPEXPRESS.CO.UK,103164,CATERING MANAGEMENT
27/04/2023,IT PEOPLE,WWW.THOMANN.DE,240,48,5733,"MUSIC STORES-INSTRUMENTS, PIANOS, SHEET MUSIC",WWW.THOMANN.DE,C.66565,DEVICES 23-24
27/04/2023,LEAVING CARE 18-21 (25) TEAM,CURRYS ONLINE,563,0,5732,ELECTRONIC SALES,CURRYS ONLINE,100069,LEAVING CARE 18-21 (
27/04/2023,TEMPORARY ACCOMMODATION TEAM,WWW.OVOENERGY.COM,28.57,1.43,4900,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",WWW.OVOENERGY.COM,103490,TEMP ACCOMMODAT TEAM
27/04/2023,OD,FACEBK Y2JKHPTXR2,23.25,0,7311,ADVERTISING SERVICES,FACEBK Y2JKHPTXR2,107026,PGIM
27/04/2023,OD,FACEBK Y2JKHPTXR2,1.75,0,7311,ADVERTISING SERVICES,FACEBK Y2JKHPTXR2,107021,QSH
27/04/2023,FOSTERING TEAM,PENVENTON PARK HOTEL,66,13.2,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",PENVENTON PARK HOTEL,100057,FOSTERING TEAM
27/04/2023,LOCAL ELECTIONS,AMZNMKTPLACE,182.67,36.3,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE,103918,PARISH ELECTIONS
27/04/2023,ELM GROVE,TESCO STORES 2187,178.78,1.3,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 2187,100094,ELM GROVE
27/04/2023,STRATEGIC LEADERSHIP AND INTERVENTION,AMZNBUSINESS HY5114CK5,26,5.19,5999,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNBUSINESS HY5114CK5,106251,EARLY YEARS OUTCOMES
27/04/2023,IT PEOPLE,RHINOCABLES LTD-DOM,36.98,7.39,5722,HOUSEHOLD APPLIANCE STORES,RHINOCABLES LTD-DOM,C.66565,DEVICES 23-24
27/04/2023,LAC 0-18 TEAM,B&Q MARKETPLACE,-23.32,-4.67,5211,"BUILDING MATERIALS, LUMBER STORES",B&Q MARKETPLACE,100069,LEAVING CARE 18-21 (
27/04/2023,LEAVING CARE 18-21 (25) TEAM,WILKO RETAIL LIMITED,42,0,5399,MISCELLANEOUS GENERAL MERCHANDISE,WILKO RETAIL LIMITED,100069,LEAVING CARE 18-21 (
27/04/2023,FOSTERING TEAM,TRAINLINE.COM,277.72,0,4112,PASSENGER RAILWAYS,TRAINLINE.COM,100057,FOSTERING TEAM
27/04/2023,REFUGEE RESETTLEMENT 2021,ASDA GROCERIES ONLINE,-3.15,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,107340,UKRAINE-COUNCIL SUPPORT
27/04/2023,EARLY SUPPORT SERVICE WIDE,ASDA GROCERIES ONLINE,17.79,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,107428,CONNECTED PERSON TEAM
27/04/2023,EARLY SUPPORT SERVICE WIDE,TESCO STORES 6615,5.7,0,5411,"GROCERY STORES, SUPERMARKETS",TESCO STORES 6615,106485,EARLY SUPPORT SERVIC
27/04/2023,EMPLOYEE HEALTHCARE,HOTEL AT BOOKING.COM,271.25,54.25,7011,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",HOTEL AT BOOKING.COM,101237,EMPLOYEE HEALTHCARE
27/04/2023,MOORLANDS GRANGE,ASDA GROCERIES ONLINE,39.1,0,5411,"GROCERY STORES, SUPERMARKETS",ASDA GROCERIES ONLINE,104080,MOORLANDS GRANGE
27/04/2023,LAC 0-18 TEAM,ABBEYCARS (WAKEFIELD),500,0,4121,LIMOUSINES AND TAXICABS,ABBEYCARS (WAKEFIELD),100068,LAC 0-18 TEAM
27/04/2023,ASSESSMENT & INTERVENTION TEAM (SOUTH),LEEDS CITY COUNCIL,-11,0,9399,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,LEEDS CITY COUNCIL,100037,ASSESSMENT & INT STH
27/04/2023,WORKSHOPS,HAMMOND I SOT LTD NO2,53.92,10.78,5251,HARDWARE STORES,HAMMOND I SOT LTD NO2,103372,WORKSHOPS
27/04/2023,LAC 0-18 TEAM,ABBEYCARS (WAKEFIELD),520,0,4121,LIMOUSINES AND TAXICABS,ABBEYCARS (WAKEFIELD),100068,LAC 0-18 TEAM
