Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Net Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001591|S0007415|5641815182,712.8,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001592|S0007415|5641815182,522,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001594|S0007415|5641815182,877.36,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001597|S0007415|5641815182,684,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Special Transport - Mendip,JNC Executive Travel Ltd,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001598|S0007415|5641815182,3657.86,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001599|S0007415|5641815182,740.27,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001600|S0007415|5641815182,513,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,JNC Executive Travel Ltd,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001602|S0007415|5641815182,553.53,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Amy Liam Executive,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001604|S0010599|5641815192,2250,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Special Independent,Lynx Taxis,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001606|S0005370|5641815194,3060,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,White7 Exeter Limited,2023-06-26 00:00:00,SC01-000025289|SC-IST-100001607|S0013895|5641815195,616.46,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,HRA Voids - Major,REF Electrics (Taunton) Ltd,2023-06-26 00:00:00,SC01-000025290|SC-ICR-100002435|S0038980|5641815360,2809.09,Repairs & Maint - Responsive Maint - General
Somerset Council,2023-09-30 00:00:00,HRA Voids - Major,REF Electrics (Taunton) Ltd,2023-06-26 00:00:00,SC01-000025290|SC-ICR-100002436|S0038980|5641815360,4425.68,Repairs & Maint - Planned Maint - Building Ext Fabric
Somerset Council,2023-09-30 00:00:00,HRA Voids - Major,REF Electrics (Taunton) Ltd,2023-06-26 00:00:00,SC01-000025290|SC-ICR-100002437|S0038980|5641815360,3431.85,Repairs & Maint - Planned Maint - Building Ext Fabric
Somerset Council,2023-09-30 00:00:00,HRA Voids - Minor,REF Electrics (Taunton) Ltd,2023-06-26 00:00:00,SC01-000025290|SC-ICR-100002439|S0038980|5641815360,2803.53,Repairs & Maint - Planned Maint - Building Ext Fabric
Somerset Council,2023-09-30 00:00:00,School Transport(CLA)-Mendip,[Redacted],2023-06-26 00:00:00,SC01-000025328|SC-ICT-100001108|S0011787|5641938289,1907.5,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,QT Education,2023-06-26 00:00:00,SC01-000025478|SC-ISC-100013945|S0007693|5641931706,2328.48,Employee Agency
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,Invesis UK Ltd Schools/General,2023-06-26 00:00:00,SC01-000025478|SC-ISC-100013949|S0006657|5641931711,603.37,Internal - Professional Servs Non Curriculum
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,Invesis UK Ltd Schools/General,2023-06-26 00:00:00,SC01-000025478|SC-ISC-100013950|S0006657|5641931711,3604.16,School Suspense - Plant/Equipment - DFCG
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,FTC Projects Ltd,2023-06-26 00:00:00,SC01-000025478|SC-ISC-100013952|S0009046|5641931713,568,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,Tton LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025537|SC-IAS-100005555|S0044206|5641937985,2705.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Holway Park Community School,Price & Buckland Limited,2023-06-26 00:00:00,SC01-000025542|SC-ISC-100013968|S0003162|5641934824,658,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Holway Park Community School,Reach Alternative Education SW Ltd,2023-06-26 00:00:00,SC01-000025542|SC-ISC-100013969|S0005636|5641934825,2310,Fees & Hired - Prof/Tech Serv Non-Curric
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,H Cabs,2023-06-26 00:00:00,SC01-000025608|SC-ICT-100001082|S0002395|5641930541,510,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,LD Transport SSom,Cathedral Taxis,2023-06-26 00:00:00,SC01-000025608|SC-ICT-100001086|S0002426|5641930545,892.5,Car Allowances - Vehicle Mileage Allowance - Volunteers
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,Coordination Group Publications Ltd,2023-06-26 00:00:00,SC01-000025618|SC-ISC-100013919|S0002920|5641930156,551.25,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,Coordination Group Publications Ltd,2023-06-26 00:00:00,SC01-000025618|SC-ISC-100013920|S0002920|5641930156,846,Print Stationery Office Exp - Books and Publications
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,Findel Education Limited,2023-06-26 00:00:00,SC01-000025618|SC-ISC-100013926|S0002722|5641930162,2209.33,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,St Andrews Junior (Burnham),BAM FM Limited,2023-06-26 00:00:00,SC01-000025630|SC-ISC-100013932|S0008238|5641930833,1819.2,Catering - Catering
Somerset Council,2023-09-30 00:00:00,St Andrews Junior (Burnham),Ricara Ltd,2023-06-26 00:00:00,SC01-000025630|SC-ISC-100013937|S0001160|5641930839,1360,Equip Furn Mat - Special Facility - School Uniform
Somerset Council,2023-09-30 00:00:00,St Andrews Junior (Burnham),Ricara Ltd,2023-06-26 00:00:00,SC01-000025630|SC-ISC-100013938|S0001160|5641930839,1474,Equip Furn Mat - Special Facility - School Uniform
Somerset Council,2023-09-30 00:00:00,West Coker Primary School,Oakfield Learning Ltd,2023-06-26 00:00:00,SC01-000025674|SC-ISC-100013966|S0044146|5641934198,582.88,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Taunton Bishop Henderson Sch,The Bath And Wells Diocesan Board Of Finance,2023-06-26 00:00:00,SC01-000025675|SC-ISC-100013967|S0001903|5641934199,5000,Premises Other - Building Work - Revenue
Somerset Council,2023-09-30 00:00:00,Elmhurst Junior School,A Star Education,2023-06-26 00:00:00,SC01-000025696|SC-ISC-100013970|S0004564|5641936329,720,Employee Agency
Somerset Council,2023-09-30 00:00:00,Fiveways Special School,Community Brands UK Ltd,2023-06-26 00:00:00,SC01-000025697|SC-ISC-100013977|S0043937|5641937258,3496,Subscriptions - Subscriptions
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025730|SC-IAS-100005556|S0028500|5641937986,932.38,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Tton LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025731|SC-IAS-100005557|S0031809|5641937028,1392.86,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Direct Payments,[Redacted],2023-06-26 00:00:00,SC01-000025742|SC-IAS-100005558|S0044221|5641937031,3246.08,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Beckington Primary School,ASDA Stores Limited,2023-06-26 00:00:00,SC01-000025744|SC-ISC-100013982|S0013048|5641815429,780,Catering - Catering
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Other Organisations/Individuals,[Redacted],2023-06-26 00:00:00,SC01-000027372|SC-SIN-100003272|S0043611|5642079782,21407.14,BST AP Supplier Returned Payments
Somerset Council,2023-09-30 00:00:00,Bridgwater House,SEDGEMOOR DISTRICT COUNCIL,2023-06-27 00:00:00,SC01-000002496|1564|S0039153|5641939784,5100,Premises Other - Premises Costs
Somerset Council,2023-09-30 00:00:00,Development Management,Ove Arup & Partners Limited,2023-06-27 00:00:00,SC01-000002610|1657|S0042088|5641978427,2750,Fees & Hired - Consultant & Professional Fees
Somerset Council,2023-09-30 00:00:00,Development Management,Ove Arup & Partners Limited,2023-06-27 00:00:00,SC01-000002611|1658|S0042088|5641978427,4125,Fees & Hired - Consultant & Professional Fees
Somerset Council,2023-09-30 00:00:00,ASC MH Direct Payments,[Redacted],2023-06-27 00:00:00,SC01-000004550|SC-IAS-100005562|S0044233|5641942478,940,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,HRA Voids - Minor,MR KEVEN PEARSE,2023-06-27 00:00:00,SC01-000004749|SC-SIN-100002998|S0038971|5641945149,3600,Repairs & Maint - Planned Maint - Building Ext Fabric
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,Ridlers Ltd,2023-06-27 00:00:00,SC01-000008415|SC-ISC-100004798|S0002363|5638369819,624,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,Community Grants,Taunton East Development Trust,2023-06-27 00:00:00,SC01-000010963|SC-SID-100005354|S0003649|5641974747,12500,Grants - Grants - VCSE org
Somerset Council,2023-09-30 00:00:00,Transforming Care,Hillside and Hams Limited,2023-06-27 00:00:00,SC01-000014334|9726|S0012220|5641944685,500,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,HRA estate sewerage expenditure Crickham,ENVIRONMENT AGENCY,2023-06-27 00:00:00,SC01-000014609|9440|S0039464|5641979587,890,Sup & Serv Oth - Consent To Discharge
Somerset Council,2023-09-30 00:00:00,Business Performance Team,Field & Flower Ltd,2023-06-27 00:00:00,SC01-000015268|SC-SID-100005320|S0041722|5641971733,13112.76,TPP Other - Other Establishments
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,S & D Childcare Ltd t/a Cuddles & Care Children's Day Nursery,2023-06-27 00:00:00,SC01-000017378|SC-SID-100005328|S0008688|5641974598,1125,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,Little Kingfishers' Day Nursery,2023-06-27 00:00:00,SC01-000017378|SC-SID-100005334|S0012922|5641930319,643,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,Bridgwater College Academy,2023-06-27 00:00:00,SC01-000017378|SC-SID-100005335|S0007964|5641974605,514,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,Pawlett Pre-School,2023-06-27 00:00:00,SC01-000017378|SC-SID-100005342|S0018566|5641974612,643,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,Rainbow Nursery,2023-06-27 00:00:00,SC01-000017378|SC-SID-100005345|S0005863|5641931077,1295,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,ELIM CHURCH DAY NURSERY,2023-06-27 00:00:00,SC01-000017378|SC-SID-100005347|S0018527|5641974617,594,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,St Cuthbert's Pre-school,2023-06-27 00:00:00,SC01-000017378|SC-SID-100005348|S0006750|5641974618,638,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Wincanton Primary School,Piskula Catering,2023-06-27 00:00:00,SC01-000017464|SC-ISC-100013786|S0007241|5641811993,1650.87,Catering - Catering
Somerset Council,2023-09-30 00:00:00,Westlands Leisure Complex,Can Management Ltd,2023-06-27 00:00:00,SC01-000017930|11553|S0043788|5641981462,13553.94,Sup & Serv Oth - Performance Costs
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,J Bailey & Sons Ltd,2023-06-27 00:00:00,SC01-000018831|SC-ISC-100014102|S0037564|5641980700,525.88,Premises Other - Building Work - Revenue
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,Little Kingfishers' Day Nursery,2023-06-27 00:00:00,SC01-000019810|SC-SIN-100001817|S0012922|5641930319,-1138,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,Pepperbox Nursery,2023-06-27 00:00:00,SC01-000019810|SC-SIN-100001841|S0006113|5641931080,-539,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,Early Years High Needs Top Up,Rainbow Nursery,2023-06-27 00:00:00,SC01-000019810|SC-SIN-100001845|S0005863|5641931077,-3187,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,MJ Homecare Staffing Limited,2023-06-27 00:00:00,SC01-000020134|16022|S0014265|5641978409,600,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Mdp,Garland Support & Training Ltd,2023-06-27 00:00:00,SC01-000021037|13656|S0016136|5641939678,5248.12,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Development Management,Burges Salmon Solicitors,2023-06-27 00:00:00,SC01-000021100|13684|S0037803|5641978506,2072,Fees & Hired - Consultant & Professional Fees
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001684|S0005104|5641946916,728.28,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001686|S0005104|5641946916,1049.15,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001687|S0005104|5641946916,802.94,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001688|S0005104|5641946916,884.23,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001689|S0005104|5641946916,1141.02,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001692|S0005104|5641946916,2880,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Home to School Transport,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001693|S0005104|5641946916,2790,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001694|S0005104|5641946916,646.27,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001695|S0005104|5641946916,576,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Special - Taunton & West Somerset,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001696|S0005104|5641946916,3060,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Isle Valley Transport,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001697|S0005104|5641946916,558,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,SSC Leisure Group Ltd t/a South Somerset Cars | SSC Taxis,2023-06-27 00:00:00,SC01-000021392|SC-IST-100001709|S0014832|5641946936,840,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Leaving Care Accommodation East,YMCA Brunel Group,2023-06-27 00:00:00,SC01-000021750|14042|S0038651|5641974799,2469.38,Rents - Rents
Somerset Council,2023-09-30 00:00:00,Business Performance Team,Torre Cider Co Ltd,2023-06-27 00:00:00,SC01-000022009|SC-SID-100005355|S0042363|5641974800,1041.68,TPP Other - Other Establishments
Somerset Council,2023-09-30 00:00:00,Asst to Families - Taunton,Aspire Social Work Services Limited,2023-06-27 00:00:00,SC01-000022191|14413|S0010001|5641979737,16454,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Westbury Sub Mendip Prim Sch,Better Things Marketing Ltd t/a Promote Your School,2023-06-27 00:00:00,SC01-000022877|SC-ISC-100012573|S0041875|5641419551,1965,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-06-27 00:00:00,SC01-000023038|14840|S0006763|5641972713,3267.72,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-06-27 00:00:00,SC01-000023039|14841|S0006763|5641972713,2334,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-06-27 00:00:00,SC01-000023437|15344|S0006763|5641972713,3326.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Counsel Fees,Miss Beth Heaton,2023-06-27 00:00:00,SC01-000023492|15175|S0007906|5641940020,810,Fees & Hired - Legal Costs & Services
Somerset Council,2023-09-30 00:00:00,CCU - Events Exercises & Projects,Key Contractors,2023-06-27 00:00:00,SC01-000023736|15535|S0037595|5641940927,3750,Sup & Serv Oth - Contractors Costs - Management
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-06-27 00:00:00,SC01-000023805|15345|S0006763|5641972713,933.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-06-27 00:00:00,SC01-000023806|15346|S0006763|5641972713,2956.4,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-06-27 00:00:00,SC01-000023807|15347|S0006763|5641972713,3096.24,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living SaWS,Livability,2023-06-27 00:00:00,SC01-000023808|15348|S0006763|5641972713,1787.68,Transfer Payments - Adult Social Care Services Clients
