Organisation name,Effective date,Cost Centre,Supplier (Beneficiary) details,Payment date,Transaction number,Amount,Purpose of spend
Somerset Council,2023-09-30 00:00:00,Baltonsborough Primary School,Baltonsborough Village Hall And Playing Field Trust,2023-07-03 00:00:00,SC01-000027896|SC-ISC-100015032|S0000013|5642151640,1060.15,Grounds Maintenance - Planned Grounds Maintenance
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002053|S0014969|5642587297,566.24,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002056|S0014969|5642587300,671.87,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002057|S0014969|5642587301,511.6,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002058|S0014969|5642587302,1230.24,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002060|S0014969|5642587304,994,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002066|S0014969|5642587310,539.4,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002067|S0014969|5642587311,786.16,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002070|S0014969|5642587314,505.08,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002071|S0014969|5642587315,513.2,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,24x7 Ltd,2023-07-17 00:00:00,SC01-000032156|SC-IST-100002072|S0014969|5642587316,537.11,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Residential Placements,Mutual Care Ltd,2023-07-17 00:00:00,SC01-000031081|20148|S0014978|5642572346,5713.67,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Residential Placements,Mutual Care Ltd,2023-07-17 00:00:00,SC01-000031087|20153|S0014978|5642572347,5713.67,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SSom,The Shire,2023-07-17 00:00:00,SC01-000030882|20649|S0015202|5642583540,583.2,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Wellsprings Primary School,Reading Solutions UK Ltd,2023-07-17 00:00:00,SC01-000006893|SC-ISC-100018132|S0015548|5642583341,3538.34,Subscriptions - Learning Resources
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Stokely Healthcare Ltd,2023-07-17 00:00:00,SC01-000030003|19500|S0015802|5642588826,1996,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Voids,Inclusion Homes Ltd,2023-07-17 00:00:00,SC01-000031174|20222|S0016162|5642695165,2534.5,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare Mdp,Reach Opportunity Centre Ltd,2023-07-17 00:00:00,SC01-000031785|20628|S0015987|5642583557,610.06,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Reach Opportunity Centre Ltd,2023-07-17 00:00:00,SC01-000031786|20629|S0015987|5642583558,3520,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SaWS,Reach Opportunity Centre Ltd,2023-07-17 00:00:00,SC01-000031787|20630|S0015987|5642583559,500,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Mdp LT Phys Support - Homecare,Agincare Live In Care South West Ltd,2023-07-17 00:00:00,SC01-000031520|20458|S0016187|5642588979,27936.12,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,LD Daycare SSom,Eastfields of Bowers Hill,2023-07-17 00:00:00,SC01-000004658|14642|S0016281|5642583481,675,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Daycare SSom,Eastfields of Bowers Hill,2023-07-17 00:00:00,SC01-000026721|17212|S0016281|5642588057,741,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Residential Placements,Reflexion Care Group Ltd,2023-07-17 00:00:00,SC01-000031304|20324|S0016276|5642572350,27567.85,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Trinity Primary School (Frome),Busy Bees Cleaning and Maintenance,2023-07-17 00:00:00,SC01-000031950|SC-ISC-100017994|S0016621|5642575992,1805.75,Cleaning & Domestic Supplies - Contract Cleaning
Somerset Council,2023-09-30 00:00:00,Trinity Primary School (Frome),Oakridge Building Contractors Ltd,2023-07-17 00:00:00,SC01-000031950|SC-ISC-100018016|S0016921|5642576014,83000,Premises Other - Building Work - Revenue
Somerset Council,2023-09-30 00:00:00,Oaklands Primary School,Jaam Design Limited,2023-07-17 00:00:00,SC01-000031981|SC-ISC-100018074|S0016930|5642579145,661,Print Stationery Office Exp - Reward Scheme
Somerset Council,2023-09-30 00:00:00,Apprenticeship Training,Primary Colours Day Nursery,2023-07-17 00:00:00,SC01-000029368|SC-SID-100006007|S0018676|5642583090,500,Other Grant - EFA Post 16 Grant Income
Somerset Council,2023-09-30 00:00:00,Coroners,Dr R J Delaney Ltd,2023-07-17 00:00:00,SC01-000031581|20496|S0019416|5642586790,776.9,TPP Other - Doctors & Paths
Somerset Council,2023-09-30 00:00:00,Home to School Transport,[Redacted],2023-07-17 00:00:00,SC01-000032178|SC-IST-100002095|S0019120|5642591424,3870.8,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Counsel Fees,Mr Ryan Morgan,2023-07-17 00:00:00,SC01-000031680|20551|S0028722|5642586795,500,Fees & Hired - Legal Costs & Services
Somerset Council,2023-09-30 00:00:00,CLA - Taunton,[Redacted],2023-07-17 00:00:00,SC01-000030348|19731|S0032203|5642698628,572,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Sdg LT Phys Support - Direct Payments,[Redacted],2023-07-17 00:00:00,SC01-000032083|SC-IAS-100007475|S0032130|5642583694,-1893.6,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Project One Alternative Provision L,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018428|S0033159|5642590381,1485,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,Eastover Primary School,1610 Ltd,2023-07-17 00:00:00,SC01-000032411|SC-ISC-100018513|S0033658|5642694134,547.89,Fees & Hired - Prof/Tech Serv Curric
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,RPC Management Limited,2023-07-17 00:00:00,SC01-000032028|SC-SIN-100004123|S0035272|5642691446,1080,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,ICT Telecoms,Gamma Business Communications Ltd,2023-07-17 00:00:00,SC01-000031143|20199|S0036049|5642698770,1126.3,Fees & Charges - Sales
Somerset Council,2023-09-30 00:00:00,LD Daycare Tton,Compass Disability Services,2023-07-17 00:00:00,SC01-000031922|20696|S0036430|5642583566,3522.72,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Concessionary Fares - Discretionary,South Somerset Comm Accessible Transport,2023-07-17 00:00:00,SC01-000030213|SC-SID-100006012|S0037033|5642584496,2308,Sup & Serv Oth - Contractors Costs - Not 3rd Party
Somerset Council,2023-09-30 00:00:00,Wellsprings Primary School,Berrys Coaches (Taunton) Ltd,2023-07-17 00:00:00,SC01-000002814|SC-ISC-100000671|S0037625|5637428637,500,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,Cannington Primary School,Berrys Coaches (Taunton) Ltd,2023-07-17 00:00:00,SC01-000002887|SC-ISC-100000731|S0037625|5637451582,2400,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,Robert Blake Science College,Berrys Coaches (Taunton) Ltd,2023-07-17 00:00:00,SC01-000032190|SC-ISC-100018556|S0037625|5642702916,500,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,BST 3 Short Term Creditor - Other Organisations/Individuals,Pitney Bowes Ltd,2023-07-17 00:00:00,SC01-000032391|SC-SIN-100004125|S0037729|5642694600,1861.95,BST AP Supplier Returned Payments
Somerset Council,2023-09-30 00:00:00,Somerset County Council,Newsquest Media Group Ltd,2023-07-17 00:00:00,SC01-000031840|SC-IDA-100000983|S0038917|5642584919,762.12,Print Stationery Office Exp - Advertising (not recruitment)
Somerset Council,2023-09-30 00:00:00,Milford Infants School,M B H Industrial Services Ltd,2023-07-17 00:00:00,SC01-000031891|SC-SIN-100004108|S0038928|5642577655,1040,Repairs & Maint - Responsive Maint - General
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Roman Glass Ltd,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018437|S0038934|5642590395,710.71,Premises Other - Building Work - Revenue
Somerset Council,2023-09-30 00:00:00,HRA Voids - Minor,REF Electrics (Taunton) Ltd,2023-07-17 00:00:00,SC01-000032174|SC-ICR-100003195|S0038980|5642697605,2005.44,Repairs & Maint - Responsive Maint - General
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,A1 ACE TAXI SERVICE LTD,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018339|S0039137|5642589541,1879,Direct Transport - Pupil Transport
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,A1 ACE TAXI SERVICE LTD,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002077|S0039137|5642591406,592,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,Open Spaces Grounds Maint SWT,LEX AUTOLEASE LTD,2023-07-17 00:00:00,SC01-000021520|13926|S0039149|5642465018,-810.49,Direct Transport - Unscheduled Repair and Maintenance
Somerset Council,2023-09-30 00:00:00,Open Spaces - Head Office SWT,LEX AUTOLEASE LTD,2023-07-17 00:00:00,SC01-000021528|13932|S0039149|5642534990,-709.24,Direct Transport - Unscheduled Repair and Maintenance
Somerset Council,2023-09-30 00:00:00,Open Spaces - Head Office SWT,LEX AUTOLEASE LTD,2023-07-17 00:00:00,SC01-000021714|14013|S0039149|5642534993,-598.32,Direct Transport - Unscheduled Repair and Maintenance
Somerset Council,2023-09-30 00:00:00,Commercial Properties (South Somerset),WATER2BUSINESS,2023-07-17 00:00:00,SC01-000029131|20103|S0039175|5642700113,1854.34,Water - Water Charges / Sewer
Somerset Council,2023-09-30 00:00:00,Shepton Mallet Infants School,WATER2BUSINESS,2023-07-17 00:00:00,SC01-000032110|SC-ISC-100018152|S0039175|5642584873,1470.45,Water - Water Charges / Sewer
Somerset Council,2023-09-30 00:00:00,LD Homecare Tton,WAY AHEAD COMMUNITY SERVICES LTD,2023-07-17 00:00:00,SC01-000031198|20233|S0039640|5642588836,3200,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Homelessness,[Redacted],2023-07-17 00:00:00,SC01-000005532|3506|S0040012|5642583274,2250,Rents - Rents
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Lamina Imprints Ltd t/a Imprints Taunton,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018418|S0040796|5642590370,962.42,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,Heathfield Community School,Lamina Imprints Ltd t/a Imprints Taunton,2023-07-17 00:00:00,SC01-000032170|SC-ISC-100018419|S0040796|5642590371,1073.75,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,BST 2 HMRC VAT - Control Account,Vickery Holman Ltd,2023-07-17 00:00:00,SC01-000032048|SC-SIN-100004124|S0040830|5642691447,516.23,BST HMRC - Control Account - Input VAT
Somerset Council,2023-09-30 00:00:00,ICT Microsoft Costs,Bytes Software Services Ltd,2023-07-17 00:00:00,SC01-000009495|11685|S0041487|5642698179,60012.11,Computing Costs - ICT - Software
Somerset Council,2023-09-30 00:00:00,Trinity Primary School (Frome),[Redacted],2023-07-17 00:00:00,SC01-000031950|SC-ISC-100018012|S0041935|5642576010,1000,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,LD Homecare SSom,Royal Mencap Society,2023-07-17 00:00:00,SC01-000026586|19976|S0042824|5642588056,2351,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000026145|16799|S0042876|5642244518,1229.26,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000028086|18144|S0042876|5642466058,1947.2,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000028100|18155|S0042876|5642256629,5436.34,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000028108|18159|S0042876|5642581848,5617.55,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000028109|18160|S0042876|5642581849,5436.34,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000028110|18161|S0042876|5642244537,-4906.62,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000028536|18389|S0042876|5642256636,-1229.26,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000028537|18390|S0042876|5642256637,1193.45,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000028538|18391|S0042876|5642256638,-5284.33,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000028539|18392|S0042876|5642256639,-4880.37,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Fostering Placements,Fusion Fostering Ltd,2023-07-17 00:00:00,SC01-000030067|19537|S0042876|5642466112,-1821.57,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Care - Unregistered 16+,Nurseline Community Services Ltd,2023-07-17 00:00:00,SC01-000018898|12278|S0043062|5642581827,959.4,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,External Short Breaks Placements,Nurseline Community Services Ltd,2023-07-17 00:00:00,SC01-000022910|14734|S0043062|5642697438,11046.9,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Staffing Support Unregistered,Nurseline Community Services Ltd,2023-07-17 00:00:00,SC01-000027780|17945|S0043062|5642581847,20852.48,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,LD Supp Living SSom,Lifeways Community Care Ltd,2023-07-17 00:00:00,SC01-000032254|20825|S0043038|5642697823,5803.04,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,LD Supp Living Tton,Lifeways Community Care Ltd,2023-07-17 00:00:00,SC01-000032255|20826|S0043038|5642699208,21103.28,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,SSom LT Phys Support - Day Care,Laurel Hine Centre Ltd,2023-07-17 00:00:00,SC01-000029924|19459|S0043592|5642588971,12162.64,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Semi Independent 16/17,Ability Supported Living Ltd,2023-07-17 00:00:00,SC01-000024839|15975|S0044036|5642581842,13821.43,TPP Other - Purchased Services - Personal Care
Somerset Council,2023-09-30 00:00:00,SSom LT Phys Support - Direct Payments,[Redacted],2023-07-17 00:00:00,SC01-000026877|SC-IAS-100006819|S0043932|5642466268,1319,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Special Transport - Sedgemoor,Aabel Taxis Ltd,2023-07-17 00:00:00,SC01-000032178|SC-IST-100002097|S0043612|5642591426,2620,Vehicle Contract Hire/Op Leases - Vehicle Hire
Somerset Council,2023-09-30 00:00:00,Other LA Mainstream Top Up,St Augustine's Catholic College,2023-07-17 00:00:00,SC01-000009885|SC-SID-100006036|S0044375|5642698370,3456.48,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,ASC MH Direct Payments,[Redacted],2023-07-17 00:00:00,SC01-000029273|SC-IAS-100005630|S0044401|5642208582,1296,Transfer Payments - Adult Social Care Services Clients
Somerset Council,2023-09-30 00:00:00,Other LA Mainstream Top Up,Freshford Church School,2023-07-17 00:00:00,SC01-000009885|SC-SID-100006035|S0044448|5642698369,7498.78,TPP Government Departments - External High Needs Top Up
Somerset Council,2023-09-30 00:00:00,NDR - Control Account - Mendip,Four Seasons Sheepskins (Street) Ltd,2023-07-17 00:00:00,SC01-000031990|SC-SID-100006006|S0044480|5642580436,5551.38,NDR - Control Account - Refunds
Somerset Council,2023-09-30 00:00:00,CTX - Collection Fund IE - Income and Expenditure,Devon and Somerset Fire and Rescue Authority,2023-07-18 00:00:00,SC01-000000291|SC-SID-100000458|S0000227|5637148618,30351,NDR In Year (Deficit) - Devon & Somerset Fire Rescue
Somerset Council,2023-09-30 00:00:00,Parent & Family Support Advisors,The Blue School,2023-07-18 00:00:00,SC01-000025943|SC-SID-100006064|S0000023|5642742641,21900.6,Fees & Hired - Fees & Hired
Somerset Council,2023-09-30 00:00:00,Academy Balances,The Blue School,2023-07-18 00:00:00,SC01-000031207|SC-SID-100006192|S0000023|5642743173,25318.4,Equip Furn Mat - Supplies & Services
Somerset Council,2023-09-30 00:00:00,Academy Balances,Oakfield School Academy Trust,2023-07-18 00:00:00,SC01-000031207|SC-SID-100006175|S0000520|5642743156,26059.6,Equip Furn Mat - Supplies & Services
Somerset Council,2023-09-30 00:00:00,St Pauls Junior School,Rapide System Supplies Limited,2023-07-18 00:00:00,SC01-000031482|SC-ISC-100018108|S0001156|5642584081,1070.7,Equip Furn Mat - Equipment - Teaching (schools only)
Somerset Council,2023-09-30 00:00:00,St Andrews Junior (Burnham),Ricara Ltd,2023-07-18 00:00:00,SC01-000032702|SC-ISC-100018892|S0001160|5642742376,636.7,Equip Furn Mat - Special Facility - School Uniform
