Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,13/01/2023,601480870,3000.00,500.00,2500.00,Cms Cameron Mckenna Nabarro Olswang,Capital Expenditure,Legal Fees
Salford City Council,13/01/2023,601480869,7920.00,1320.00,6600.00,Cms Cameron Mckenna Nabarro Olswang,Capital Expenditure,Legal Fees
Salford City Council,13/01/2023,601480878,18000.00,3000.00,15000.00,Cms Cameron Mckenna Nabarro Olswang,Capital Expenditure,Legal Fees
Salford City Council,13/01/2023,601480868,42000.00,7000.00,35000.00,Cms Cameron Mckenna Nabarro Olswang,Capital Expenditure,Legal Fees
Salford City Council,13/01/2023,1600702785,45412.20,7568.70,37843.50,Connell Bros Ltd,Capital Expenditure,Works & Building
Salford City Council,13/01/2023,1600702376,15493.82,2582.30,12911.52,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,13/01/2023,1600702378,25731.16,4288.53,21442.63,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,13/01/2023,601480863,526.12,0.00,526.12,Edf Energy - Customer Acc,People (Adults) - CHSC,Gas
Salford City Council,13/01/2023,601480824,2591.05,431.84,2159.21,Elis Uk Ltd,Place Directorate,Laundry
Salford City Council,13/01/2023,1600702816,583.20,0.00,583.20,Europia,People (Adults) - CHSC,Interpreters and translation Fees
Salford City Council,13/01/2023,601480909,929.11,154.85,774.26,First City Fire & Security Ltd,People (Childrens) Service Group,Grounds Maintenance
Salford City Council,13/01/2023,1600702774,13458.60,2243.10,11215.50,Greater Manchester Treestation Ltd,Place Directorate,Contractors
Salford City Council,13/01/2023,601480927,2405.40,400.90,2004.50,H59 Transport Ltd / Paul Mackin,People (Childrens) Service Group,Pupil Assistance
Salford City Council,13/01/2023,601480899,520.00,0.00,520.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,13/01/2023,601480924,630.00,0.00,630.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,13/01/2023,601480906,675.00,0.00,675.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,13/01/2023,601480896,825.00,0.00,825.00,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,13/01/2023,1600702809,9000.00,1500.00,7500.00,Ing Media Ltd,Service Reform (Corp Bus & Transform),Marketing & Publicity
Salford City Council,13/01/2023,1600702808,3750.00,625.00,3125.00,Kainos Software Ltd,Place Directorate,Subscriptions
Salford City Council,13/01/2023,1600702166,17328.00,0.00,17328.00,Kedleston (Mill School) Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,13/01/2023,6003632668,15481.47,0.00,15481.47,M & N Bland,People (Adults) - CHSC,Day Care
Salford City Council,13/01/2023,1600702813,10739.76,1789.96,8949.80,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,13/01/2023,1600702793,2033.33,0.00,2033.33,Manchester Senior Girls School,People (Childrens) Service Group,Release of Provision
Salford City Council,13/01/2023,1600702794,2033.33,0.00,2033.33,Manchester Senior Girls School,People (Childrens) Service Group,Release of Provision
Salford City Council,13/01/2023,1600702770,24087.00,0.00,24087.00,Next Stage A Way Forward Youth,People (Childrens) Service Group,Payments to Agencies
Salford City Council,13/01/2023,1600702235,15998.40,2666.40,13332.00,Panelock Display Systems Ltd,Capital Expenditure,Other Works
Salford City Council,13/01/2023,1600702255,39476.01,6579.33,32896.68,Portakabin Ltd,Capital Expenditure,Works & Building
Salford City Council,13/01/2023,601480856,507.65,84.61,423.04,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,13/01/2023,601480828,614.64,102.44,512.20,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,13/01/2023,601480855,661.92,110.32,551.60,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,13/01/2023,601480831,685.56,114.26,571.30,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,13/01/2023,601480832,992.88,165.48,827.40,Reach Publishing Services Ltd,Place Directorate,Legal Fees
Salford City Council,13/01/2023,6003632674,8981.61,0.00,8981.61,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,13/01/2023,6003632673,12024.10,0.00,12024.10,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,13/01/2023,6003632676,23263.31,0.00,23263.31,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,13/01/2023,6003632671,23610.28,0.00,23610.28,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,13/01/2023,6003632670,23896.41,0.00,23896.41,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,13/01/2023,6003632672,24551.73,0.00,24551.73,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,13/01/2023,6003632669,32653.10,0.00,32653.10,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,13/01/2023,1600702278,13500.00,2250.00,11250.00,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,13/01/2023,1600702786,3485.30,580.88,2904.42,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,13/01/2023,601480886,525.00,0.00,525.00,T/A Holly House Day Nursery,People (Childrens) Service Group,Children & Young Persons Act-Section 23
Salford City Council,13/01/2023,6003632441,4520.55,0.00,4520.55,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,13/01/2023,601480852,4500.00,0.00,4500.00,The Court Service,Place Directorate,Debt Collection Agents
Salford City Council,13/01/2023,1600702526,60499.99,10083.33,50416.66,The Lowry Centre Trust,Place Directorate,Miscellaneous Expenses
Salford City Council,13/01/2023,1600702792,8217.22,0.00,8217.22,Thomson Reuters (Professional) Uk,Place Directorate,Subscriptions
Salford City Council,13/01/2023,1600702783,680.00,0.00,680.00,Transport For Greater Manchester,Capital Expenditure,Other Works
Salford City Council,13/01/2023,601480881,528.77,88.13,440.64,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax Machines
Salford City Council,13/01/2023,601480872,3497.26,582.88,2914.38,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax Machines
Salford City Council,13/01/2023,601480877,6929.58,1154.93,5774.65,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax Machines
Salford City Council,13/01/2023,601480867,3451.10,0.00,3451.10,Vision For Education Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,1600702346,13768.20,2294.70,11473.50,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,16/01/2023,1600702347,23965.92,3994.32,19971.60,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,16/01/2023,1600702342,24583.63,4097.27,20486.36,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,16/01/2023,1600702343,30029.62,5004.94,25024.68,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,16/01/2023,1600702820,140334.24,0.00,140334.24,Age Concern Salford T/A Age Uk Salf,People (Adults) - CHSC,Payments to Agencies
Salford City Council,16/01/2023,1600702351,10200.00,1700.00,8500.00,Desco (Design & Consultancy) Ltd,Capital Expenditure,Works & Building
Salford City Council,16/01/2023,1600702819,1140.00,190.00,950.00,Essential Mediation Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,16/01/2023,601480958,11529.94,1921.66,9608.28,Executive Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,1600702297,723323.00,0.00,723323.00,Gmw Mental Health Nhs Ft,Public Health,Payments to Agencies
Salford City Council,16/01/2023,601480959,16200.84,0.00,16200.84,Home To Schools Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,1600702840,8345.02,0.00,8345.02,Islington Mill Arts Club,Capital Expenditure,Works & Building
Salford City Council,16/01/2023,1600702838,2487.69,0.00,2487.69,New Bridge Multi Academy Trust,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,16/01/2023,1600702821,2799.00,466.50,2332.50,Oxford Computer Consultants Ltd,Service Reform (Corp Bus & Transform),Computer Maintenance
Salford City Council,16/01/2023,601480962,710.96,0.00,710.96,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,16/01/2023,601480960,5906.04,0.00,5906.04,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480961,7170.24,0.00,7170.24,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480978,12954.00,0.00,12954.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480970,14689.76,0.00,14689.76,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,1600702353,11340.00,1890.00,9450.00,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,16/01/2023,601480992,1351503.60,225250.60,1126253.00,Salford Community Leisure Ltd,Place Directorate,SCL management fee
Salford City Council,16/01/2023,601480937,2933.12,0.00,2933.12,Salford Royal Nhs Foundation Trust,Place Directorate,Rents
Salford City Council,16/01/2023,601480947,17798.89,0.00,17798.89,Salford Royal Nhs Foundation Trust,Place Directorate,Rents
Salford City Council,16/01/2023,601480948,78533.62,0.00,78533.62,Salford Royal Nhs Foundation Trust,Place Directorate,Rents
Salford City Council,16/01/2023,601480936,128843.38,0.00,128843.38,Salford Royal Nhs Foundation Trust,Place Directorate,Rents
Salford City Council,16/01/2023,601480934,194188.83,0.00,194188.83,Salford Royal Nhs Foundation Trust,Place Directorate,Rents
Salford City Council,16/01/2023,601480939,5049.60,841.60,4208.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480940,5364.00,894.00,4470.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480938,5710.08,951.68,4758.40,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480964,10317.00,0.00,10317.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480966,18754.00,0.00,18754.00,Swinton Travel Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480945,1222.80,203.80,1019.00,Tes Global Ltd,People (Childrens) Service Group,Training expenses
Salford City Council,16/01/2023,1600702333,11000.00,0.00,11000.00,Thompsons Academy Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480932,1237.72,0.00,1237.72,Transport For Greater Manchester,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480963,8467.04,0.00,8467.04,Travel By Myles,People (Childrens) Service Group,Pupil Assistance
Salford City Council,16/01/2023,601480957,30754.16,2798.77,27955.39,Valley Luxury Minibuses Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/01/2023,6003633873,585.60,0.00,585.60,A. Venning Limited,Place Directorate,Equipment Purchase
Salford City Council,17/01/2023,6003633893,612.00,0.00,612.00,A. Venning Limited,Place Directorate,Equipment Purchase
Salford City Council,17/01/2023,6003634005,909.60,0.00,909.60,A. Venning Limited,Place Directorate,Equipment Purchase
Salford City Council,17/01/2023,601481000,16724.52,2787.42,13937.10,Aba Travels Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,17/01/2023,6003634901,34810.24,0.00,34810.24,Abbeydale Nursing Home,People (Adults) - CHSC,Nursing Home
Salford City Council,17/01/2023,1600702422,12507.52,0.00,12507.52,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702415,12771.00,0.00,12771.00,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702417,12771.00,0.00,12771.00,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702388,13464.64,0.00,13464.64,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702423,13464.64,0.00,13464.64,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702424,15397.01,0.00,15397.01,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702438,19832.50,0.00,19832.50,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702437,21956.15,0.00,21956.15,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702389,24268.33,0.00,24268.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702436,24268.33,0.00,24268.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702419,24373.33,0.00,24373.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702435,24373.33,0.00,24373.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,1600702421,25833.33,0.00,25833.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,17/01/2023,6003634905,51672.93,0.00,51672.93,Anchor Trust - Beechfield Lodge,People (Adults) - CHSC,Residential Care Home external funding
Salford City Council,17/01/2023,601481016,593.93,98.99,494.94,Arval Uk Ltd,People (Childrens) Service Group,Vehicle short term Hire
Salford City Council,17/01/2023,1600702853,5700.00,0.00,5700.00,Azamrah Youth Club,People (Adults) - CHSC,Grants
Salford City Council,17/01/2023,1600702842,1916.67,0.00,1916.67,Bnos Margulis Viznitz Girls School,People (Childrens) Service Group,Release of Provision
Salford City Council,17/01/2023,6003634429,500.10,1.26,498.84,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634690,500.58,4.74,495.84,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634644,526.44,0.00,526.44,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634802,541.67,9.47,532.20,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634145,550.26,0.00,550.26,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634796,553.05,0.00,553.05,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634327,568.97,13.11,555.86,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634640,586.13,3.22,582.91,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634232,611.52,7.27,604.25,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634203,636.89,11.67,625.22,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634299,655.04,0.00,655.04,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634630,664.36,9.48,654.88,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634791,1250.18,68.08,1182.10,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,6003634776,1603.42,79.64,1523.78,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,17/01/2023,601481003,4007.19,0.00,4007.19,Bristow & Sutor,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,17/01/2023,1600702805,739.08,35.19,703.89,Calor Gas Ltd,Place Directorate,Other Fuels
Salford City Council,17/01/2023,1600702862,620.00,0.00,620.00,Care Solutions Recruitment Agency,People (Childrens) Service Group,Payments to Agencies
