Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,21/02/2023,1600705540,9792.00,0.00,9792.00,Jsense,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,601484619,7744.00,0.00,7744.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,21/02/2023,601484593,960.00,160.00,800.00,Plowman Craven Ltd,Place Directorate,Other Professional Fees
Salford City Council,21/02/2023,601484591,598.80,99.80,499.00,Primary Workshops For Schools Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,21/02/2023,601484599,747.60,124.60,623.00,Psi (Resources) Limited,Place Directorate,delegated kitchen formula
Salford City Council,21/02/2023,1600704638,25714.27,0.00,25714.27,Reflexion Care Group Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,1600704643,26571.42,0.00,26571.42,Reflexion Care Group Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,1600704649,26571.42,0.00,26571.42,Reflexion Care Group Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,1600705466,9375.00,1562.50,7812.50,Round Midnight Ltd,People (Childrens) Service Group,Training of Others
Salford City Council,21/02/2023,1600705423,828.83,138.14,690.69,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,21/02/2023,1600704748,5074.62,845.77,4228.85,Schofield & Sons Ltd,Capital Expenditure,Works & Building
Salford City Council,21/02/2023,1600704751,29375.39,4895.90,24479.49,Standard Fuel Oils Ltd,Place Directorate,Vehicle Ancillary Costs
Salford City Council,21/02/2023,1600705510,6432.45,0.00,6432.45,Stepdown Community Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,1600705514,22444.50,0.00,22444.50,Stepdown Community Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,1600705512,23192.65,0.00,23192.65,Stepdown Community Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,1600705515,23192.65,0.00,23192.65,Stepdown Community Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,1600705517,23192.65,0.00,23192.65,Stepdown Community Services,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,6003658348,940.00,0.00,940.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,21/02/2023,1600705462,20360.66,0.00,20360.66,Talmud Torah Yetev Lev,People (Childrens) Service Group,Release of Provision
Salford City Council,21/02/2023,1600704615,60499.99,10083.33,50416.66,The Lowry Centre Trust,Place Directorate,Miscellaneous Expenses
Salford City Council,21/02/2023,601484651,4200.00,0.00,4200.00,Thompsons Academy Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,21/02/2023,6003658414,506.94,0.00,506.94,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,21/02/2023,6003658379,640.23,0.00,640.23,Travelodge Gb0000,People (Adults) - CHSC,Staff Travel
Salford City Council,21/02/2023,1600705452,1728.00,288.00,1440.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,21/02/2023,1600705511,2070.00,345.00,1725.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,21/02/2023,1600705453,2160.00,360.00,1800.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,21/02/2023,1600705509,3312.00,552.00,2760.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,21/02/2023,6003658432,2482.41,413.74,2068.67,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,21/02/2023,1600704722,12500.00,0.00,12500.00,You Can Community Club Hq,People (Childrens) Service Group,Payments to Agencies
Salford City Council,22/02/2023,1600705548,-24268.33,0.00,-24268.33,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,22/02/2023,601484666,23685.67,0.00,23685.67,Acorn Care & Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,22/02/2023,1600705598,4580.48,763.41,3817.07,Aecom Infrastructure & Env Uk,Capital Expenditure,External Fees - Other
Salford City Council,22/02/2023,1600705582,9450.00,1575.00,7875.00,Bloom Procurement Services Ltd,Capital Expenditure,Works & Building
Salford City Council,22/02/2023,1600705561,732.00,122.00,610.00,Brenmo Plants,Place Directorate,Horticultural & Grounds Maintenance (not DSO)
Salford City Council,22/02/2023,601484685,13217.38,2202.89,11014.49,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Telecomms
Salford City Council,22/02/2023,601484660,1265.00,0.00,1265.00,Clear Steps Plus Education Ltd,People (Childrens) Service Group,Other Professional Fees
Salford City Council,22/02/2023,1600705547,2400.00,400.00,2000.00,D J & E A Mellor T/A Streetmellor,People (Adults) - CHSC,Other Professional Fees
Salford City Council,22/02/2023,6003659251,728.00,0.00,728.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,22/02/2023,6003659258,2396.80,0.00,2396.80,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,22/02/2023,601484734,110839.20,0.00,110839.20,Electricity North West Ltd,Capital Expenditure,Other Works
Salford City Council,22/02/2023,601484665,564.30,94.05,470.25,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,22/02/2023,601484703,617.29,102.88,514.41,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,22/02/2023,601484663,722.97,120.51,602.46,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,22/02/2023,601484699,760.74,126.79,633.95,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,22/02/2023,601484698,797.57,132.93,664.64,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,22/02/2023,601484664,1133.68,188.95,944.73,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,22/02/2023,601484732,4240.69,706.78,3533.91,H59 Transport Ltd / Paul Mackin,People (Childrens) Service Group,Pupil Assistance
Salford City Council,22/02/2023,1600705597,7223.76,1203.96,6019.80,Handicare Accessibility Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,22/02/2023,1600705610,1650.00,0.00,1650.00,Margaret Woodhouse Educational,People (Childrens) Service Group,Other Professional Fees
Salford City Council,22/02/2023,1600705544,720.00,120.00,600.00,Mindjam,People (Childrens) Service Group,Pupil Assistance
Salford City Council,22/02/2023,601484712,5500.00,0.00,5500.00,New Law Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,22/02/2023,1600705557,900.00,0.00,900.00,Redacted Data,People (Childrens) Service Group,Payments to Agencies
Salford City Council,22/02/2023,601484700,653.61,0.00,653.61,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,22/02/2023,601484713,1783.01,0.00,1783.01,Redacted Data,Place Directorate,Tenants Rental
Salford City Council,22/02/2023,601484705,3775.20,0.00,3775.20,Roobyloos Nursery Worsley Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,22/02/2023,601484706,7095.00,0.00,7095.00,Roobyloos Nursery Worsley Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,22/02/2023,601484707,1931.00,0.00,1931.00,Salford Community Leisure Ltd,Place Directorate,Payments to Voluntary Organisations
Salford City Council,22/02/2023,601484710,2289.00,0.00,2289.00,Salford Community Leisure Ltd,Place Directorate,Payments to Voluntary Organisations
Salford City Council,22/02/2023,601484708,2644.00,0.00,2644.00,Salford Community Leisure Ltd,Place Directorate,Payments to Voluntary Organisations
Salford City Council,22/02/2023,601484709,3000.00,0.00,3000.00,Salford Community Leisure Ltd,Place Directorate,Payments to Voluntary Organisations
Salford City Council,22/02/2023,1600705516,516.64,86.11,430.53,Schofield & Sons,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,22/02/2023,1600705480,676.35,112.72,563.63,Schofield & Sons,Place Directorate,UV Day to Day Repairs
Salford City Council,22/02/2023,1600705566,4080.00,680.00,3400.00,Soft Surfaces Limited,Place Directorate,Materials
Salford City Council,22/02/2023,601484724,8591.28,1431.89,7159.39,Stanley Security Solutions Ltd,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,22/02/2023,601484735,521.24,86.87,434.37,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,22/02/2023,601484684,540.60,90.10,450.50,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,22/02/2023,601484686,558.00,93.00,465.00,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,22/02/2023,601484736,868.74,144.79,723.95,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,22/02/2023,601484683,923.76,153.96,769.80,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,22/02/2023,601484687,923.76,153.96,769.80,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,22/02/2023,601484733,18790.20,3131.70,15658.50,The Copyright Licencing Agency Ltd,Service Reform (Corp Bus & Transform),Licencing
Salford City Council,22/02/2023,6003659248,774.00,0.00,774.00,Totaljobs Group Ltd,Place Directorate,Agency Fees
Salford City Council,22/02/2023,1600705571,2064.00,344.00,1720.00,Trest,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,22/02/2023,6003659302,677.52,0.00,677.52,Www.Salford.Gov.Uk,People (Adults) - CHSC,Licencing
Salford City Council,22/02/2023,1600704542,-911.77,-151.96,-759.81,Yorkshire Purchasing Organisation Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,22/02/2023,1600705552,872.88,133.98,738.90,Yorkshire Purchasing Organisation Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,22/02/2023,6003659266,750.00,0.00,750.00,Zettle_*Kevin Booth Pa,People (Adults) - CHSC,Other Professional Fees
Salford City Council,22/02/2023,6003659270,1750.00,0.00,1750.00,Zettle_*Kevin Booth Paint,People (Adults) - CHSC,Other Professional Fees
Salford City Council,23/02/2023,6003660191,549.60,0.00,549.60,A. Venning Limited,Place Directorate,Equipment Purchase
Salford City Council,23/02/2023,6003660161,703.20,0.00,703.20,A. Venning Limited,Place Directorate,Equipment Purchase
Salford City Council,23/02/2023,601484744,23788.00,0.00,23788.00,Adoption Matters,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/02/2023,6003660098,529.99,88.33,441.66,Amznbusiness*137Bl6Ic4,People (Childrens) Service Group,Equipment Purchase
Salford City Council,23/02/2023,1600705642,9129.12,1521.52,7607.60,Argyle (North West) Construction Ltd,Capital Expenditure,External Fees - Other
Salford City Council,23/02/2023,1600705696,1800.00,300.00,1500.00,Bond Solon Training Ltd,Place Directorate,Training expenses
Salford City Council,23/02/2023,1600705636,1098.00,183.00,915.00,Child In Mind Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,23/02/2023,6003660122,901.00,0.00,901.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660153,1204.00,0.00,1204.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660173,1204.00,0.00,1204.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660180,1204.00,0.00,1204.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660109,1484.00,0.00,1484.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660113,1484.00,0.00,1484.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660140,1484.00,0.00,1484.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660130,1885.00,0.00,1885.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660165,2730.00,0.00,2730.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660185,4793.60,0.00,4793.60,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,6003660151,1484.00,0.00,1484.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,23/02/2023,1600705627,4000.00,0.00,4000.00,Edintervention Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,23/02/2023,1600705628,4375.00,0.00,4375.00,Edintervention Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,23/02/2023,1600705629,4500.00,0.00,4500.00,Edintervention Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,23/02/2023,1600704492,7356.00,1226.00,6130.00,Geoassist,Capital Expenditure,External Fees - Other
Salford City Council,23/02/2023,1600705538,953.40,158.90,794.50,Hsl Compliance Ltd,Service Reform (Corp Bus & Transform),UV Tank Cleaning
Salford City Council,23/02/2023,1600705690,956.86,159.48,797.38,Insight Direct (Uk) Limited,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,23/02/2023,1600705004,907.69,151.28,756.41,J Fletcher Engineers Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,23/02/2023,1600704987,624.00,104.00,520.00,J Fletcher Engineers Ltd,Place Directorate,UV Heating Repairs
Salford City Council,23/02/2023,1600704991,2050.80,341.80,1709.00,J Fletcher Engineers Ltd,Place Directorate,UV Heating Repairs
Salford City Council,23/02/2023,1600704993,2100.66,350.11,1750.55,J Fletcher Engineers Ltd,People (Childrens) Service Group,UV Heating Repairs
Salford City Council,23/02/2023,1600705620,105350.47,17558.41,87792.06,Landscape Engineering Ltd,Capital Expenditure,Miscellaneous Expenses
Salford City Council,23/02/2023,6003660117,1006.00,0.00,1006.00,Milton Manchester Hotel,People (Adults) - CHSC,Staff Travel
Salford City Council,23/02/2023,1600704000,54410.19,9068.36,45341.83,Mtx Contracts Ltd,Capital Expenditure,Works & Building
Salford City Council,23/02/2023,1600705645,4739.94,789.99,3949.95,Nationwide Bark & Play Surfacing,Place Directorate,Horticultural & Grounds Maintenance (not DSO)
Salford City Council,23/02/2023,601484769,3960.00,660.00,3300.00,No Isolation Ltd,People (Childrens) Service Group,Computer Equipment purchase
Salford City Council,23/02/2023,601484761,71860.96,11976.83,59884.13,Oxford Innovation Ltd Re: Salford I,Place Directorate,Other Professional Fees
Salford City Council,23/02/2023,601484762,89018.26,14836.38,74181.88,Oxford Innovation Ltd Re: Salford I,Place Directorate,Other Professional Fees
Salford City Council,23/02/2023,601457316,540.00,0.00,540.00,Parking Solutions 24 Ltd,Place Directorate,Equipment Purchase
Salford City Council,23/02/2023,1600705687,630.00,105.00,525.00,Property Elite,Place Directorate,Training of Staff
Salford City Council,23/02/2023,1600705649,993.60,165.60,828.00,Randstad Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,23/02/2023,6003659910,1172.79,0.00,1172.79,Redacted Data,People (Childrens) Service Group,Short Break-Non Disability
Salford City Council,23/02/2023,1600705655,630.00,105.00,525.00,Salford Grabs,Place Directorate,Other Professional Fees
Salford City Council,23/02/2023,601484739,720.00,0.00,720.00,Space Therapies,People (Childrens) Service Group,Training expenses
Salford City Council,23/02/2023,1600703594,4172.40,695.40,3477.00,Spectra Security,Place Directorate,Works & Building
Salford City Council,23/02/2023,6003660106,975.00,0.00,975.00,Sumup *Mok Enterprise,Place Directorate,Client Subsistence
Salford City Council,23/02/2023,601484786,3230.36,88.35,3142.01,T/A Pitney Bowes Purchase Power,Service Reform (Corp Bus & Transform),Postage
