Ref,Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
829,CAB,Government Property Agency,31-Dec-24,Rates Expenditure,Landlord Services,00000377-Bristol City Council,P9 Man 134,"26,558.22"
830,CAB,Government Property Agency,31-Dec-24,Utilities Expenditure,Landlord Services,00000085-EDF Energy,726749-173,"26,544.13"
831,CAB,Government Property Agency,31-Dec-24,Rent Expenditure,Landlord Services,00000303-Savills (RC's Rent & SC),727709-4,"26,467.20"
832,CAB,Government Property Agency,11-Dec-24,PPE - AUC Additions,PPE Additions,00000509-Morris & Spottiswood Limited,3267456,"26,399.10"
833,CAB,Government Property Agency,31-Dec-24,Fixed FM Expenditure - Full Building Recharge,Workplace Services,00000207-ISS Mediclean Ltd,723577-111,"26,384.07"
834,CAB,Government Property Agency,31-Dec-24,Utilities Expenditure,Landlord Services,00000085-EDF Energy,726749-19,"26,298.69"
835,CAB,Government Property Agency,17-Dec-24,ICT Expenditure,Other Operating Expenditure,00000815-Panlogic Limited,3587234,"26,219.95"
836,CAB,Government Property Agency,31-Dec-24,Rates Expenditure,Landlord Services,00000019-Broadlands District Council,718715-21,"26,208.00"
837,CAB,Government Property Agency,31-Dec-24,Utilities Expenditure,Landlord Services,00000085-EDF Energy,726749-295,"26,144.46"
838,CAB,Government Property Agency,31-Dec-24,Fixed FM Expenditure - Full Building Recharge,Workplace Services,00000840-ISS Facility Services Limited,723588-46,"26,093.88"
839,CAB,Government Property Agency,31-Dec-24,Fixed FM Expenditure - Full Building Recharge,Workplace Services,00000840-ISS Facility Services Limited,724246-18,"26,093.88"
840,CAB,Government Property Agency,10-Dec-24,PPE - AUC Additions,PPE Additions,00000819-FES Support Services Ltd,3250729,"26,057.63"
841,CAB,Government Property Agency,31-Dec-24,Head Lease Service Charge Expenditure,Landlord Services,00000071-HM Revenue & Customs,712043-176,"26,048.50"
842,CAB,Government Property Agency,31-Dec-24,Rent Expenditure,Landlord Services,00000071-HM Revenue & Customs,712043-158,"25,978.50"
843,CAB,Government Property Agency,31-Dec-24,Non Onboarded Workplace Services Expenditure,Workplace Services,00000840-ISS Facility Services Limited,P9 Man 257,"25,810.23"
844,CAB,Government Property Agency,31-Dec-24,Rent Expenditure,Landlord Services,00000088-Avison Young (Client A/c re London & Continental R,699952-210,"25,691.10"
845,CAB,Government Property Agency,18-Dec-24,PPE - AUC Additions,PPE Additions,00000288-Kier Facilities Services Ltd,3601656,"25,548.41"
846,CAB,Government Property Agency,31-Dec-24,Rates Expenditure,Landlord Services,00000071-HM Revenue & Customs,712043-221,"25,482.31"
847,CAB,Government Property Agency,31-Dec-24,Variable FM Expenditure - Client Requested,Workplace Services,00000588-Exchequer Partnership No.2 Plc,728282-18,"25,477.45"
848,CAB,Government Property Agency,31-Dec-24,Variable FM Expenditure - Client Requested,Workplace Services,00000588-Exchequer Partnership No.2 Plc,728282-24,"25,477.45"
849,CAB,Government Property Agency,31-Dec-24,Variable FM Expenditure - Client Requested,Workplace Services,00000588-Exchequer Partnership No.2 Plc,728282-30,"25,477.45"
850,CAB,Government Property Agency,31-Dec-24,Variable FM Expenditure - Client Requested,Workplace Services,00000588-Exchequer Partnership No.2 Plc,728282-42,"25,477.45"
851,CAB,Government Property Agency,31-Dec-24,Variable FM Expenditure - Client Requested,Workplace Services,00000588-Exchequer Partnership No.2 Plc,728282-9,"25,477.45"
852,CAB,Government Property Agency,02-Dec-24,PPE - AUC Additions,PPE Additions,00000279-Turner and Townsend Project Management Limited,3195397,"25,401.60"
853,CAB,Government Property Agency,24-Dec-24,PPE - AUC Additions,PPE Additions,00000619-Swift Strategies Limited,3614654,"25,290.00"
854,CAB,Government Property Agency,31-Dec-24,Rent Expenditure,Landlord Services,00000529-Hermes Wellington Place GP Limited,P9 Man 170,"25,230.49"
855,CAB,Government Property Agency,31-Dec-24,PFI Variation Charge Expenditure,Landlord Services,00000565-AGP,723588-31,"25,223.74"
856,CAB,Government Property Agency,31-Dec-24,Head Lease Service Charge Expenditure,Landlord Services,00000015-20 Cabot Square I TrusteeNo.1&No.2 Ltd &Canary Wha,699921-119,"25,223.03"
857,CAB,Government Property Agency,31-Dec-24,Fixed FM Expenditure - Full Building Recharge,Workplace Services,10000052-Atalian Servest Ltd,727616-159,"25,213.58"
858,CAB,Government Property Agency,31-Dec-24,Variable FM Expenditure - Client Requested,Workplace Services,00000840-ISS Facility Services Limited,726539-18,"25,107.00"
859,CAB,Government Property Agency,18-Dec-24,PPE - AUC Additions,PPE Additions,10000187-Adecco UK Ltd,3604667,"25,000.00"
860,CAB,Government Property Agency,31-Dec-24,Utilities Expenditure,Landlord Services,00000085-EDF Energy,726749-149,"-29,745.91"
861,CAB,Government Property Agency,31-Dec-24,Utilities Expenditure,Landlord Services,00000085-EDF Energy,726749-232,"-31,049.71"
862,CAB,Government Property Agency,31-Dec-24,Utilities Expenditure,Landlord Services,00000085-EDF Energy,726749-240,"-32,554.47"
863,CAB,Government Property Agency,31-Dec-24,Utilities Expenditure,Landlord Services,00000085-EDF Energy,726749-272,"-37,712.72"
864,CAB,Government Property Agency,13-Dec-24,PPE - AUC Additions,PPE Additions,00000197-Faithful + Gould Limited,3342223,"-38,400.00"
865,CAB,Government Property Agency,31-Dec-24,Other Property Transactions Expenditure,Property Transactions,00000153-Montagu Evans (ACC 2),728828-9,"-40,937.69"
866,CAB,Government Property Agency,31-Dec-24,Head Lease Service Charge Expenditure,Landlord Services,"00000440-Avison Young (Rent, SC)",P9 Man 155,"-43,426.64"
867,CAB,Government Property Agency,19-Dec-24,ICT Expenditure,Other Operating Expenditure,00000815-Panlogic Limited,3608471,"-52,440.00"
868,CAB,Government Property Agency,31-Dec-24,Utilities Expenditure,Landlord Services,00000085-EDF Energy,726749-279,"-65,382.53"
869,CAB,Government Property Agency,13-Dec-24,PPE - AUC Additions,PPE Additions,00000197-Faithful + Gould Limited,3342220,"-70,362.00"
870,CAB,Government Property Agency,31-Dec-24,Utilities Expenditure,Landlord Services,00000655-TotalEnergies Gas & Power,731693-3,"-83,043.08"
871,CAB,Government Property Agency,20-Dec-24,PPE - AUC Additions,PPE Additions,00000279-Turner and Townsend Project Management Limited,3609387,"-91,050.84"
872,CAB,Government Property Agency,13-Dec-24,PPE - AUC Additions,PPE Additions,00000197-Faithful + Gould Limited,3342229,"-227,563.78"
873,CAB,Government Property Agency,09-Dec-24,Transformational Services Expenditure,Capital Projects,00000039-Overbury,3225341,"-237,359.77"
874,CAB,Government Property Agency,09-Dec-24,Transformational Services Expenditure,Capital Projects,00000039-Overbury,3225343,"-553,839.46"
875,CAB,Government Property Agency,31-Dec-24,Rent Expenditure,Landlord Services,00000164-Ministry of Justice (All invoices),724506-3,"-677,815.36"
876,CAB,Government Property Agency,31-Dec-24,Rent Expenditure,Landlord Services,00000164-Ministry of Justice (All invoices),724506-6,"-677,815.36"
877,CAB,Government Property Agency,31-Dec-24,Rent Expenditure,Landlord Services,00000164-Ministry of Justice (All invoices),724507-3,"-677,815.36"
878,CAB,Government Property Agency,31-Dec-24,Rent Expenditure,Landlord Services,00000544-LS QAM Limited,712877-8,"-1,267,894.97"
