Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062715,"47,606.19",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062716,"47,606.19",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062718,"124,966.25",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062723,"124,966.25",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CGI IT UK LTD,5100062726,"28,962.54",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062727,"124,966.25",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100062728,"22,186.67",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,24/01/2024,Translation services,Fraud Investigation Service,THEBIGWORD INTERPRETING,5100062730,"23,551.44",Translation services,LS12 6AB,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062731,"124,966.25",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,Virtual Hosting,CDIO - Core,KYNDRYL UK LTD,5100062739,"310,308.00",Virtual Hosting,EC2M 2AT,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT Technology Solutions,5100062742,"-86,066.04",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100062745,"334,591.33",Customs Declaration Service Contractor Costs,EC3M 3BD,,,,
HMRC,HMRC,24/01/2024,Project support,CDIO Transformation Programmes,BUTTERFLY PROJECTS LTD,5100062747,"51,537.60",Project support,CF83 3GG,,,,
HMRC,HMRC,24/01/2024,Min AW non-struc VAT,Estates,Wates Property Services Ltd,5100062751,"50,116.59",Min AW non-struc VAT,EN1 3XA,,,,
HMRC,HMRC,24/01/2024,Consultancy - Organi,CS&TD Business Architecture,ERNST & YOUNG LLP,5100062871,"148,527.00",Consultancy - Organi,SE1 2AF,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,PEGASYSTEMS LTD,5100062889,"284,398.26",PROJECT Mandays Supp,RG1 3JH,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,CCG Transformation Programmes,CAPGEMINI,5100062890,"604,694.27",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,24/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,ACCENTURE (UK) LTD,5100062907,"54,441.00",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,24/01/2024,Virtual Hosting,CDIO - Core,Amazon Web Services UK,5100062910,"657,581.93",Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,25/01/2024,Utility Payments - gas,Estates,Inspired Energy plc,1700023072,"-61,882.21",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,25/01/2024,Project Development,CDIO - Core,MADE TECH LTD,1900475088,"52,600.00",Project Development,EC2A 4NE,,,,
HMRC,HMRC,25/01/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900475107,"33,893.19",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,25/01/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900475111,"36,872.04",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,25/01/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900475112,"149,749.59",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,25/01/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900475132,"41,976.26",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,25/01/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900475135,"32,477.64",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,25/01/2024,Contracted Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900475218,"229,986.64",Contracted Services,WV14 0UJ,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,COGNIZANT Technology Solutions,5100062928,"51,469.00",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,Risk & Intelligence,BAE SYSTEMS APPLIED INTELLIGENCE,5100062931,"59,541.00",PROJECT Mandays Supp,GU2 7RQ,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,CDIO Transformation Programmes,BRITISH TELECOMMUNICATIONS PLC,5100062936,"30,324.20",PROJECT Mandays Supp,E1 8EE,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100062950,"26,387.54",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,ACCENTURE (UK) LTD,5100062954,"55,959.41",Software Development,EC3M 3BD,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100062956,"262,500.00",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062970,"170,302.49",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,25/01/2024,Oth PFI unitary chrg,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100062985,"1,367,259.45",Charges for accommodation provided under the Newcastle Private Finance Initiative contract,BS1 4DJ,,,,
HMRC,HMRC,25/01/2024,Oth PFI unitary chrg,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100062985,"2,138,534.01",Charges for accommodation provided under the Newcastle Private Finance Initiative contract,BS1 4DJ,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT Technology Solutions,5100062986,"170,302.50",IT contractors,EC2M 4AG,,,,
HMRC,HMRC,25/01/2024,Prop. Man. (Ir VAT),Estates,CBRE NI LTD,5100062990,"2,861.41",Prop. Man. (Ir VAT),BT2 8BG,,,,
HMRC,HMRC,25/01/2024,Prop. Man. (Ir VAT),Estates,CBRE NI LTD,5100062990,"9,061.12",Prop. Man. (Ir VAT),BT2 8BG,,,,
HMRC,HMRC,25/01/2024,Rent (Irrec VAT),Estates,CBRE NI LTD,5100062990,"149,834.88",Rent (Irrec VAT),BT2 8BG,,,,
HMRC,HMRC,25/01/2024,Rent (Irrec VAT),Estates,CBRE NI LTD,5100062990,"474,477.12",Rent (Irrec VAT),BT2 8BG,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100063001,"76,422.25",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,25/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100063010,"84,184.00",IT contractors,EC3M 3BD,,,,
HMRC,HMRC,25/01/2024,FIS Spec Req - Res,Fraud Investigation Service,IBM UNITED KINGDOM LTD,5100063096,"49,770.00",FIS Spec Req - Res,SE1 9PZ,,,,
HMRC,HMRC,25/01/2024,OHS,Intermediaries,SAMARITAN ENTERPRISES LTD,5100063099,"50,000.00",OHS,KT17 2AF,,,,
HMRC,HMRC,25/01/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100063143,"-11,490.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,25/01/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100063143,"68,940.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,25/01/2024,Recruitment services,HR,PEOPLESCOUT LIMITED,5100063144,"28,350.00",Recruitment services,W1T 7RQ,,,,
HMRC,HMRC,25/01/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100063152,"-14,030.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,25/01/2024,Insolvency Services,Debt Management,THE INSOLVENCY SERVICE,5100063152,"84,180.00",Insolvency Services,B4 6FD,,,,
HMRC,HMRC,25/01/2024,Recruitment services,Solicitor's Office & Legal Services,PEOPLESCOUT LIMITED,5100063154,"50,510.17",Recruitment services,W1T 7RQ,,,,
HMRC,HMRC,25/01/2024,Multifunction machin,Programme and Operational Delivery,RED FROG HIRE LTD,5100063156,"55,579.82",Inland Border Facilities - Running Costs,HU3 4UW,,,,
HMRC,HMRC,26/01/2024,Non-IT Contingent Labour,Solicitor's Office & Legal Services,ALEXANDER MANN SOLUTIONS LTD,1700023099,"-43,528.15",Labour,EC2N 3AQ,,,,
HMRC,HMRC,26/01/2024,Non-IT Contingent Labour,Solicitor's Office & Legal Services,ALEXANDER MANN SOLUTIONS LTD,1900476975,"48,780.36",Labour,EC2N 3AQ,,,,
HMRC,HMRC,26/01/2024,SW Lic Sup mngd Serv,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100062485,"100,050.00",SW Lic Sup mngd Serv,D02 F721,,,,
HMRC,HMRC,26/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,INTRASOFT INTERNATIONAL SA,5100062737,"42,194.00",Contractor services bespoke software development,1253,,,,
HMRC,HMRC,26/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100063172,"5,917.11",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,26/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100063172,"36,347.99",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,26/01/2024,Consultancy – IT,Solicitor's Office & Legal Services,COGNIZANT Technology Solutions,5100063181,"101,585.00",Consultancy – IT,EC2M 4AG,,,,
HMRC,HMRC,26/01/2024,Mail and Fulfilment,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,5100063187,"29,296.50",Mail and Fulfilment,WV14 0UJ,,,,
HMRC,HMRC,26/01/2024,Mail and Fulfilment,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,5100063188,"612,600.00",Mail and Fulfilment,WV14 0UJ,,,,
HMRC,HMRC,26/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,COGNIZANT Technology Solutions,5100063190,"43,707.39",PROJECT Mandays Supp,EC2M 4AG,,,,
HMRC,HMRC,26/01/2024,SW Lic Sup mngd Serv,CDIO - Core,Kong Inc,5100063193,"737,190.00",SW Lic Sup mngd Serv,94105,,,,
HMRC,HMRC,26/01/2024,Virtual Hosting,HMRC Security,Amazon Web Services UK,5100063223,"213,997.97",Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,26/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100063225,"122,448.83",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,26/01/2024,Consultancy – IT,Transformation DG & Programme Office,SALESFORCE UK LTD,5100063234,"112,334.60",Consultancy – IT,EC2N 4AY,,,,
HMRC,HMRC,26/01/2024,Ad campaign ser.,HMRC Communications,MANNING GOTTLIEB OMD A DIVISION OF,5100063427,"22,135.58",Ad campaign ser.,SE1 0SW,,,,
HMRC,HMRC,26/01/2024,Ad campaign ser.,HMRC Communications,MANNING GOTTLIEB OMD A DIVISION OF,5100063428,"214,999.29",Ad campaign ser.,SE1 0SW,,,,
HMRC,HMRC,26/01/2024,Computer accessories,CDIO - Core,COMPUTACENTER (UK) LTD,5100063445,"85,128.00",Computer accessories,AL10 9TW,,,,
HMRC,HMRC,26/01/2024,Legal Solicitors fee,Solicitor's Office & Legal Services,THE SCOTLAND OFFICE,5100063478,"114,487.75",Legal services,EH3 7HW,,,,
HMRC,HMRC,26/01/2024,File archive storage,Estates,IRON MOUNTAIN UK PLC,5100063480,"81,587.50",File archive storage,EH54 5DL,,,,
HMRC,HMRC,26/01/2024,SW Lic Sup Off shlf,CDIO - Core,BOXXE LTD,5100063488,"29,874.41",SW Lic Sup Off shlf,YO31 7RE,,,,
HMRC,HMRC,26/01/2024,SW Lic Sup Off shlf,CDIO - Core,DMT SOLUTIONS UK LTD,5100063490,"345,635.60",SW Lic Sup Off shlf,EC4V 6JA,,,,
HMRC,HMRC,26/01/2024,Cross Government Ser,HR,CABINET OFFICE,5100063493,"33,180.00",Cross Government Services,FY1 9JN,,,,
HMRC,HMRC,29/01/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900477073,"97,489.79",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,29/01/2024,Physical Hosting and Infrastructure,CDIO - Core,FUJITSU SERVICES LTD,1900477074,"97,489.79",Physical Hosting and Infrastructure,WA3 6GD,,,,
HMRC,HMRC,29/01/2024,Soft Licen Integral,CDIO - Core,IMIMOBILE EUROPE LTD,5100063007,"33,569.00",Soft Licen Integral,EC1M 4BH,,,,
HMRC,HMRC,29/01/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100063500,"963,288.00",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,29/01/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100063504,"65,616.00",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,29/01/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100063505,"59,994.00",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,29/01/2024,PROJECT Mandays HMRC,CDIO Transformation Programmes,Baringa Partners LLP,5100063515,"121,689.00",PROJECT Mandays HMRC,SW1E 6AJ,,,,
HMRC,HMRC,29/01/2024,Business Rates,Estates,CARDIFF COUNTY COUNCIL,5100063562,"80,271.91",Business Rates,CF10 4UW,,,,
HMRC,HMRC,29/01/2024,Business Rates,Estates,CARDIFF COUNTY COUNCIL,5100063562,"254,194.40",Business Rates,CF10 4UW,,,,
HMRC,HMRC,29/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100063566,"3,804.02",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,29/01/2024,Facilities Mngmnt,Estates,OCS UK&I LIMITED,5100063566,"23,367.56",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,29/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100063574,"69,595.90",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,29/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100063574,"96,108.62",IT contractors,TF3 3BD,,,,
HMRC,HMRC,29/01/2024,File archive storage,Estates,IRON MOUNTAIN UK PLC,5100063667,"39,985.88",File archive storage,EH54 5DL,,,,
HMRC,HMRC,29/01/2024,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100063672,"104,985.88",GovDept Serv(VAT Ex),G75 8EA,,,,
HMRC,HMRC,29/01/2024,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100063673,"73,659.00",GovDept Serv(VAT Ex),G75 8EA,,,,
HMRC,HMRC,29/01/2024,SW Lic Sup Off shlf,CDIO - Core,BYTES SOFTWARE SERVICES LTD,5100063695,"92,284.75",SW Lic Sup Off shlf,KT22 7TW,,,,
HMRC,HMRC,29/01/2024,SW Lic Sup Off shlf,CDIO - Core,XMA LTD,5100063696,"41,192.20",SW Lic Sup Off shlf,NG11 7EP,,,,
HMRC,HMRC,29/01/2024,SW Lic Sup Off shlf,CDIO - Core,SoftwareOne UK Ltd,5100063697,"1,174,361.09",SW Lic Sup Off shlf,TW9 2RD,,,,
HMRC,HMRC,29/01/2024,Soft Licen Off shelf,CDIO - Core,INSIGHT DIRECT (UK) LTD,5100063699,"498,367.36",Soft Licen Off shelf,S9 2BU,,,,
HMRC,HMRC,29/01/2024,Employee education,CS Director General,CSL - KPMG LLP,5100063704,"28,899.82",Employee education,E14 5GL,,,,
HMRC,HMRC,29/01/2024,Consultancy – IT,Programme and Operational Delivery,Amazon Web Services UK,5100063705,"27,163.23",IT contractors,EC2A 2FA,,,,
HMRC,HMRC,29/01/2024,PROJECT Mandays Supp,Compliance Operations Directorate,EQUAL EXPERTS UK LTD,5100063714,"65,418.76",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/01/2024,Virtual Hosting,CDIO - Core,Amazon Web Services UK,5100063728,"44,066.46",Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,29/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100063733,"709,401.20",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/01/2024,SW Lic Sup mngd Serv,CDIO - Core,SAP (UK) LTD,5100063742,"5,334,751.68",SW Lic Sup mngd Serv,TW14 8HD,,,,
HMRC,HMRC,29/01/2024,SW Lic Sup mngd Serv,Transformation DG & Programme Office,SAP (UK) LTD,5100063750,"42,631.92",SW Lic Sup mngd Serv,TW14 8HD,,,,
HMRC,HMRC,30/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900089283,"35,349.89",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,30/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900089284,"37,254.35",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,30/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900089286,"44,338.87",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,30/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900089287,"25,463.71",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,30/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900089303,"26,582.28",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,30/01/2024,Utility Payments - electricity,Estates,Inspired Energy plc,1900089304,"33,969.90",Utility Payments - electricity,PR4 2TZ,,,,
HMRC,HMRC,30/01/2024,Utility Payments - gas,Estates,Inspired Energy plc,1900089313,"28,607.29",Utility Payments - gas,PR4 2TZ,,,,
HMRC,HMRC,30/01/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900477233,"113,583.50",Project Development,NE136DS,,,,
HMRC,HMRC,30/01/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900477235,"41,578.50",Project Development,NE136DS,,,,
HMRC,HMRC,30/01/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900477237,"29,249.88",Project Development,NE136DS,,,,
HMRC,HMRC,30/01/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900477242,"21,026.25",Project Development,NE136DS,,,,
HMRC,HMRC,30/01/2024,Project Development,CDIO - Core,CAPITA CONSULTING,1900477243,"25,981.70",Project Development,NE136DS,,,,
HMRC,HMRC,30/01/2024,Courier Services,Estates,Royal Mail Group Ltd,1900477273,"35,420.52",Courier Services,S49 1HQ,,,,
HMRC,HMRC,30/01/2024,Electric install,CFO Transformation Programmes,Wates Property Services Ltd,5100063758,"33,648.00",Electric install,EN1 3XA,,,,
HMRC,HMRC,30/01/2024,Minor Wrks Irrec VAT,Estates,Wates Property Services Ltd,5100063766,"36,939.00",Minor Wrks Irrec VAT,EN1 3XA,,,,
HMRC,HMRC,30/01/2024,SW Lic Sup Off shlf,CDIO - Core,SIGHT AND SOUND TECHNOLOGY LTD,5100063770,"62,454.06",SW Lic Sup Off shlf,NN3 6RU,,,,
HMRC,HMRC,30/01/2024,Electricity,CDIO - Core,Crown Hosting Data Centres Ltd,5100063772,"110,838.79",Electricity,SN13 9GB,,,,
HMRC,HMRC,30/01/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100063915,"481,263.60",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,30/01/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100063916,"391,062.00",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,30/01/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100063917,"307,966.80",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,30/01/2024,Projects VAT irrec,Programme and Operational Delivery,SODEXO LTD,5100063918,"835,994.40",OGD Mobilisation - Inland Border Facilities,M50 2UE,,,,
HMRC,HMRC,30/01/2024,Contin Labor Build,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100063930,"96,425.00",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,30/01/2024,SW Lic Sup mngd Serv,Operational Excellence & Output Mgmt,IMIMOBILE EUROPE LTD,5100063933,"8,811.37",SW Lic Sup mngd Serv,EC1M 4BH,,,,
HMRC,HMRC,30/01/2024,Landline call chrges,Operational Excellence & Output Mgmt,IMIMOBILE EUROPE LTD,5100063933,"80,389.52",Landline call chrges,EC1M 4BH,,,,
HMRC,HMRC,31/01/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100063967,"3,119,470.80",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,31/01/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100063969,"413,886.73",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,31/01/2024,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100063970,"5,440,876.38",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100064172,"1,552.54",IT contractors,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100064172,"1,552.54",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100064172,"1,552.55",Modernising Authorisations IT contractors,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100064172,"1,552.55",IT contractors,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100064172,"4,948.75",IT contractors,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100064172,"4,948.75",IT contractors,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100064172,"6,598.33",IT contractors,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100064172,"15,040.30",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100064172,"29,595.43",Customs Declaration Service Contractor Costs,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100064172,"29,692.47",IT contractors,TF3 3BD,,,,
HMRC,HMRC,31/01/2024,Recruitment services,HR,LINKEDIN IRELAND LTD,5100064174,"79,767.25",Recruitment services,.,,,,
HMRC,HMRC,31/01/2024,Prof membership,Knowledge Analysis & Intelligence,HM TREASURY,5100064179,"2,285.48",Prof membership,NR7 0HS,,,,
HMRC,HMRC,31/01/2024,Training/Tuition/Edu,Knowledge Analysis & Intelligence,HM TREASURY,5100064179,"4,488.64",Training/Tuition/Edu,NR7 0HS,,,,
HMRC,HMRC,31/01/2024,Recruitment services,Knowledge Analysis & Intelligence,HM TREASURY,5100064179,"29,903.78",Recruitment services,NR7 0HS,,,,
HMRC,HMRC,31/01/2024,Prof membership,Knowledge Analysis & Intelligence,HM TREASURY,5100064179,"52,108.94",Prof membership,NR7 0HS,,,,
HMRC,HMRC,31/01/2024,Training/Tuition/Edu,Knowledge Analysis & Intelligence,HM TREASURY,5100064179,"61,268.34",Training/Tuition/Edu,NR7 0HS,,,,
HMRC,HMRC,31/01/2024,Prof membership,Knowledge Analysis & Intelligence,HM TREASURY,5100064180,"1,778.81",Prof membership,NR7 0HS,,,,
HMRC,HMRC,31/01/2024,Training/Tuition/Edu,Knowledge Analysis & Intelligence,HM TREASURY,5100064180,"3,205.28",Training/Tuition/Edu,NR7 0HS,,,,
HMRC,HMRC,31/01/2024,Recruitment services,Knowledge Analysis & Intelligence,HM TREASURY,5100064180,"14,889.11",Recruitment services,NR7 0HS,,,,
HMRC,HMRC,31/01/2024,Training/Tuition/Edu,Knowledge Analysis & Intelligence,HM TREASURY,5100064180,"24,401.24",Training/Tuition/Edu,NR7 0HS,,,,
HMRC,HMRC,31/01/2024,Prof membership,Knowledge Analysis & Intelligence,HM TREASURY,5100064180,"33,441.59",Prof membership,NR7 0HS,,,,
