Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ladbroke Square Montessori School ,,,,,23/10/2023,3110589243,"8,593.92",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ladbroke Square Montessori School ,,,,,23/11/2023,3110599428,"11,279.52",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ladbroke Square Montessori School ,,,,,24/11/2023,3110599617,"11,279.52",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ladbroke Square Montessori School ,,,,,22/12/2023,3110609344,"5,047.65",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Les Chatons Ltd,,,,,23/10/2023,3110589245,"1,041.20",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Les Chatons Ltd,,,,,23/11/2023,3110599430,"1,366.58",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Les Chatons Ltd,,,,,24/11/2023,3110599619,"1,366.58",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Les Chatons Ltd,,,,,22/12/2023,3110609346,585.68,,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lexham Gardens Playhouse ,,,,,23/10/2023,3110589246,"2,174.40",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lexham Gardens Playhouse ,,,,,23/11/2023,3110599431,"2,853.90",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lexham Gardens Playhouse ,,,,,24/11/2023,3110599620,"2,853.90",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lexham Gardens Playhouse ,,,,,22/12/2023,3110609347,815.40,,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Little Rosies Nursery School ,,,,,23/10/2023,3110589247,"2,554.08",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Little Rosies Nursery School ,,,,,23/11/2023,3110599432,"3,352.23",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Little Rosies Nursery School ,,,,,24/11/2023,3110599621,"3,352.23",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Little Rosies Nursery School ,,,,,22/12/2023,3110609348,"2,159.43",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lloyd Williamson School ,,,,,23/10/2023,3110589264,"1,484.16",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lloyd Williamson School ,,,,,23/10/2023,3110589358,"1,794.72",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lloyd Williamson School ,,,,,23/11/2023,3110599415,"2,355.57",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lloyd Williamson School ,,,,,23/11/2023,3110599449,"1,947.96",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lloyd Williamson School ,,,,,24/11/2023,3110599604,"2,355.57",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lloyd Williamson School ,,,,,24/11/2023,3110599638,"1,947.96",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lloyd Williamson School ,,,,,22/12/2023,3110609140,"1,233.96",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Lloyd Williamson School ,,,,,22/12/2023,3110609331,"1,458.21",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Maria Montessori Training Organisation,,,,,23/10/2023,3110589252,"2,139.84",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Maria Montessori Training Organisation,,,,,23/11/2023,3110599437,"2,808.54",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Maria Montessori Training Organisation,,,,,24/11/2023,3110599626,"2,808.54",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Maria Montessori Training Organisation,,,,,22/12/2023,3110609353,"1,494.90",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A The Marmal,,,,,23/10/2023,3110589248,"2,519.52",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A The Marmal,,,,,23/11/2023,3110599433,"3,306.87",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A The Marmal,,,,,24/11/2023,3110599622,"3,306.87",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A The Marmal,,,,,22/12/2023,3110609349,"1,261.98",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A Little Cherub,,,,,23/10/2023,3110589249,"2,671.90",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A Little Cherub,,,,,23/11/2023,3110599322,"1,944.96",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A Little Cherub,,,,,23/11/2023,3110599434,"3,505.98",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A Little Cherub,,,,,24/11/2023,3110599547,"1,944.96",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A Little Cherub,,,,,24/11/2023,3110599623,"3,505.98",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,T/A Little Cherub,,,,,22/12/2023,3110609350,"2,213.94",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Chelsea,,,,,23/10/2023,3110589346,"2,830.08",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Chelsea,,,,,23/11/2023,3110599318,"2,685.60",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Chelsea,,,,,23/11/2023,3110599403,"3,759.84",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Chelsea,,,,,24/11/2023,3110599543,"2,685.60",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Chelsea,,,,,24/11/2023,3110599592,"3,759.84",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Chelsea,,,,,22/12/2023,3110609318,"1,449.60",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Knightsbridge,,,,,23/10/2023,3110589237,"5,556.48",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Knightsbridge,,,,,23/11/2023,3110599320,"5,209.20",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Knightsbridge,,,,,23/11/2023,3110599422,"7,292.88",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Knightsbridge,,,,,24/11/2023,3110599545,"5,209.20",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Knightsbridge,,,,,24/11/2023,3110599611,"7,292.88",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Miss Daisy's Nursery Knightsbridge,,,,,22/12/2023,3110609338,"2,795.52",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Redact Details,1288894,,,,23/10/2023,3110589250,"4,624.80",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Redact Details,1288894,,,,23/11/2023,3110599435,"6,070.05",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Redact Details,1288894,,,,24/11/2023,3110599624,"6,070.05",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Redact Details,1288894,,,,22/12/2023,3110609351,"2,053.59",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,New Studio Pre-School ,,,,,23/10/2023,3110589251,"5,522.40",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,New Studio Pre-School ,,,,,23/11/2023,3110599436,"7,927.92",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,New Studio Pre-School ,,,,,24/11/2023,3110599625,"7,927.92",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,New Studio Pre-School ,,,,,22/12/2023,3110609352,"4,935.84",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ohana Centre Ltd,,,,,23/10/2023,3110589253,"7,656.96",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ohana Centre Ltd,,,,,23/11/2023,3110599438,"10,010.70",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ohana Centre Ltd,,,,,24/11/2023,3110599627,"10,010.70",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ohana Centre Ltd,,,,,22/12/2023,3110609354,"6,337.89",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Paint Pots Montessori Schools Ltd ,,,,,23/10/2023,3110589266,"1,035.36",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Paint Pots Montessori Schools Ltd ,,,,,23/11/2023,3110599451,"1,404.27",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Paint Pots Montessori Schools Ltd ,,,,,24/11/2023,3110599640,"1,404.27",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Paint Pots Montessori Schools Ltd ,,,,,22/12/2023,3110609142,759.33,,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pangbourne House Ltd ,,,,,23/10/2023,3110589255,"6,799.20",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pangbourne House Ltd ,,,,,23/11/2023,3110599440,"8,969.31",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pangbourne House Ltd ,,,,,24/11/2023,3110599629,"8,969.31",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pangbourne House Ltd ,,,,,22/12/2023,3110609356,"3,503.28",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,23/10/2023,3110589261,"1,829.28",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,23/10/2023,3110589274,"1,035.36",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,23/11/2023,3110599446,"1,902.60",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,23/11/2023,3110599459,"1,358.91",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,24/11/2023,3110599635,"1,902.60",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,24/11/2023,3110599648,"1,358.91",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,13/12/2023,3110604661,"1,902.60",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,13/12/2023,3110604662,"1,358.91",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,22/12/2023,3110609137,815.40,,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Pooh Corner Kindergarten ,,,,,22/12/2023,3110609149,582.39,,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Poppins Nurseries Ltd (233 New Kings Road),,,,,23/10/2023,3110589256,"11,354.88",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Poppins Nurseries Ltd (233 New Kings Road),,,,,23/11/2023,3110599441,"14,948.64",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Poppins Nurseries Ltd (233 New Kings Road),,,,,24/11/2023,3110599630,"14,948.64",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Poppins Nurseries Ltd (233 New Kings Road),,,,,22/12/2023,3110609357,"9,310.08",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Portobello Day Nursery ,,,,,23/10/2023,3110589254,"2,924.16",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Portobello Day Nursery ,,,,,23/11/2023,3110599439,"3,928.68",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Portobello Day Nursery ,,,,,24/11/2023,3110599628,"3,928.68",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Portobello Day Nursery ,,,,,22/12/2023,3110609355,"2,488.20",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Queensberry Nursery ,,,,,23/10/2023,3110589257,"2,070.72",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Queensberry Nursery ,,,,,23/11/2023,3110599442,"2,717.82",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Queensberry Nursery ,,,,,24/11/2023,3110599631,"2,717.82",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Queensberry Nursery ,,,,,22/12/2023,3110609358,"1,682.46",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ringrose Kindergarten Ltd ,,,,,23/10/2023,3110589258,"5,245.92",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ringrose Kindergarten Ltd ,,,,,23/11/2023,3110599443,"6,930.63",,Payments to Other Establishments,,,,,,0,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,Ringrose Kindergarten Ltd ,,,,,24/11/2023,3110599632,"6,930.63",,Payments to Other Establishments,,,,,,0,,,,
