Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,No Recourse To Public Funds & Commission,,SUPERDRUG STORES PLC,0,,,,07/06/2024,9822280630,0.1,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,TFL TRAVEL CH,0,,,,07/06/2024,9822281530,10,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Env & Comm Exec Directorate & Support,E&C Business Improvement,,B&Q MARKETPLACE,0,,,,07/06/2024,9822280844,-106.99,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,Premier Inn,0,,,,06/06/2024,9822281374,158.99,,Hire of Accommodation and Facilities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,CASADESSERTS,0,,,,06/06/2024,9822281402,76.56,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,TENPIN.CO.UK,0,,,,06/06/2024,9822280574,83.9,,Day Activities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,PRET A MANGER,0,,,,06/06/2024,9822281426,9.95,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TFL TRAVEL CH,0,,,,06/06/2024,9822281038,3.6,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,AMAZON  026-7328028-43,0,,,,06/06/2024,9814513390,20.88,,Purchase of IT Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,JUST EAT.CO.UK LTD,0,,,,06/06/2024,9814512612,15,,LAC Contact,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,POUNDLAND LTD - 1284,0,,,,06/06/2024,9814512688,2.5,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,BOLT.EU/O/2406061600,0,,,,06/06/2024,9814513132,33.2,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Libraries & Archives,Commercial and Business Support,,MARKS&SPENCER PLC,0,,,,06/06/2024,9814512624,20.25,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,WWW.ARGOS.CO.UK,,,,,06/06/2024,9814512818,445,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAVELODG TRAVELODGE G,0,,,,06/06/2024,9814513578,342.33,,Hire of Accommodation and Facilities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,AMAZON  204-9695102-53,0,,,,06/06/2024,9814512560,4.16,,Stationery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,No Recourse To Public Funds & Commission,,LUL TICKET MACHINE,0,,,,06/06/2024,9814512902,10,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,No Recourse To Public Funds & Commission,,LUL TICKET MACHINE,0,,,,06/06/2024,9814512912,10,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,SumUp   Oxenholme taxi,0,,,,06/06/2024,9814512660,32,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAINLINE,0,,,,06/06/2024,9814512874,131.09,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,WWW.ARGOS.CO.UK,0,,,,06/06/2024,9814512768,"1,095.79",,S24 Support allowance  : Leaving Care Gr,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,WWW.ARGOS.CO.UK,0,,,,06/06/2024,9814512754,144.17,,S24 Support allowance  : Leaving Care Gr,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,ROYAL MAIL GROUP LTD,0,,,,06/06/2024,9814513038,2.92,,Postage and Delivery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TESCO GIFT CARD,,,,,06/06/2024,9814513496,40,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAINLINE,0,,,,06/06/2024,9814512924,21.58,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,VIKING,0,,,,06/06/2024,9814513190,89.27,,Stationery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Libraries & Archives,Libraries,,SAINSBURYS S/MKTS,0,,,,06/06/2024,9814512522,19.7,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,AMAZON  204-1617337-15,0,,,,06/06/2024,9814513250,9.13,,Stationery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,AMAZON  204-0953525-72,0,,,,06/06/2024,9814513308,12.59,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,TOTH (Kirkby Lonsdale),0,,,,06/06/2024,9814512666,32,,Hire of Accommodation and Facilities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAINLINE,0,,,,06/06/2024,9814513284,26.29,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,VOUCHER EXPRESS,0,,,,06/06/2024,9814512742,100,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,WP  Edge Training Ltd,0,,,,06/06/2024,9814513608,234,,Training related expenditure,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,POSTURITE LTD,0,,,,06/06/2024,9814513260,98.95,,Stationery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,WP  Edge Training Ltd,0,,,,06/06/2024,9814513600,234,,Training related expenditure,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Transport and Regulatory Services,Environmental Health,,POST OFFICE SELF SERVE,0,,,,06/06/2024,9814513428,9.95,,Postage and Delivery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Standards,,WWW.AMAZON  204-540699,0,,,,06/06/2024,9814513474,172.68,,"Books, DVDs and CDs",,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,AMAZON  204-8679395-48,0,,,,06/06/2024,9814512798,134.57,,Furniture,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,SQ  GROUP CARDS,0,,,,06/06/2024,9814512834,4.79,,Stationery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,,,,,06/06/2024,9814513080,10.82,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,WP  Edge Training Ltd,0,,,,06/06/2024,9814513592,234,,Training related expenditure,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,GEN REGISTER OFFICE,0,,,,06/06/2024,9814513228,13.33,,Non:Staff Subsistence and Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,BURGER KING,0,,,,06/06/2024,9814513016,21.27,,LAC Contact,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Standards,,AMAZON  204-2365444-92,0,,,,06/06/2024,9814512698,212.24,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SAINSBURYS S/MKTS,0,,,,06/06/2024,9814513146,6,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Fostering and Adoption,,Oyster Online,0,,,,06/06/2024,9814513534,30,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,RYMAN 1175,0,,,,06/06/2024,9814513328,23.96,,"Educational Supplies, Stationery & Mater",,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,SumUp   blue star taxi,0,,,,06/06/2024,9814512652,34,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communications,Communications,,HAYMARKET MEDIA GROUP,0,,,,06/06/2024,9814513006,495,,Training related expenditure,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Fostering and Adoption,,INTERFLORA BRITISH UNI,0,,,,06/06/2024,9814513528,45,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Social Investment and Property,Corporate Property,,TIMPSON LTD,0,,,,06/06/2024,9814512542,30,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,HMCTSLONDONCSE077,0,,,,06/06/2024,9814513106,89,,Payment to Government Departments,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,POSTURITE LTD,0,,,,06/06/2024,9814513464,309.16,,Health and Safety Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Fostering and Adoption,,Euroflorist UK Ltd,0,,,,06/06/2024,9814513514,24.98,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Trainline,0,,,,06/06/2024,9814512858,143.65,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,SQ  GROUP CARDS,,,,,06/06/2024,9814512638,4.79,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Fostering and Adoption,,VIKING,0,,,,06/06/2024,9814513522,23.44,,Purchase of IT Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Partners in Practice,,Amazon.co.uk HJ9FT7BH4,0,,,,06/06/2024,9814513378,11.2,,Marketing costs,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,MOJ OSPT ECOM,0,,,,06/06/2024,9814512994,40,,Payment to Government Departments,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,POST OFFICE COUNTER,0,,,,06/06/2024,9814513222,8.95,,Postage and Delivery,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,WWW.AMAZON  204-955173,0,,,,06/06/2024,9814513030,104.75,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,WWW.AMAZON  204-695066,,,,,06/06/2024,9814513488,35,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,COSTCUTTER 10,0,,,,06/06/2024,9814513092,3.18,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,SAFETYCULTURE.COM,0,,,,06/06/2024,9814512940,307.47,,IT Software,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,,,,,06/06/2024,9814513072,11.63,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,SAINSBURYS S/MKTS,0,,,,06/06/2024,9814512886,21.27,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Youth Offending Service,,Domino s Pizza,0,,,,06/06/2024,9814512722,136.97,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Consultation & Partcipation,,ENTHUSE - DONATION,0,,,,06/06/2024,9814512980,135,,Surveys,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,Trainline,0,,,,06/06/2024,9814512850,55.49,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,Regents Convenience,0,,,,06/06/2024,9814513344,4.49,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,Double Shot,0,,,,06/06/2024,9814513354,6.75,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Youth Offending Service,,TESCO STORES 4393,0,,,,06/06/2024,9814512730,5,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,SAINSBURYS S/MKTS,0,,,,06/06/2024,9814513050,14.54,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,AMAZON  204-5132767-25,0,,,,06/06/2024,9814513210,358.75,,Section 17 : Other,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Health Partnership,Head of Service CIS,,TFL OYSTER AUTO TOPUP,0,,,,06/06/2024,9814513560,10,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,Amazon.co.uk,,,,,06/06/2024,9814513406,-75,,Marketing costs,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,READING TRANSPORT LIMI,0,,,,06/06/2024,9814513294,2,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,READING TRANSPORT LIMI,0,,,,06/06/2024,9814513274,2,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Legal,Governance & Member Services",Governance,,BKG HOTEL AT BOOKING.C,0,,,,06/06/2024,9814512780,-243.75,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,PRET A MANGER,0,,,,05/06/2024,9814513174,10.17,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,CARDS GALORE,0,,,,05/06/2024,9814512596,3.99,,LAC Contact,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Community Safety,,PRET A MANGER,0,,,,05/06/2024,9814512954,5.67,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,CMT UK LTD TAXI FARE,0,,,,05/06/2024,9814512968,21.8,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Partners in Practice,,Premier Inn,0,,,,05/06/2024,9814513370,90.83,,Hire of Accommodation and Facilities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Substance Misuse/Offender Hlth Commissng,Substance Misuse/Offender Hlth Commissng,,PRET A MANGER,0,,,,05/06/2024,9814513444,7.2,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Youth Offending Service,,OCADO,0,,,,05/06/2024,9814512714,83.6,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Transport and Regulatory Services,Environmental Health,,TFL ROAD CHG-PENALTY W,0,,,,05/06/2024,9814513164,80,,Parking and congestion charges,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TFL TRAVEL CH,0,,,,05/06/2024,9814512604,12.3,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,Promogroup Limited,0,,,,04/06/2024,9814512582,765,,Hired and Contracted Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Human Resources,Elections Service,,AMZNMktplace HJ3CC9X94,0,,,,06/06/2024,9808047382,174.78,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,LUL TICKET MACHINE,0,,,,05/06/2024,9808047170,20,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,KFC LADBROKE GROVE,0,,,,05/06/2024,9808047498,21.99,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,VOUCHER EXPRESS,0,,,,05/06/2024,9808046960,15,,LAC Contact,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Corporate Costs,Grenfell Corporate Costs,,JOSHI,0,,,,05/06/2024,9808046886,360,,Hired and Contracted Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAVELODG TRAVELODGE G,0,,,,05/06/2024,9808047674,247.83,,Hire of Accommodation and Facilities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,COSTA COFFEE 43011875,0,,,,05/06/2024,9808047062,1.99,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,Oyster Online,0,,,,05/06/2024,9808046994,25,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,AMAZON  204-6324804-65,0,,,,05/06/2024,9808046936,91.63,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,AMAZON  204-1126498-74,0,,,,05/06/2024,9808046930,91.63,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,BKG HOTEL AT BOOKING.C,0,,,,05/06/2024,9808047466,650,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Community Safety,,CHICKEN VALLEY,,,,,05/06/2024,9808047026,7.49,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TESCO GIFT CARD,0,,,,05/06/2024,9808047092,40,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,HELIX PAY LIMITED,0,,,,05/06/2024,9808047150,29.7,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,BUY IT DIRECT,0,,,,05/06/2024,9808047192,110.22,,Food and Drink Supplies,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,CASS ART,0,,,,05/06/2024,9808046828,9.5,,Equipment,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,135 WEMBLEY,0,,,,05/06/2024,9808046972,15.41,,Catering Services,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,,,,,05/06/2024,9808047244,14.39,,Staff and Volunteer Travel Expenses,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,STAR BEAUTY WEMBLEY,0,,,,05/06/2024,9808046954,1.99,,Section 17 : NRPF Allowance,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,PURPLE FASHION LIMITED,0,,,,05/06/2024,9808046966,48.2,,LAC Contact,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAVELODG TRAVELODGE G,0,,,,05/06/2024,9808047620,293.73,,Hire of Accommodation and Facilities,,,,,,Yes
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,TRAINLINE,,,,,05/06/2024,9808047630,26.82,,Staff and Volunteer Travel Expenses,,,,,,Yes
