Beneficiary,Transactiosn Date,TransNo,Procurement,Purpose of Spend,Organisation,Amount
WWW.ARCO.CO.UK,20/12/2024,31183215,Premises Related Expenditure,Waste Site Responsive,Greater Manchester Combined Authority,33.10
Zettle_ Hanoi kitchen,20/12/2024,31183529,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,14.70
Able Lorry Loaders Ltd,30/12/2024,31183248,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,"1,742.98"
ADK Security Limited,30/12/2024,31183249,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,873.60
ADK Security Limited,30/12/2024,31183547,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,46.80
AMAZON  204-7020755-82,30/12/2024,31171438,"Supplies, Services & Other Expenses",Stationery,Greater Manchester Combined Authority,394.86
AMAZON  650U18PL5,30/12/2024,31183448,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,9.69
AMAZON  T120Q9IJ4,30/12/2024,31183494,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,19.98
AMAZON  T12GD9MS4,30/12/2024,31183329,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,26.99
AMAZON  T14HG3164,30/12/2024,31183531,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,125.85
AMAZON  T16GU9M04,30/12/2024,31183483,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,17.78
AMAZON  T18VW2IC4,30/12/2024,31183300,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,23.99
AMAZON  T192B2DL4,30/12/2024,31183437,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,14.26
AMAZON  T32PI8LT4,30/12/2024,31181025,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,76.93
AMAZON  T96M52GW4,30/12/2024,31183419,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,18.69
AMAZON  TE5T52EL4,30/12/2024,31183225,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,28.45
AMAZON  TE87Z7A84,30/12/2024,31183514,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,18.95
AMAZON  TP0R123P4,30/12/2024,31183213,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,14.99
AMAZON  TP1CX02Q4,30/12/2024,31183377,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,56.56
AMAZON  TP6K34OH4,30/12/2024,31183565,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,43.95
AMAZON  VT6DX55X5,30/12/2024,31183420,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,45.00
Amazon Prime TP53A6CM4,30/12/2024,31183465,"Supplies, Services & Other Expenses",Postage,Greater Manchester Combined Authority,8.99
Amazon.co.uk T96GA1084,30/12/2024,31183238,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,10.66
AMZNBusiness E00LB58A5,30/12/2024,31183193,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,46.64
AMZNBusiness TE4PC7WC4,30/12/2024,31183471,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,17.81
AMZNMktplace 6788I3JI5,30/12/2024,31183272,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,14.44
AMZNMktplace OO94K76M5,30/12/2024,31183164,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,152.00
AMZNMktplace T10P40SG4,30/12/2024,31183443,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,46.30
AMZNMktplace T13DM8SD4,30/12/2024,31183601,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,75.00
AMZNMktplace T13GT4D24,30/12/2024,31183200,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,16.99
AMZNMktplace T15D931A4,30/12/2024,31183610,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,119.94
AMZNMktplace T17PL8DG4,30/12/2024,31183586,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,27.47
AMZNMktplace T68V56WL4,30/12/2024,31178605,"Supplies, Services & Other Expenses",Stationery,Greater Manchester Combined Authority,150.21
AMZNMktplace T904B2514,30/12/2024,31183178,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,59.49
AMZNMktplace T93KF65N4,30/12/2024,31183526,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,37.99
AMZNMktplace TA6BB6UJ4,30/12/2024,31178631,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,41.94
AMZNMktplace TA7541UC4,30/12/2024,31178426,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,69.90
BEEFEATER 40015845,30/12/2024,31183628,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,49.90
BOLTON COUNCIL,30/12/2024,31178866,"Supplies, Services & Other Expenses",Professional Fees,Greater Manchester Combined Authority,49.50
BSEENBSAFE.CO.UK,30/12/2024,31183549,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,201.79
CATER-KWIK LTD,30/12/2024,31183461,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,"2,339.99"
CROMWELL TOOLS LTD,30/12/2024,31183459,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,52.74
ELECTRIC CENTRE,30/12/2024,31183206,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,25.27
ELECTRIC CENTRE,30/12/2024,31183209,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,138.46
ELECTRIC CENTRE,30/12/2024,31183271,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,67.20
ELECTRIC CENTRE,30/12/2024,31183335,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,37.91
ELECTRIC CENTRE,30/12/2024,31183363,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,8.16
ELECTRIC CENTRE,30/12/2024,31183399,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,115.20
ELECTRIC CENTRE,30/12/2024,31183418,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,162.44
ELECTRIC CENTRE,30/12/2024,31183432,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,16.32
ELECTRIC CENTRE,30/12/2024,31183442,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,294.90
ELECTRIC CENTRE,30/12/2024,31183481,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,162.37
ELECTRIC CENTRE,30/12/2024,31183559,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,132.37
ELECTRIC CENTRE,30/12/2024,31183579,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,88.92
ELECTRIC CENTRE,30/12/2024,31183599,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,182.50
FPS AIR COMPRESSOR,30/12/2024,31183498,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,51.19
HOLDI RESTAURANT,30/12/2024,31183342,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,68.80
Intuit Ltd Mailchimp,30/12/2024,31183371,"Supplies, Services & Other Expenses",Digital,Greater Manchester Combined Authority,51.20
LAMPSHOPONLINE,30/12/2024,31183246,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,372.00
MOFLASH SIGNALLING LTD,30/12/2024,31183314,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,99.35
"Mouser Electronics, In",30/12/2024,31183430,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,163.92
PARCEL MONKEY,30/12/2024,31183330,"Supplies, Services & Other Expenses",Postage,Greater Manchester Combined Authority,6.23
PARCEL MONKEY,30/12/2024,31183391,"Supplies, Services & Other Expenses",Postage,Greater Manchester Combined Authority,8.99
PP LJACKSONCO,30/12/2024,31183287,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,234.00
QUICKBIT.CO.UK,30/12/2024,31183541,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,292.80
RS COMPONENTS,30/12/2024,31183455,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,32.29
RS COMPONENTS,30/12/2024,31183484,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,6.54
SCREWFIX DIRECT,30/12/2024,31183202,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,33.95
SCREWFIX DIRECT,30/12/2024,31183223,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,44.88
SCREWFIX DIRECT,30/12/2024,31183266,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,4.89
SCREWFIX DIRECT,30/12/2024,31183372,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,28.40
SCREWFIX DIRECT,30/12/2024,31183411,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,4.49
SCREWFIX DIRECT,30/12/2024,31183414,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,23.97
SCREWFIX DIRECT,30/12/2024,31183450,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,9.96
SCREWFIX DIRECT,30/12/2024,31183540,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,13.65
SCREWFIX DIRECT,30/12/2024,31183548,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,119.98
SCREWFIX DIRECT,30/12/2024,31183557,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,287.92
SCREWFIX DIRECT,30/12/2024,31183581,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,67.93
SCREWFIX DIRECT,30/12/2024,31183592,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,518.96
SCREWFIX DIRECT,30/12/2024,31183611,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,16.94
SCREWFIX DIRECT,30/12/2024,31183620,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,48.27
Servemet ( north West,30/12/2024,31183217,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,432.00
SNICKERSDIRECT,30/12/2024,31183156,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,164.41
SP ADK SECURITY,30/12/2024,31183535,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,46.80
SP ADK SECURITY,30/12/2024,31183259,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,211.20
SP APPLIANCE WORLD,30/12/2024,31183617,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,199.00
SP IN2 ACCESS CONT,30/12/2024,31183509,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,37.66
SP MONTRACON TA TPDIR,30/12/2024,31183301,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,147.84
SP NATIONWIDE TRAILE,30/12/2024,31183397,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,172.73
SP TOOLS4TRADE.CO.UK,30/12/2024,31183436,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,105.00
STEDALL VF  O #11082,30/12/2024,31183162,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,207.00
TLC DIRECT.CO.UK,30/12/2024,31183568,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,215.40
TOOLSTATION UK,30/12/2024,31183276,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,42.96
WIDGIT SOFTWARE,30/12/2024,31183583,"Supplies, Services & Other Expenses",Computer Software,Greater Manchester Combined Authority,140.00
WIDNEY MANUFACTURING L,30/12/2024,31183179,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,300.00
WP-FA PARKES (MOTO,30/12/2024,31183334,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,34.83
WWW.AMAZON.  CH67O8M05,30/12/2024,31183358,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,3.83
WWW.AMAZON.  QU8OG5615,30/12/2024,31183539,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,20.17
WWW.AMAZON.  T947S4OO4,30/12/2024,31183320,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,22.99
WWW.AMAZON.  T98VS9414,30/12/2024,31183510,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,17.49
WWW.AMAZON.  TP7R783Q4,30/12/2024,31183496,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,33.93
WWW.APEA.ORG.UK,30/12/2024,31178467,"Supplies, Services & Other Expenses",Periodicals & Magazines,Greater Manchester Combined Authority,175.00
WWW.CEF.CO.UK,30/12/2024,31183171,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,136.80
WWW.POLYMAX.CO.UK,30/12/2024,31183435,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,67.92
WWW.SPSUPPLIES.CO.UK,30/12/2024,31183567,Transport Related Expenditure,Repairs and Maintenance - Transport,Greater Manchester Combined Authority,76.36
ZLT Electrical T/A Th,30/12/2024,31183368,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,82.60
ZLT Electrical T/A Th,30/12/2024,31183426,Premises Related Expenditure,Responsive Repairs & Maintenance,Greater Manchester Combined Authority,166.25
Intuit Ltd Mailchimp,31/12/2024,31183404,"Supplies, Services & Other Expenses",Events,Greater Manchester Combined Authority,18.97
SONGS BUFFET RESTAURAN,31/12/2024,31178568,"Supplies, Services & Other Expenses",Subsistence,Greater Manchester Combined Authority,56.97
