BODY,NAME,EXPENSE AREA,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,Waste Disposal Inc Skip Hire,11581503,45090,243.1
Rotherham Metropolitan Borough Council,Adult Care & Housing,KCM WASTE MANAGEMENT LTD,Waste Disposal Inc Skip Hire,11581504,45098,276.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,KCM WASTE MANAGEMENT LTD,Waste Disposal Inc Skip Hire,11581505,45098,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRYTONE LTD,Catering Equipment,11581515,45106,390
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRYTONE LTD,Catering Equipment,11581516,45098,145
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRYTONE LTD,Catering Equipment,11581517,45098,60
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRYTONE LTD,Catering Equipment,11581518,45098,98.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,BRYTONE LTD,Catering Equipment,11581519,45098,186.75
Rotherham Metropolitan Borough Council,Adult Care & Housing,SAFE FIRE DIRECT,Repair And Maintenance,11581523,45100,2200
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,CCDev Installation And Maintenance,11581524,45083,748
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Repair And Maintenance,11581525,45090,49.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Repair And Maintenance,11581525,45090,27.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Repair And Maintenance,11581526,45090,95
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Repair And Maintenance,11581526,45090,116.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Fire Alarm Maintenance Or Monitoring,11581527,45104,300
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11581529,45089,114.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11581530,45089,92
Rotherham Metropolitan Borough Council,Regeneration & Environment,ARDEN WINCH & CO LTD,Ppe Tools And Janitorial Supplies,11581531,45085,19.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581540,45089,53.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581541,45089,42.42
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581542,45089,451.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581543,45089,250.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581544,45089,177.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581545,45089,19.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581546,45089,19.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581547,45089,19.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581548,45089,75
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581549,45089,29.38
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581550,45089,18.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581551,45089,124.51
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581552,45089,666.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581553,45089,73.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581554,45089,304.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581555,45089,86.81
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581556,45089,114.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581557,45089,14.38
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581558,45089,90
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581559,45089,19.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581568,45089,50.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581569,45089,264.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581570,45089,21.46
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581571,45089,224.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581572,45089,54.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581573,45089,76.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581574,45089,38.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Surveillance Or Alarm Maintenance,11581589,45090,61.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Surveillance Or Alarm Maintenance,11581589,45090,270
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Surveillance Or Alarm Maintenance,11581590,45090,340.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Surveillance Or Alarm Maintenance,11581591,45090,280
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Repair And Maintenance,11581593,45090,270
Rotherham Metropolitan Borough Council,Adult Care & Housing,A F BLAKEMORE AND SON LTD,Food And Drink,11581603,45098,508.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581604,45098,228.02
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581605,45098,215.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581606,45098,108.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581607,45098,635.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581608,45098,32.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581609,45098,184.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581610,45091,720.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581611,45098,19.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581612,45098,91.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581613,45098,575.64
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581614,45091,1274.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581616,45098,541.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581617,45098,98.79
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581618,45098,483.81
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581619,45098,50.72
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581620,45098,105.07
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581621,45091,1188.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,QUESTECH RECRUITMENT LTD,Agency Staff Services,11581622,45090,1060
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,Food And Drink,11581625,45098,-10.26
Rotherham Metropolitan Borough Council,Adult Care & Housing,NHS SOUTH YORKSHIRE ICB,Respite Care Services,11581626,45086,2740.5
Rotherham Metropolitan Borough Council,Adult Care & Housing,OSBORNE THOMAS LTD,Advertising Services,11581629,45096,2666.67
Rotherham Metropolitan Borough Council,Adult Care & Housing,OSBORNE THOMAS LTD,Advertising Services,11581629,45096,2666.67
Rotherham Metropolitan Borough Council,Adult Care & Housing,HUGHIE CONSTRUCTION LTD,New Build & Major Refurb Trades,11581656,45091,1275.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11581657,45097,1449.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,DAWSONGROUP BUS AND COACH LTD,Taxi Mini Bus Coach Operations,11581657,45097,-325.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,ACE JANITORIAL SUPPLIES LTD,Ppe Tools And Janitorial Supplies,11581666,45089,340.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,SURE MAINTENANCE LTD,Heating Equipment And Parts,11581673,45089,726
Rotherham Metropolitan Borough Council,Regeneration & Environment,SURE MAINTENANCE LTD,Repair And Maintenance,11581674,45089,902.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,SURE MAINTENANCE LTD,Repair And Maintenance,11581675,45090,536.66
Rotherham Metropolitan Borough Council,Adult Care & Housing,DFP SERVICES LTD,Repair And Maintenance,11581684,45090,61.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,DFP SERVICES LTD,Repair And Maintenance,11581684,45090,130
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Repair And Maintenance,11581685,45090,36.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,DFP SERVICES LTD,Repair And Maintenance,11581685,45090,27.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,CEMEX UK OPERATIONS LTD,Re-Instatement Materials,11581688,45083,53.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,CEMEX UK OPERATIONS LTD,Re-Instatement Materials,11581689,45083,106.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,CEMEX UK OPERATIONS LTD,Re-Instatement Materials,11581690,45083,66.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,CEMEX UK OPERATIONS LTD,Re-Instatement Materials,11581691,45083,66.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,Vehicle Repair And Maintenance,11581692,45104,1688.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAMPBELL DESIGN AND ENGINEERING LTD,New Build & Major Refurb Trades,11581695,45089,1698.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,IAN SIDDALL,Taxi Mini Bus Coach Operations,11581698,45084,2610
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11581703,45097,26.71
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11581703,45097,-6
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11581704,45097,106.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,READY RENT A CAR (GRIMSBY) LTD,Fleet Hire And Purchase Financing,11581704,45097,-24.02
Rotherham Metropolitan Borough Council,Regeneration & Environment,YORKSHIRE WATER,Water Services,11581708,45104,937.18
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,ARROW COMMERCIAL CENTRE HUDDERSFIELD LTD,Fleet Hire And Purchase Financing,11581709,45111,-47
Rotherham Metropolitan Borough Council,Adult Care & Housing,TYNETEC - LEGRAND ELECTRIC LTD,Health And Hygiene Equipment,11581718,45099,550
Rotherham Metropolitan Borough Council,Regeneration & Environment,ORANGE TREE ELECTRICAL SERVICES LTD,Repair And Maintenance,11581720,45090,550
Rotherham Metropolitan Borough Council,Regeneration & Environment,ORANGE TREE ELECTRICAL SERVICES LTD,Repair And Maintenance,11581721,45090,550
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),Security,11581725,45090,2321.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),Security,11581726,45090,30
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),Security,11581727,45100,1775.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDEPENDENT CONTRACTOR SECURITY LTD(ICS),Security,11581728,45096,1597.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,SUNBELT RENTALS LTD,Plant Hire,11581754,45083,-200
Rotherham Metropolitan Borough Council,Regeneration & Environment,SUNBELT RENTALS LTD,Plant Hire,11581755,45083,-100
Rotherham Metropolitan Borough Council,Regeneration & Environment,BUSINESS STREAM,Water Services,11581760,45091,6799.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582108,45097,713
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582108,45097,-160.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582112,45098,648.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582112,45098,-145.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582123,45098,17.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582123,45098,-3.96
Rotherham Metropolitan Borough Council,Children & Young Peoples Serv,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582129,45099,997.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582129,45099,-224.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582130,45111,511.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,CAR HIRE DAY OF SWANSEA LTD,Fleet Hire And Purchase Financing,11582130,45111,-114.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,Waste Disposal Inc Skip Hire,11582146,45090,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,Repair And Maintenance,11582156,45104,120
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,Repair And Maintenance,11582185,45090,42
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,Repair And Maintenance,11582186,45090,1913
