Supplier Name,Net Amount,Spend Type,Service,Department,Account,Entry Date,Payment type,
Www.Janitorialexpress., 35.55 ,Materials,Estate Maintenance Team,Homes & Neighbourhoods,HRA,15 Sep 23,Purchase Card,
Www.Janitorialexpress., 44.98 ,Materials,Estate Maintenance Team,Homes & Neighbourhoods,HRA,24 Jul 23,Purchase Card,
Www.Janitorialexpress., 57.61 ,Purchases General,Estate Maintenance Team,Homes & Neighbourhoods,HRA,2 Oct 23,Purchase Card,
Www.Janitorialexpress., 63.69 ,Materials,Estate Maintenance Team,Homes & Neighbourhoods,HRA,15 Aug 23,Purchase Card,
Www.Janitorialexpress., 107.36 ,Materials,Estate Maintenance Team,Homes & Neighbourhoods,HRA,12 Jul 23,Purchase Card,
Www.Jctltd.Co.Uk, 120.00 ,Purchases General,New Build,Homes & Neighbourhoods,HRA,8 Aug 23,Purchase Card,
Www.Johnlewis.Com, 84.99 ,Purchases General,F.M. TEAM 2,Community Wealth Building,General Fund,11 Sep 23,Purchase Card,
Www.Lbhf.Gov.Uk, 65.00 ,Parking Fees & Fines,In-house Repairs Contract Mgt,Homes & Neighbourhoods,HRA,4 Sep 23,Purchase Card,
Www.Local.Gov.Uk, 495.00 ,Purchases General,Adult Social Care Management,Adult Social Services,General Fund,21 Aug 23,Purchase Card,
Www.Local.Gov.Uk, 495.00 ,Purchases General,D & ADs,Community Engagement & Wellbeing,General Fund,12 Sep 23,Purchase Card,
Www.Members.Landscapei, 375.00 ,General Fees & Services,Design Review Panel,Community Wealth Building,General Fund,5 Jul 23,Purchase Card,
Www.Morecoco.Co.Uk, 808.30 ,Software Purchase,IT STOCK,Resources,General Fund,22 Sep 23,Purchase Card,
Www.Nisbets.Com, 79.98 ,Purchases General,Islington Assembly Hall,Community Wealth Building,General Fund,5 Jul 23,Purchase Card,
Www.Officefurnitureonline," 1,129.88 ",Purchases General,28a King Henry's Walk Respite,Adult Social Services,General Fund,5 Sep 23,Purchase Card,
Www.Online4baby.Com, 216.62 ,Purchases General,Mutual Exchange (PSA),Homes & Neighbourhoods,General Fund,21 Sep 23,Purchase Card,
Www.Ovoenergy.Com, 285.71 ,Activities,Energy Doctor,Environment & Climate Change,General Fund,28 Jul 23,Purchase Card,
Www.Ovoenergy.Com, 285.71 ,Activities,Energy Doctor,Environment & Climate Change,General Fund,15 Sep 23,Purchase Card,
Www.Ovoenergy.Com, 285.71 ,Activities,Energy Doctor,Environment & Climate Change,General Fund,4 Sep 23,Purchase Card,
Www.Papajohn S.Co.Uk, 39.37 ,Purchases General,Contact Islington,Community Engagement & Wellbeing,General Fund,27 Sep 23,Purchase Card,
Www.Phs.Co.Uk, 87.54 ,Purchases General,28a King Henry's Walk Respite,Adult Social Services,General Fund,23 Sep 23,Purchase Card,
Www.Pitchcare.Com, 290.12 ,Grounds Maintenance,Parks Management,Environment & Climate Change,General Fund,28 Jul 23,Purchase Card,
Www.Planning.Co, 298.00 ,Purchases General,Cap Prog Delivery - Revenue,Homes & Neighbourhoods,HRA,14 Aug 23,Purchase Card,
Www.Planning.Co, 298.00 ,Purchases General,Cap Prog Delivery - Revenue,Homes & Neighbourhoods,HRA,22 Sep 23,Purchase Card,
Www.Pondkeeper.Co.Uk, 282.79 ,Purchases General,Bright Start Islington East,Children & Young People,General Fund,22 Sep 23,Purchase Card,
Www.Qualsafe.Com, 15.12 ,Purchases General,4 Orchard Close (Res Care),Adult Social Services,General Fund,14 Aug 23,Purchase Card,
Www.Reddiseals.Com, 215.71 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,26 Sep 23,Purchase Card,
Www.Ryman.Co.Uk, 39.99 ,Stationery,Parks Management,Environment & Climate Change,General Fund,14 Jul 23,Purchase Card,
Www.Screwfix.Com, 5.24 ,Materials,1 Cottage Road,Community Wealth Building,General Fund,14 Jul 23,Purchase Card,
Www.Screwfix.Com, 8.32 ,Materials,HEALTH & SAFETY,Community Wealth Building,General Fund,10 Aug 23,Purchase Card,
Www.Screwfix.Com, 8.32 ,Materials,1 Cottage Road,Community Wealth Building,General Fund,7 Aug 23,Purchase Card,
Www.Screwfix.Com, 11.49 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,7 Aug 23,Purchase Card,
Www.Screwfix.Com, 11.90 ,Materials,1 Cottage Road,Community Wealth Building,General Fund,6 Jul 23,Purchase Card,
Www.Screwfix.Com, 17.75 ,Materials,CLEANING,Community Wealth Building,General Fund,22 Aug 23,Purchase Card,
Www.Screwfix.Com, 17.90 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,19 Sep 23,Purchase Card,
Www.Screwfix.Com, 19.02 ,Materials,Greening of Barnsbury Estates ,Environment & Climate Change,General Fund,14 Aug 23,Purchase Card,
Www.Screwfix.Com, 20.64 ,Materials,1 Cottage Road,Community Wealth Building,General Fund,4 Aug 23,Purchase Card,
Www.Screwfix.Com, 23.32 ,Materials,1 Cottage Road,Community Wealth Building,General Fund,27 Jul 23,Purchase Card,
Www.Screwfix.Com, 24.73 ,Materials,HEALTH & SAFETY,Community Wealth Building,General Fund,12 Jul 23,Purchase Card,
Www.Screwfix.Com, 30.82 ,Materials,1 Cottage Road,Community Wealth Building,General Fund,26 Jul 23,Purchase Card,
Www.Screwfix.Com, 33.32 ,Materials,1 Cottage Road,Community Wealth Building,General Fund,27 Jul 23,Purchase Card,
Www.Screwfix.Com, 39.16 ,Materials,Energy Services,Environment & Climate Change,General Fund,24 Aug 23,Purchase Card,
Www.Screwfix.Com, 41.98 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,21 Aug 23,Purchase Card,
Www.Screwfix.Com, 44.25 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,22 Sep 23,Purchase Card,
Www.Screwfix.Com, 45.60 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,24 Jul 23,Purchase Card,
Www.Screwfix.Com, 46.47 ,Materials,Greening of Barnsbury Estates ,Environment & Climate Change,General Fund,2 Aug 23,Purchase Card,
Www.Screwfix.Com, 51.65 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,14 Sep 23,Purchase Card,
Www.Screwfix.Com, 56.95 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,22 Sep 23,Purchase Card,
Www.Screwfix.Com, 58.32 ,Materials,1 Cottage Road,Community Wealth Building,General Fund,18 Aug 23,Purchase Card,
Www.Screwfix.Com, 67.99 ,Materials,In-house Gas Service,Homes & Neighbourhoods,HRA,3 Aug 23,Purchase Card,
Www.Screwfix.Com, 75.98 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,7 Jul 23,Purchase Card,
Www.Screwfix.Com, 79.99 ,Materials,Purchases General,Corporate,General Fund,13 Sep 23,Purchase Card,
Www.Screwfix.Com, 96.17 ,Materials,163 Downham Road,Community Wealth Building,General Fund,10 Aug 23,Purchase Card,
Www.Screwfix.Com, 97.49 ,Materials,HEALTH & SAFETY,Community Wealth Building,General Fund,4 Aug 23,Purchase Card,
Www.Screwfix.Com, 101.43 ,Materials,Energy Services,Environment & Climate Change,General Fund,24 Jul 23,Purchase Card,
Www.Screwfix.Com, 102.48 ,Staff Clothing/Uniforms,GROUNDS MAINTENANCE,Environment & Climate Change,General Fund,24 Jul 23,Purchase Card,
Www.Screwfix.Com, 102.98 ,Materials,Purchases General,Corporate,General Fund,8 Sep 23,Purchase Card,
Www.Screwfix.Com, 108.32 ,Materials,1 Cottage Road,Community Wealth Building,General Fund,4 Jul 23,Purchase Card,
Www.Screwfix.Com, 117.97 ,Materials,Parks Management,Environment & Climate Change,General Fund,2 Oct 23,Purchase Card,
Www.Screwfix.Com, 144.84 ,Materials,Cap Prog Delivery - Revenue,Homes & Neighbourhoods,HRA,6 Sep 23,Purchase Card,
Www.Screwfix.Com, 156.83 ,Materials,Thriving Neighbourhoods       ,Homes & Neighbourhoods,HRA,13 Jul 23,Purchase Card,
Www.Screwfix.Com, 208.32 ,Grounds Maintenance,Parks Management,Environment & Climate Change,General Fund,4 Aug 23,Purchase Card,
Www.Screwfix.Com, 264.79 ,Materials,Purchases General,Corporate,General Fund,1 Sep 23,Purchase Card,
Www.Screwfix.Com, 267.98 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,12 Sep 23,Purchase Card,
Www.Screwfix.Com, 284.99 ,Materials,Repairs Integration Costs,Homes & Neighbourhoods,HRA,14 Jul 23,Purchase Card,
Www.Screwfix.Com, 323.67 ,Grounds Maintenance,Parks Management,Environment & Climate Change,General Fund,28 Jul 23,Purchase Card,
Www.Screwfix.Com, 811.42 ,Materials,In-house Repairs Service,Homes & Neighbourhoods,HRA,12 Sep 23,Purchase Card,
Www.Sdp.Com, 50.42 ,Materials,Thriving Neighbourhoods       ,Homes & Neighbourhoods,HRA,4 Jul 23,Purchase Card,
Www.Systemhygiene.Co.U, 193.87 ,Consumable Materials,Islington Assembly Hall,Community Wealth Building,General Fund,12 Sep 23,Purchase Card,
Www.Theworks.Co.Uk, 23.99 ,Purchases General,Westbourne Children's Centre,Children & Young People,General Fund,25 Sep 23,Purchase Card,
Www.Theworks.Co.Uk, 30.00 ,Purchases General,Westbourne Children's Centre,Children & Young People,General Fund,27 Sep 23,Purchase Card,
Www.Theworks.Co.Uk, 42.00 ,Purchases General,Westbourne Children's Centre,Children & Young People,General Fund,25 Sep 23,Purchase Card,
Www.Tts-Groups.Co.Uk, 125.98 ,Stationery,Purchases General,Corporate,General Fund,14 Sep 23,Purchase Card,
Www.Tudorenvironmental, 221.20 ,Grounds Maintenance,GROUNDS MAINTENANCE,Environment & Climate Change,General Fund,7 Aug 23,Purchase Card,
Www.Ukwristbands.Com, 4.57 ,Purchases General,Inclusive Knowledge Economy   ,Community Wealth Building,General Fund,11 Jul 23,Purchase Card,
Www.Venesta.Co.Uk, 56.11 ,Buildings-General,Repairs Service - Buildings,Homes & Neighbourhoods,HRA,11 Aug 23,Purchase Card,
Www.Wenzels.Co.Uk, 155.55 ,Provisions,Caretaking & Cleaning General,Homes & Neighbourhoods,HRA,12 Sep 23,Purchase Card,
Www.Westelmrtc.Co.Uk, 29.92 ,Purchases General,Reg Of Birth Death & Marriage,Environment & Climate Change,General Fund,26 Sep 23,Purchase Card,
Www2.@warwick.Ac.Uk, 145.80 ,Training - External Courses,Fairer Together Projects      ,Community Engagement & Wellbeing,General Fund,18 Jul 23,Purchase Card,
WYBONE LIMITED," 10,050.00 ",General Works                 ,Recycling Improvements        ,Environment & Climate Change,General Fund,29 Aug 23,Invoiced,
WYBONE LIMITED," 13,400.00 ",Grounds Maintenance           ,GROUNDS MAINTENANCE           ,Environment & Climate Change,General Fund,5 Sep 23,Invoiced,
X ADVENTURE ACTIVITIES LTD, 896.00 ,Activities                    ,Cardfields                    ,Children & Young People,General Fund,25 Sep 23,Invoiced,
XEROX GLOBAL SERVICES," 4,720.10 ",Software Purchase             ,Print Services                ,Resources,General Fund,3 Jul 23,Invoiced,
XEROX GLOBAL SERVICES," 5,174.75 ",Software Purchase             ,Print Services                ,Resources,General Fund,7 Sep 23,Invoiced,
XEROX GLOBAL SERVICES," 5,863.83 ",Software Purchase             ,Print Services                ,Resources,General Fund,13 Jul 23,Invoiced,
XEROX GLOBAL SERVICES," 6,523.36 ",Printing                      ,Commercial and Risk           ,Resources,General Fund,5 Sep 23,Invoiced,
XEROX GLOBAL SERVICES," 6,751.14 ",Printing                      ,Commercial and Risk           ,Resources,General Fund,5 Jul 23,Invoiced,
XEROX GLOBAL SERVICES," 6,751.14 ",Printing                      ,Commercial and Risk           ,Resources,General Fund,9 Aug 23,Invoiced,
XEROX GLOBAL SERVICES," 6,751.14 ",Printing                      ,Commercial and Risk           ,Resources,General Fund,6 Sep 23,Invoiced,
XEROX GLOBAL SERVICES," 7,374.00 ",Printing                      ,Commercial and Risk           ,Resources,General Fund,9 Aug 23,Invoiced,
XEROX GLOBAL SERVICES," 7,426.71 ",Printing                      ,Commercial and Risk           ,Resources,General Fund,5 Jul 23,Invoiced,
XEROX GLOBAL SERVICES," 7,809.37 ",Software Purchase             ,Print Services                ,Resources,General Fund,18 Aug 23,Invoiced,
XLP," 1,000.00 ",Direct Payment To N.S.O       ,Central Locality LIF          ,Community Engagement & Wellbeing,General Fund,17 Aug 23,Invoiced,
XMA LIMITED, 736.36 ,Hardware Purchase             ,Reablement & Homecare Support ,Adult Social Services,General Fund,3 Jul 23,Invoiced,
XMA LIMITED," 1,213.42 ",Hardware Purchase             ,R+R South                     ,Adult Social Services,General Fund,27 Jun 23,Invoiced,
XMA LIMITED," 2,209.08 ",Hardware Purchase             ,LD Foundation Trust SLA       ,Adult Social Services,General Fund,3 Jul 23,Invoiced,
XMA LIMITED," 9,572.68 ",Hardware Purchase             ,R+R South                     ,Adult Social Services,General Fund,27 Jun 23,Invoiced,
XMA LIMITED," 2,206.00 ",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,15 Aug 23,Invoiced,
XMA LIMITED," 3,266.90 ",Software Purchase             ,IT STOCK                      ,Resources,General Fund,22 Sep 23,Invoiced,
XMA LIMITED," 3,386.70 ",Hardware Purchase             ,IT Upgrade Projects           ,Resources,General Fund,26 Jul 23,Invoiced,
XMA LIMITED," 6,773.40 ",Hardware Purchase             ,IT Upgrade Projects           ,Resources,General Fund,15 Aug 23,Invoiced,
XMA LIMITED," 19,155.00 ",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,15 Aug 23,Invoiced,
XMA LIMITED," 25,772.60 ",Hardware Purchase             ,IT STOCK                      ,Resources,General Fund,22 Sep 23,Invoiced,
Yalding Taxis," 1,875.00 ",Client Fares                  ,VS Transport SEN & LAC        ,Children & Young People,General Fund,15 Aug 23,Invoiced,
Yalding Taxis," 2,275.00 ",Client Fares                  ,VS Transport SEN & LAC        ,Children & Young People,General Fund,11 Jul 23,Invoiced,
Yarrow," 35,148.21 ",Supported Accommodation       ,Minerva Lodge                 ,Adult Social Services,General Fund,20 Jul 23,Invoiced,
Yarrow," 35,148.21 ",Supported Accommodation       ,Minerva Lodge                 ,Adult Social Services,General Fund,10 Aug 23,Invoiced,
Yarrow," 35,148.21 ",Supported Accommodation       ,Minerva Lodge                 ,Adult Social Services,General Fund,5 Sep 23,Invoiced,
Yarrow," 37,795.06 ",Supported Accommodation       ,256 Camden Road               ,Adult Social Services,General Fund,5 Sep 23,Invoiced,
Yarrow," 38,005.06 ",Supported Accommodation       ,256 Camden Road               ,Adult Social Services,General Fund,14 Jul 23,Invoiced,
Yarrow," 38,005.06 ",Supported Accommodation       ,256 Camden Road               ,Adult Social Services,General Fund,4 Aug 23,Invoiced,
YES OUTDOORS," 10,000.00 ",General Fees & Services       ,COMMUNITY SAFETY - E&R        ,Homes & Neighbourhoods,General Fund,1 Aug 23,Invoiced,
YMCA LONDON CITY AND NORTH," 38,000.00 ",Purchases General             ,CIL Administration            ,Community Wealth Building,General Fund,7 Jul 23,Invoiced,
YMCA LONDON CITY AND NORTH," 2,500.00 ",General Fees & Services       ,Arts Officer                  ,Community Engagement & Wellbeing,General Fund,13 Sep 23,Invoiced,
YMCA LONDON CITY AND NORTH," 3,000.00 ",Direct Payment To N.S.O       ,South Locality LIF            ,Community Engagement & Wellbeing,General Fund,16 Aug 23,Invoiced,
YOUR CHOICE (BARNET) LTD," 1,133.00 ",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,31 Jul 23,Invoiced,
YOUR CHOICE (BARNET) LTD," 1,472.90 ",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,16 Aug 23,Invoiced,
YOUR CHOICE (BARNET) LTD," 1,586.20 ",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,21 Aug 23,Invoiced,
YOUR CHOICE (BARNET) LTD," 2,039.40 ",Non Lbi Day Centre            ,Learning Disability Sup 18-64 ,Adult Social Services,General Fund,31 Jul 23,Invoiced,
Your Local Food And Wine, 5.98 ,Purchases General,Westbourne Children's Centre,Children & Young People,General Fund,7 Jul 23,Purchase Card,
Your Property Complian, 49.17 ,Purchases General,Residential Management Exp,Homes & Neighbourhoods,HRA,20 Jul 23,Purchase Card,
YOUTH MATTERS," 1,928.57 ",Supported Accommodation       ,Independent Living 18+        ,Children & Young People,General Fund,6 Jul 23,Invoiced,
YOUTH MATTERS," 1,992.85 ",Supported Accommodation       ,Independent Living 18+        ,Children & Young People,General Fund,30 Jun 23,Invoiced,
YOUTH MATTERS," 1,992.85 ",Supported Accommodation       ,Independent Living 18+        ,Children & Young People,General Fund,11 Aug 23,Invoiced,
YOUTH MATTERS," 1,992.85 ",Supported Accommodation       ,Independent Living 18+        ,Children & Young People,General Fund,6 Sep 23,Invoiced,
YSR RETAIL LTD, 570.00 ,Consumable Materials          ,Holland Walk Caretakers       ,Homes & Neighbourhoods,HRA,18 Aug 23,Invoiced,
YSR RETAIL LTD, 588.50 ,Consumable Materials          ,Holland Walk Caretakers       ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
YSR RETAIL LTD, 948.00 ,Consumable Materials          ,Upper Street Caretakers       ,Homes & Neighbourhoods,HRA,11 Aug 23,Invoiced,
YSR RETAIL LTD," 1,383.00 ",Consumable Materials          ,Upper Street Caretakers       ,Homes & Neighbourhoods,HRA,18 Aug 23,Invoiced,
YSR RETAIL LTD," 1,482.00 ",Consumable Materials          ,Upper Street Caretakers       ,Homes & Neighbourhoods,HRA,19 Sep 23,Invoiced,
YSR RETAIL LTD," 1,504.00 ",Purchases General             ,Holland Walk Caretakers       ,Homes & Neighbourhoods,HRA,25 Jul 23,Invoiced,
YSR RETAIL LTD," 2,370.00 ",Consumable Materials          ,Upper Street Caretakers       ,Homes & Neighbourhoods,HRA,22 Aug 23,Invoiced,
YSR RETAIL LTD," 2,987.00 ",Purchases General             ,Holland Walk Caretakers       ,Homes & Neighbourhoods,HRA,25 Jul 23,Invoiced,
YSR RETAIL LTD," 3,300.00 ",Consumable Materials          ,Upper Street Caretakers       ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
YSR RETAIL LTD," 4,004.25 ",Consumable Materials          ,Upper Street Caretakers       ,Homes & Neighbourhoods,HRA,29 Aug 23,Invoiced,
YUNEX LIMITED," 2,281.73 ",General Fees & Services       ,Permits & Vouchers            ,Environment & Climate Change,General Fund,11 Jul 23,Invoiced,
Zack Contractors Ltd," 4,500.00 ",Purchases General             ,Thriving Neighbourhoods       ,Homes & Neighbourhoods,HRA,25 Sep 23,Invoiced,
Zack Contractors Ltd," 5,657.37 ",Financial Services            ,Parking Control               ,Homes & Neighbourhoods,HRA,7 Aug 23,Invoiced,
Zack Contractors Ltd," 19,500.00 ",Financial Services            ,Parking Control               ,Homes & Neighbourhoods,HRA,17 Jul 23,Invoiced,
Zack Contractors Ltd," 19,500.00 ",Financial Services            ,Parking Control               ,Homes & Neighbourhoods,HRA,28 Jul 23,Invoiced,
Zack Contractors Ltd," 21,789.88 ",Purchases General             ,Thriving Neighbourhoods       ,Homes & Neighbourhoods,HRA,8 Sep 23,Invoiced,
Zack Contractors Ltd," 24,100.22 ",Purchases General             ,Thriving Neighbourhoods       ,Homes & Neighbourhoods,HRA,20 Sep 23,Invoiced,
Zack Contractors Ltd," 5,400.00 ",General Works                 ,St Marys/St James Est imp fund,Homes & Neighbourhoods,HRA,5 Sep 23,Invoiced,
Zaco Convenience Store, 0.83 ,Purchases General,Homes for Ukraine (Funded)    ,Homes & Neighbourhoods,General Fund,16 Aug 23,Purchase Card,
Zaco Convenience Store, 4.97 ,Refreshments-Officers Meetings,Islington Town Hall,Community Wealth Building,General Fund,24 Jul 23,Purchase Card,
Zaco Convenience Store, 5.82 ,Purchases General,Homes for Ukraine (Funded)    ,Homes & Neighbourhoods,General Fund,16 Aug 23,Purchase Card,
Zaco Convenience Store, 5.97 ,Refreshments-Officers Meetings,F.M. TEAM 2,Community Wealth Building,General Fund,12 Jul 23,Purchase Card,
Zaco Convenience Store, 5.97 ,Refreshments-Officers Meetings,Islington Town Hall,Community Wealth Building,General Fund,25 Sep 23,Purchase Card,
Zaco Convenience Store, 7.96 ,Refreshments-Officers Meetings,F.M. TEAM 2,Community Wealth Building,General Fund,26 Jul 23,Purchase Card,
Zaco Convenience Store, 8.95 ,Refreshments-Officers Meetings,F.M. TEAM 2,Community Wealth Building,General Fund,4 Jul 23,Purchase Card,
Zaco Convenience Store, 10.98 ,Purchases General,In-house Repairs Service,Homes & Neighbourhoods,HRA,4 Jul 23,Purchase Card,
Zaco Convenience Store, 19.35 ,Purchases General,Adult Social Care Management,Adult Social Services,General Fund,13 Sep 23,Purchase Card,
