Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   2,,,,,,
Start Date:  30 April 2023,,,,,,
End Date:   27 May 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168297,24 May 2023,"2,721.42",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165250,10 May 2023,"2,720.90",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166936,17 May 2023,"2,720.90",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165182,10 May 2023,"2,720.45",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166892,17 May 2023,"2,720.45",
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,N/A,1005\5110275714,24 May 2023,"2,720.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166270,10 May 2023,"2,718.01",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166934,17 May 2023,"2,718.01",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165399,10 May 2023,"2,718.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167021,17 May 2023,"2,718.00",
TFL CORPORATE,MEDIAEDGE,Advertising,1001\5110261679,03 May 2023,"2,717.11",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166415,17 May 2023,"2,716.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167566,24 May 2023,"2,716.40",
LONDON UNDERGROUND LTD,C E F,Maintenance Materials,1005\5110276009,23 May 2023,"2,716.33",
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001\5110256346,03 May 2023,"2,714.26",
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001\5110267602,26 May 2023,"2,714.26",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165864,10 May 2023,"2,714.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166920,17 May 2023,"2,714.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164651,03 May 2023,"2,713.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165613,10 May 2023,"2,713.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166410,17 May 2023,"2,713.85",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165534,10 May 2023,"2,713.45",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166483,17 May 2023,"2,713.45",
LONDON UNDERGROUND LTD,BT SERVICE AGILITY,Telephony Fixed,1005\1900258863,12 May 2023,"2,713.29",
LUL NOMINEE SSL LIMITED,OTE PRECISION ENGINEERING (UK) LTD,N/A,1031\5110258809,02 May 2023,"2,713.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166086,10 May 2023,"2,712.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166151,10 May 2023,"2,712.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166593,17 May 2023,"2,712.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166623,17 May 2023,"2,712.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165844,10 May 2023,"2,710.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165850,10 May 2023,"2,710.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165852,10 May 2023,"2,710.70",
LONDON UNDERGROUND LTD,CITY CRUISES LTD,Gross Sales Clearance,1005\1900259798,12 May 2023,"2,710.63",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165299,10 May 2023,"2,710.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166451,17 May 2023,"2,710.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166044,10 May 2023,"2,709.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167085,17 May 2023,"2,709.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167309,17 May 2023,"2,709.50",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101163578,18 May 2023,"2,709.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166684,17 May 2023,"2,706.15",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166946,17 May 2023,"2,706.15",
LONDON UNDERGROUND LTD,HEGENSCHEIDT-MFD GMBH,Plant & Equipment Purchases,1005\5110273294,18 May 2023,"2,706.00",
LONDON UNDERGROUND LTD,C E F,Maintenance Materials,1005\5110275991,23 May 2023,"2,705.54",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166256,10 May 2023,"2,702.26",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166967,17 May 2023,"2,702.26",
RAIL FOR LONDON LIMITED,ABELLIO LONDON LTD,Franchise/Concession Fixed Fee,1020\5110251885,25 May 2023,"2,700.00",
LONDON UNDERGROUND LTD,EQUIP (TAMWORTH) LTD,N/A,1005\5110258022,03 May 2023,"2,700.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164247,03 May 2023,"2,698.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164248,03 May 2023,"2,698.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166753,17 May 2023,"2,698.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166794,17 May 2023,"2,697.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164206,03 May 2023,"2,697.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166191,10 May 2023,"2,697.00",
TRANSPORT TRADING LTD,ENCOM ENERGY COMPLIANCE CONSULT LTD,Management & Support Consultancy,1004\5110257478,03 May 2023,"2,695.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259199,10 May 2023,"2,694.00",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259300,17 May 2023,"2,694.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166037,10 May 2023,"2,693.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167364,17 May 2023,"2,693.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165582,10 May 2023,"2,693.82",
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101159995,05 May 2023,"2,692.05",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164886,03 May 2023,"2,691.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166498,17 May 2023,"2,690.80",
LONDON UNDERGROUND LTD,BT SERVICE AGILITY,Telephony Fixed,1005\1900258359,10 May 2023,"2,688.80",
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110267342,04 May 2023,"2,685.30",
LONDON UNDERGROUND LTD,J J HARDY & SONS LTD,N/A,1005\5110266701,24 May 2023,"2,685.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166036,10 May 2023,"2,684.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167367,17 May 2023,"2,684.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165908,10 May 2023,"2,684.06",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166584,17 May 2023,"2,684.06",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165596,10 May 2023,"2,684.05",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165893,10 May 2023,"2,684.05",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166653,17 May 2023,"2,684.05",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167087,17 May 2023,"2,684.05",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165785,10 May 2023,"2,682.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165876,10 May 2023,"2,682.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166627,17 May 2023,"2,682.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166713,17 May 2023,"2,682.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167045,17 May 2023,"2,682.20",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259183,10 May 2023,"2,682.20",
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259301,17 May 2023,"2,682.20",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165579,10 May 2023,"2,680.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167273,17 May 2023,"2,680.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165808,10 May 2023,"2,680.55",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166822,17 May 2023,"2,680.55",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110266584,26 May 2023,"2,680.52",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110266576,26 May 2023,"2,680.52",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110266588,26 May 2023,"2,680.52",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110266590,26 May 2023,"2,680.52",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110266604,26 May 2023,"2,680.52",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110266606,26 May 2023,"2,680.52",
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Operating Lease Expense - Motor Vehicles,1005\5110266608,26 May 2023,"2,680.52",
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001\5110267008,04 May 2023,"2,680.00",
LONDON UNDERGROUND LTD,LH-PLC,Fleet,1005\5110266587,24 May 2023,"2,680.00",
LONDON UNDERGROUND LTD,A J WELLS & SONS LTD,N/A,1005\5110272186,16 May 2023,"2,680.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165252,10 May 2023,"2,678.65",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166923,17 May 2023,"2,678.65",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166968,17 May 2023,"2,678.65",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165760,10 May 2023,"2,678.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166503,17 May 2023,"2,678.40",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165572,10 May 2023,"2,677.76",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166475,17 May 2023,"2,677.76",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004853,03 May 2023,"2,677.76",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900004895,10 May 2023,"2,677.76",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900005023,17 May 2023,"2,677.76",
TTL PROPERTIES LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1040\1900005110,24 May 2023,"2,677.76",
LUL NOMINEE SSL LIMITED,SUNBELT RENTALS LIMITED,Civil Engineering Construction Works,1031\5110268958,25 May 2023,"2,676.00",
LUL NOMINEE SSL LIMITED,KINGSBEECH LTD,N/A,1031\5110274387,23 May 2023,"2,675.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165726,10 May 2023,"2,674.25",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166603,17 May 2023,"2,674.25",
LONDON BUS SERVICES LTD,TRUEFORM ENGINEERING LTD,Building Maintenance & Repairs,1006\5110270670,12 May 2023,"2,674.05",
TRANSPORT TRADING LTD,LONDON BOROUGH OF REDBRIDGE,Rates,1004\1901694288,15 May 2023,"2,673.00",
LONDON UNDERGROUND LTD,ICE TRADE VAULT EUROPE LTD,Publications & Periodicals,1005\5110246994,10 May 2023,"2,671.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167285,17 May 2023,"2,670.98",
LONDON UNDERGROUND LTD,PORTAKABIN LTD,Track General Maintenance,1005\5110266540,26 May 2023,"2,670.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167424,24 May 2023,"2,670.08",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166127,10 May 2023,"2,669.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166355,17 May 2023,"2,669.80",
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Plant & Equipment Purchases,1005\5110249879,10 May 2023,"2,668.02",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165935,10 May 2023,"2,666.90",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165936,10 May 2023,"2,666.90",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166621,17 May 2023,"2,666.90",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166975,17 May 2023,"2,666.90",
LONDON UNDERGROUND LTD,WATSON FUELS,N/A,1005\5110258785,02 May 2023,"2,666.65",
SURFACE TRANSPORT CORP,ST DUNSTAN'S EDUCATIONAL FOUNDATION,Purchase of Land & Buildings,1002\1900075149,11 May 2023,"2,666.64",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165198,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165244,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165308,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165310,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165367,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165384,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165580,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165676,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165706,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165761,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165784,10 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166455,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166516,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166535,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166545,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166624,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166625,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166629,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166652,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166851,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166957,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167027,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167066,17 May 2023,"2,665.80",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167204,17 May 2023,"2,665.80",
TRANSPORT TRADING LTD,THE STATIONERY WAREHOUSE,Stationery,1004\5110273530,19 May 2023,"2,665.00",
SURFACE TRANSPORT CORP,SIEMENS MOBILITY LIMITED,Traffic Signals,1002\5110274360,19 May 2023,"2,663.37",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167296,17 May 2023,"2,661.78",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166983,17 May 2023,"2,661.42",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165607,10 May 2023,"2,660.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166938,17 May 2023,"2,660.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167574,24 May 2023,"2,660.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167575,24 May 2023,"2,660.70",
LONDON UNDERGROUND LTD,SMITHS ENGINEERING WORKS (NI) LTD,Fleet,1005\5110230808,03 May 2023,"2,660.00",
LONDON UNDERGROUND LTD,SMITHS ENGINEERING WORKS (NI) LTD,Fleet,1005\5110230837,03 May 2023,"2,660.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165486,10 May 2023,"2,659.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165856,10 May 2023,"2,659.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165866,10 May 2023,"2,659.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167801,24 May 2023,"2,659.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900168307,24 May 2023,"2,659.56",
LONDON UNDERGROUND LTD,VOITH TURBO LTD,Fleet,1005\5110264958,23 May 2023,"2,659.34",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164279,03 May 2023,"2,657.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164794,03 May 2023,"2,657.60",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167829,24 May 2023,"2,657.60",
LONDON UNDERGROUND LTD,BURGES SALMON LLP,Legal Fees,1005\5110262737,02 May 2023,"2,657.50",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166118,10 May 2023,"2,655.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166185,10 May 2023,"2,655.56",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166802,17 May 2023,"2,655.56",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075043,10 May 2023,"2,655.55",
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002\1900075214,24 May 2023,"2,655.55",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165645,10 May 2023,"2,654.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166878,17 May 2023,"2,654.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166255,10 May 2023,"2,653.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166563,17 May 2023,"2,653.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166564,17 May 2023,"2,653.96",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900164199,03 May 2023,"2,652.30",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167841,24 May 2023,"2,652.30",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166507,17 May 2023,"2,651.26",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165594,10 May 2023,"2,651.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165787,10 May 2023,"2,651.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166928,17 May 2023,"2,651.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167334,17 May 2023,"2,651.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165352,10 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165621,10 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165643,10 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166046,10 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166122,10 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166239,10 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166378,17 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166397,17 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166570,17 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166666,17 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167345,17 May 2023,"2,650.46",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166797,17 May 2023,"2,650.45",
LT MUSEUM TRADING LTD,WALLACE SEWELL LTD,LTM Purchase of Clothing & Accessories - Adults,1024\1900023066,11 May 2023,"2,648.00",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Stock of Fleet,1020\5110260319,26 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Stock of Fleet,1020\5110260327,26 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110260322,26 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110258521,02 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110258522,02 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110258530,02 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110258531,02 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110258534,02 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110258536,02 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110258541,02 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110258548,02 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110263809,26 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110263815,26 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110263824,26 May 2023,"2,647.17",
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110263825,26 May 2023,"2,647.17",
LONDON UNDERGROUND LTD,4-RAIL SERVICES LIMITED,Track General Maintenance,1005\5110267248,09 May 2023,"2,646.00",
LONDON UNDERGROUND LTD,VOITH TURBO LTD,Fleet,1005\5110264961,23 May 2023,"2,645.39",
LONDON UNDERGROUND LTD,CHAINSTREAM UK LTD,Plant & Equipment Purchases,1005\5110271150,15 May 2023,"2,645.00",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165498,10 May 2023,"2,643.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165877,10 May 2023,"2,643.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900165983,10 May 2023,"2,643.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900167236,17 May 2023,"2,643.70",
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001\1900166247,10 May 2023,"2,640.80",
