Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,,
Reporting Period:  7,,,,,,,,,,
Start Date:  17 September 2023,,,,,,,,,,
End Date: 14 October 2023,,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,,
,,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110253568,26 Sep 2023,"£6,102",,,,,
LONDON UNDERGROUND LTD,Biffa Waste Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110322829,20 Sep 2023,"£6,101",,,,,
LONDON BUS SERVICES LTD,Trapeze ITS Switzerland GmbH,Manage IT Services,1006/5110317271,22 Sep 2023,"£6,095",,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005/5110329499,11 Oct 2023,"£6,087",,,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Security Services (Guards),1005/5110328959,02 Oct 2023,"£6,076",,,,,
TFL CORPORATE,Investigo,Management & Support Consultancy,1001/5110250205,22 Sep 2023,"£6,075",,,,,
LONDON UNDERGROUND LTD,Equans Services Limited,Fire and Safety Equipment,1005/5110337414,11 Oct 2023,"£6,052",,,,,
TFL CORPORATE,RAIL RS3 LTD,Management & Support Consultancy,1001/5110322994,20 Sep 2023,"£6,050",,,,,
LONDON UNDERGROUND LTD,HOWELLS RAILWAY PRODUCTS LTD,N/A,1005/5110342329,10 Oct 2023,"£6,007",,,,,
TFL CORPORATE,Currie & Brown UK Limited,Management & Support Consultancy,1001/5110328948,27 Sep 2023,"£6,000",,,,,
LONDON UNDERGROUND LTD,ESG Rail,Track General Maintenance,1005/5110339505,10 Oct 2023,"£6,000",,,,,
TTL PROPERTIES LTD,HartDixon LLP,Professional Engineering Services,1040/5110334929,29 Sep 2023,"£6,000",,,,,
LONDON TRANSPORT MUSEUM,LONDONIST LTD,Advertising,1011/5110335191,28 Sep 2023,"£6,000",,,,,
TRANSPORT TRADING LTD,Vieta Limited,Advertising,1004/5110333305,25 Sep 2023,"£6,000",,,,,
LONDON UNDERGROUND LTD,BRECKNELL WILLIS -A DIV OF WABTEC U,N/A,1005/5110331442,11 Oct 2023,"£5,996",,,,,
TFL CORPORATE,BT SERVICE AGILITY,Maintenance of Telecommunications Equipment,1001/1900190558,11 Oct 2023,"£5,995",,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Radio Systems Equipment & Maintenance,1005/5110324624,20 Sep 2023,"£5,994",,,,,
SURFACE TRANSPORT CORP,GTT-EMEA LIMITED,CCS Service Contract,1002/5110332152,29 Sep 2023,"£5,980",,,,,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Track General Maintenance,1005/5110327002,04 Oct 2023,"£5,980",,,,,
LT MUSEUM TRADING LTD,William Lamb Group Ltd,LTM Purchase of Gifts for Resale,1024/1900023640,22 Sep 2023,"£5,972",,,,,
LONDON UNDERGROUND LTD,Brookvex IMS Ltd,Maintenance Materials,1005/5110337354,04 Oct 2023,"£5,972",,,,,
SURFACE TRANSPORT CORP,Redspeed International  Ltd,PCN and Penalty Fare Processing,1002/5110329513,03 Oct 2023,"£5,970",,,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Stock of Signals and Electricals,1005/5110307079,20 Sep 2023,"£5,965",,,,,
LONDON UNDERGROUND LTD,EHT Technologies Ltd,Electrical Equipment Maintenance,1005/5110331977,29 Sep 2023,"£5,963",,,,,
SURFACE TRANSPORT CORP,ComCab (London) Limited,Vehicle Purchases,1002/5110328241,27 Sep 2023,"£5,962",,,,,
LONDON UNDERGROUND LTD,TIFLEX LTD,N/A,1005/5110330688,04 Oct 2023,"£5,960",,,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Ticket & Pass Production,1004/5110316232,25 Sep 2023,"£5,953",,,,,
LONDON UNDERGROUND LTD,EVENHEIGHTS LTD,Vehicle Repairs & Maintenance,1005/5110334869,02 Oct 2023,"£5,950",,,,,
RFL (IINFRASTRUCTURE) LTD,Lanes Group plc,Building Maintenance & Repairs,1025/5110324098,19 Sep 2023,"£5,943",,,,,
RFL (IINFRASTRUCTURE) LTD,APPLICATION SOLUTIONS LTD,Computer Hardware,1025/5110325160,27 Sep 2023,"£5,934",,,,,
LONDON BUS SERVICES LTD,MITIE Cleaning & Environmental,"Maps, Timetables & Fare Information",1006/5110329911,11 Oct 2023,"£5,926",,,,,
TFL CORPORATE,PCG Associates Limited,Professional Engineering Services,1001/5110327050,18 Sep 2023,"£5,920",,,,,
LONDON UNDERGROUND LTD,Armadillo Marketing Ltd,Civil Engineering Construction Works,1005/5110327480,25 Sep 2023,"£5,918",,,,,
LONDON UNDERGROUND LTD,Biffa Waste Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110331612,02 Oct 2023,"£5,917",,,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110339382,06 Oct 2023,"£5,913",,,,,
LONDON UNDERGROUND LTD,IMI NORGREN LTD,N/A,1005/5110323703,25 Sep 2023,"£5,911",,,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110335981,02 Oct 2023,"£5,905",,,,,
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110336650,02 Oct 2023,"£5,900",,,,,
TFL CORPORATE,Mott MacDonald Limited,Management & Support Consultancy,1001/5110333191,11 Oct 2023,"£5,900",,,,,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Signalling Systems,1020/5110321916,26 Sep 2023,"£5,898",,,,,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Track General Maintenance,1005/5110330294,11 Oct 2023,"£5,890",,,,,
LONDON UNDERGROUND LTD,Equans Services Limited,Fire and Safety Equipment,1005/5110313322,21 Sep 2023,"£5,884",,,,,
SURFACE TRANSPORT CORP,Siemens Mobility Limited,Traffic Signals,1002/5110333952,03 Oct 2023,"£5,866",,,,,
TFL CORPORATE,Perfect Circle JV Ltd,Management & Support Consultancy,1001/5110322368,20 Sep 2023,"£5,866",,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005/5110320904,20 Sep 2023,"£5,864",,,,,
TFL CORPORATE,Talogy Limited,Recruitment Expenses,1001/5110325215,20 Sep 2023,"£5,860",,,,,
LONDON UNDERGROUND LTD,South Western Railway,National Rail Qualifying Expenditure Charges,1005/5110330754,11 Oct 2023,"£5,855",,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,N/A,1005/5110331614,11 Oct 2023,"£5,852",,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Operating Lease Expense - Motor Vehicles,1005/5110322661,27 Sep 2023,"£5,833",,,,,
LUL NOMINEE SSL LIMITED,Dellner Ferrabyrne Limited,Fleet,1031/5110321385,20 Sep 2023,"£5,832",,,,,
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,Stock of Fleet,1020/5110330300,11 Oct 2023,"£5,820",,,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110320970,19 Sep 2023,"£5,814",,,,,
SURFACE TRANSPORT CORP,GBM Services Limited,Office Cleaning,1002/5110328608,18 Sep 2023,"£5,807",,,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110334006,27 Sep 2023,"£5,805",,,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110337022,04 Oct 2023,"£5,805",,,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110319412,18 Sep 2023,"£5,788",,,,,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Track General Maintenance,1005/5110324080,27 Sep 2023,"£5,785",,,,,
LONDON UNDERGROUND LTD,ROBERT WALPOLE & PARTNERS,Track General Maintenance,1005/5110333322,27 Sep 2023,"£5,774",,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Computer Hardware,1005/5110324246,20 Sep 2023,"£5,765",,,,,
TTL PROPERTIES LTD,Ashurst LLP,Legal Fees,1040/5110340774,06 Oct 2023,"£5,764",,,,,
LONDON UNDERGROUND LTD,PSV GLASS - (ABL HOLDING) LTD,N/A,1005/5110330769,11 Oct 2023,"£5,763",,,,,
SURFACE TRANSPORT CORP,Siemens Mobility Limited,Traffic Signals,1002/5110320614,29 Sep 2023,"£5,757",,,,,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005/5110343659,13 Oct 2023,"£5,753",,,,,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,N/A,1005/5110335977,02 Oct 2023,"£5,750",,,,,
LONDON UNDERGROUND LTD,ANDERTON CONCRETE PRODUCTS,N/A,1005/5110324266,26 Sep 2023,"£5,743",,,,,
LT MUSEUM TRADING LTD,JACK MASTERS LTD,LTM Purchase of Clothing & Accessories - Children,1024/1900023660,02 Oct 2023,"£5,734",,,,,
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004/1901697740,05 Oct 2023,"£5,733",,,,,
TFL CORPORATE,Computacenter Plc,Computer Hardware,1001/5110340803,06 Oct 2023,"£5,719",,,,,
TRANSPORT TRADING LTD,UNIVERSAL,Office Accommodation Moves,1004/5110333852,29 Sep 2023,"£5,715",,,,,
LONDON UNDERGROUND LTD,Musgrove Ltd,Fleet,1005/5110330340,19 Sep 2023,"£5,712",,,,,
LUL NOMINEE SSL LIMITED,SCHUNK CARBON TECHNOLOGY LIMITED,Stock of Fleet,1031/5110329326,18 Sep 2023,"£5,710",,,,,
TRANSPORT TRADING LTD,Harris Installations Services Ltd,Furniture & Equipment,1004/5110338119,06 Oct 2023,"£5,705",,,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110333004,25 Sep 2023,"£5,705",,,,,
TTL PROPERTIES LTD,ENCOM Energy Compliance Consult Ltd,Management & Support Consultancy,1040/5110332329,10 Oct 2023,"£5,700",,,,,
TTL PROPERTIES LTD,Wave Utilities,Water,1040/1900006154,18 Sep 2023,"£5,698",,,,,
DOCKLANDS LIGHT RAILWAY,TRUEFORM ENGINEERING LTD,Professional Engineering Services,1012/5110339021,04 Oct 2023,"£5,695",,,,,
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,Stock of Fleet,1020/5110308767,27 Sep 2023,"£5,687",,,,,
LONDON UNDERGROUND LTD,Axair Fans UK limited,N/A,1005/5110326448,27 Sep 2023,"£5,685",,,,,
LUL NOMINEE BCV LIMITED,KINGSBEECH LTD,Plant & Equipment Purchases,1033/5110335726,04 Oct 2023,"£5,679",,,,,
LONDON UNDERGROUND LTD,CALDERS & GRANDIDGE (Boston) Ltd,N/A,1005/5110330704,09 Oct 2023,"£5,673",,,,,
LONDON BUS SERVICES LTD,OTM (UK) LTD,Advertising,1006/5110333868,27 Sep 2023,"£5,658",,,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110320012,18 Sep 2023,"£5,658",,,,,
LONDON TRANSPORT MUSEUM,Wall to Wall Communication Ltd.,Computer Hardware,1011/5110342058,10 Oct 2023,"£5,640",,,,,
TRANSPORT TRADING LTD,O2 UK Limited,Telephony Mobile,1004/1901697404,19 Sep 2023,"£5,625",,,,,
SURFACE TRANSPORT CORP,Siemens Mobility Limited,Traffic Signals,1002/5110338867,11 Oct 2023,"£5,619",,,,,
LUL NOMINEE SSL LIMITED,Ross Pneumatrol Ltd,Fleet,1031/5110342152,13 Oct 2023,"£5,617",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188176,20 Sep 2023,"£5,617",,,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110331534,21 Sep 2023,"£5,605",,,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110331958,22 Sep 2023,"£5,605",,,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110336629,29 Sep 2023,"£5,605",,,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110336630,29 Sep 2023,"£5,605",,,,,
TFL CORPORATE,Archirest Ltd,Street Furniture,1001/5110336607,29 Sep 2023,"£5,600",,,,,
TFL CORPORATE,Omni colour Presentations Ltd,Production Artwork And Design For Marketing,1001/5110334196,27 Sep 2023,"£5,600",,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110319937,18 Sep 2023,"£5,598",,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110333995,11 Oct 2023,"£5,598",,,,,
TRANSPORT TRADING LTD,Equans Services Limited,Fire and Safety Equipment,1004/5110331545,04 Oct 2023,"£5,589",,,,,
SURFACE TRANSPORT CORP,VCCP Group LLP,Production Artwork And Design For Marketing,1002/5110332023,11 Oct 2023,"£5,576",,,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Management & Support Consultancy,1002/5110339740,11 Oct 2023,"£5,575",,,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Signalling Systems,1005/5110329289,18 Sep 2023,"£5,566",,,,,
LONDON BUS SERVICES LTD,London Borough of Redbridge,Non Recyclable Waste Disposal/Refuse Collection,1006/5110321160,18 Sep 2023,"£5,563",,,,,
RAIL FOR LONDON LIMITED,CPC Project Services LLP,Management & Support Consultancy,1020/5110339713,05 Oct 2023,"£5,536",,,,,
TFL CORPORATE,CONSTRUCTION HEALTH & SAFETY GROUP ,Staff Training,1001/5110323071,18 Sep 2023,"£5,520",,,,,
LONDON UNDERGROUND LTD,REDACTED,Exchange Loss Realised,1005/2000779710,28 Sep 2023,"£5,509",,,,,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110323485,20 Sep 2023,"£5,500",,,,,
TFL CORPORATE,Omni colour Presentations Ltd,Production Artwork And Design For Marketing,1001/5110334957,28 Sep 2023,"£5,500",,,,,
TFL CORPORATE,Omni colour Presentations Ltd,Production Artwork And Design For Marketing,1001/5110334959,28 Sep 2023,"£5,500",,,,,
LONDON UNDERGROUND LTD,SONATEST,Track General Maintenance,1005/5110329399,21 Sep 2023,"£5,500",,,,,
TFL CORPORATE,Faithful & Gould,Management & Support Consultancy,1001/5110328655,04 Oct 2023,"£5,490",,,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Ticket & Pass Production,1004/5110316231,25 Sep 2023,"£5,487",,,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110327616,27 Sep 2023,"£5,478",,,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110327625,27 Sep 2023,"£5,478",,,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Track General Maintenance,1005/5110342054,13 Oct 2023,"£5,476",,,,,
RAIL FOR LONDON LIMITED,Simply 4 Group Ltd,Professional Engineering Services,1020/5110330146,26 Sep 2023,"£5,475",,,,,
TFL CORPORATE,Computacenter Plc,Maintenance Materials,1001/5110329077,11 Oct 2023,"£5,462",,,,,
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004/1901697738,05 Oct 2023,"£5,460",,,,,
LONDON UNDERGROUND LTD,Esspee Fabrications Ltd,N/A,1005/5110335670,28 Sep 2023,"£5,460",,,,,
LONDON UNDERGROUND LTD,4-RAIL Services Limited,Non Recyclable Waste Disposal/Refuse Collection,1005/5110328760,20 Sep 2023,"£5,454",,,,,
LUL NOMINEE SSL LIMITED,SWEETNAM & BRADLEY LTD,N/A,1031/5110329440,18 Sep 2023,"£5,452",,,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110327621,27 Sep 2023,"£5,451",,,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110327631,27 Sep 2023,"£5,451",,,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110327635,27 Sep 2023,"£5,451",,,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110327638,27 Sep 2023,"£5,451",,,,,
LONDON UNDERGROUND LTD,Tidyco Ltd,Fleet,1005/5110327599,03 Oct 2023,"£5,445",,,,,
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,N/A,1020/5110308735,25 Sep 2023,"£5,444",,,,,
LONDON UNDERGROUND LTD,Commander Building Services Limited,Connect PFI Service Costs,1005/5110331348,28 Sep 2023,"£5,438",,,,,
LONDON UNDERGROUND LTD,Dyer & Butler Ltd,Civil Engineering Construction Works,1005/5110322975,18 Sep 2023,"£5,435",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,Rates,1004/1901697734,05 Oct 2023,"£5,426",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004/1901697748,05 Oct 2023,"£5,426",,,,,
LONDON UNDERGROUND LTD,Ashurst LLP,Legal Fees,1005/5110330012,29 Sep 2023,"£5,417",,,,,
LONDON BUS SERVICES LTD,MediaEdge:CIA,Advertising,1006/5110333746,03 Oct 2023,"£5,411",,,,,
LONDON UNDERGROUND LTD,W Christie (Ind) Ltd,Plant & Equipment Purchases,1005/5110312142,20 Sep 2023,"£5,410",,,,,
LONDON UNDERGROUND LTD,CALDERS & GRANDIDGE (Boston) Ltd,Stock Of Track,1005/5110329024,04 Oct 2023,"£5,403",,,,,
LONDON BUS SERVICES LTD,FIRSTPROS LIMITED,Civil Engineering Construction Works,1006/5110343319,12 Oct 2023,"£5,400",,,,,
TFL CORPORATE,HCL Technologies UK Ltd,Manage IT Services,1001/5110329235,11 Oct 2023,"£5,400",,,,,
DOCKLANDS LIGHT RAILWAY,INSTALLATION TECHNOLOGY LTD,Vehicle Repairs & Maintenance,1012/5110339987,05 Oct 2023,"£5,400",,,,,
TTL PROPERTIES LTD,Investigo,Management & Support Consultancy,1040/5110332950,25 Sep 2023,"£5,400",,,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Signalling Systems,1005/5110321700,20 Sep 2023,"£5,385",,,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Signalling Systems,1005/5110321838,20 Sep 2023,"£5,385",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188794,27 Sep 2023,"£5,383",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189586,04 Oct 2023,"£5,383",,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190738,11 Oct 2023,"£5,383",,,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110324629,27 Sep 2023,"£5,371",,,,,
LONDON UNDERGROUND LTD,BT SERVICE AGILITY,Telephony Fixed,1005/1900267177,19 Sep 2023,"£5,369",,,,,
LONDON UNDERGROUND LTD,Solution Rail Limited,Connect PFI Service Costs,1005/5110340446,09 Oct 2023,"£5,367",,,,,
LONDON BUS SERVICES LTD,T-Kartor Content Management AB,Franchise/Concession Fixed Fee,1006/5110328260,05 Oct 2023,"£5,366",,,,,
LONDON BUS SERVICES LTD,OTM (UK) LTD,Advertising,1006/5110335239,28 Sep 2023,"£5,361",,,,,
LUL NOMINEE SSL LIMITED,WALDHAM PRECISION ENG.LTD.,Stock of Fleet,1031/5110334939,27 Sep 2023,"£5,358",,,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Cameras,1005/5110324706,28 Sep 2023,"£5,354",,,,,
LUL NOMINEE SSL LIMITED,C E F,Fleet,1031/5110322944,27 Sep 2023,"£5,354",,,,,
LONDON UNDERGROUND LTD,CREACTIVE DESIGN LTD,N/A,1005/5110338991,04 Oct 2023,"£5,348",,,,,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Track General Maintenance,1005/5110321208,20 Sep 2023,"£5,347",,,,,
LUL NOMINEE SSL LIMITED,PARKER HANNIFIN LTD,Pumps & Drainage,1031/5110329493,04 Oct 2023,"£5,338",,,,,
LONDON UNDERGROUND LTD,Motivair Compressors Ltd,Plant & Equipment Purchases,1005/5110330291,26 Sep 2023,"£5,333",,,,,
TTL PROPERTIES LTD,JNG CONSTRUCTION & ENGINEERING LTD,Civil Engineering Construction Works,1040/5110328722,22 Sep 2023,"£5,326",,,,,
LONDON UNDERGROUND LTD,O'Mahony Contractors Ltd,Connect PFI Service Costs,1005/5110338995,05 Oct 2023,"£5,323",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004/1901697810,05 Oct 2023,"£5,320",,,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110326975,11 Oct 2023,"£5,309",,,,,
TFL CORPORATE,Taudevin Engineering Limited,Professional Engineering Services,1001/5110331074,21 Sep 2023,"£5,306",,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,N/A,1005/5110339934,05 Oct 2023,"£5,302",,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110339328,04 Oct 2023,"£5,300",,,,,
LONDON UNDERGROUND LTD,CEMEX RAIL PRODUCTS LTD,N/A,1005/5110326676,27 Sep 2023,"£5,293",,,,,
TFL CORPORATE,DeepStore Limited,Document Archive & Storage,1001/5110340058,05 Oct 2023,"£5,285",,,,,
LONDON UNDERGROUND LTD,HOLOPHANE EUROPE LTD,Stock of Signals and Electricals,1005/5110300708,18 Sep 2023,"£5,284",,,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Connect PFI Service Costs,1002/5110320761,20 Sep 2023,"£5,280",,,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110337199,02 Oct 2023,"£5,274",,,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110337210,02 Oct 2023,"£5,274",,,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110337220,02 Oct 2023,"£5,274",,,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110337331,02 Oct 2023,"£5,274",,,,,
LONDON UNDERGROUND LTD,HOWELLS RAILWAY PRODUCTS LTD,N/A,1005/5110334040,26 Sep 2023,"£5,270",,,,,
LONDON UNDERGROUND LTD,C E F,Fleet,1005/5110337262,10 Oct 2023,"£5,268",,,,,
LUL NOMINEE SSL LIMITED,C E F,Fleet,1031/5110323452,27 Sep 2023,"£5,268",,,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Management & Support Consultancy,1002/5110332218,27 Sep 2023,"£5,265",,,,,
CYCLE HIRE SCHEME,Serco Ltd,Franchise/Concession Fixed Fee,1016/5110324640,27 Sep 2023,"£5,265",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,Rates,1004/1901697736,05 Oct 2023,"£5,261",,,,,
TFL CORPORATE,Insight Executive Group Limited,Management & Support Consultancy,1001/5110334026,27 Sep 2023,"£5,250",,,,,
SURFACE TRANSPORT CORP,Zest Consult Ltd,Professional Engineering Services,1002/5110334883,04 Oct 2023,"£5,250",,,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110321828,20 Sep 2023,"£5,231",,,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110322741,20 Sep 2023,"£5,231",,,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110328355,04 Oct 2023,"£5,231",,,,,
TFL CORPORATE,CPC Project Services LLP,Management & Support Consultancy,1001/5110329443,22 Sep 2023,"£5,220",,,,,
TRANSPORT TRADING LTD,Rail Settlement Plan,Computer Software,1004/5110307879,28 Sep 2023,"£5,220",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004/1901697711,05 Oct 2023,"£5,213",,,,,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,N/A,1031/5110328171,26 Sep 2023,"£5,210",,,,,
VICTORIA COACH STATN LTD,Stagecoach in Oxfordshire,VCS Repayments & Commission,1008/1900004830,27 Sep 2023,"£5,203",,,,,
TFL CORPORATE,Diversity and Ability (D&A),Staff Training,1001/5110328273,11 Oct 2023,"£5,200",,,,,
SURFACE TRANSPORT CORP,PLOWMAN CRAVEN LIMITED,Professional Engineering Services,1002/5110327492,27 Sep 2023,"£5,200",,,,,
RFL (IINFRASTRUCTURE) LTD,Wireless CCTV Ltd,Computer Software,1025/5110329334,20 Sep 2023,"£5,200",,,,,
RFL (IINFRASTRUCTURE) LTD,Wireless CCTV Ltd,Computer Software,1025/5110334960,28 Sep 2023,"£5,200",,,,,
RFL (IINFRASTRUCTURE) LTD,Wireless CCTV Ltd,Computer Software,1025/5110343226,13 Oct 2023,"£5,200",,,,,
TFL CORPORATE,MediaEdge:CIA,Production Artwork And Design For Marketing,1001/5110249372,26 Sep 2023,"£5,196",,,,,
LONDON UNDERGROUND LTD,CREACTIVE DESIGN LTD,Stock of Fleet,1005/5110332884,25 Sep 2023,"£5,183",,,,,
SURFACE TRANSPORT CORP,Siemens Mobility Limited,Traffic Signals,1002/5110336147,09 Oct 2023,"£5,180",,,,,
TRANSPORT TRADING LTD,MediaEdge:CIA,Advertising,1004/5110336918,13 Oct 2023,"£5,176",,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900261974,27 Sep 2023,"£5,171",,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900266252,27 Sep 2023,"£5,171",,,,,
LONDON UNDERGROUND LTD,TYLER BROS LTD,Escalators,1005/5110327531,18 Sep 2023,"£5,170",,,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Radio Systems Equipment & Maintenance,1005/5110324627,20 Sep 2023,"£5,165",,,,,
LONDON BUS SERVICES LTD,Herbert Smith LLP,Legal Fees,1006/5110326321,19 Sep 2023,"£5,161",,,,,
LONDON UNDERGROUND LTD,CEMBRE LTD,Plant & Equipment Purchases,1005/5110322092,25 Sep 2023,"£5,159",,,,,
LONDON UNDERGROUND LTD,Telent Technology Services Ltd,Cameras,1005/5110251766,26 Sep 2023,"£5,152",,,,,
TFL CORPORATE,Hyder Consulting (UK) Ltd,Professional Engineering Services,1001/5110337522,10 Oct 2023,"£5,148",,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110322403,27 Sep 2023,"£5,147",,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110322644,27 Sep 2023,"£5,147",,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110322654,27 Sep 2023,"£5,147",,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110323043,27 Sep 2023,"£5,147",,,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110321232,20 Sep 2023,"£5,147",,,,,
