Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,,
Reporting Period:   4,,,,,,,,,,
Start Date:  25 June 2023,,,,,,,,,,
End Date:   22 July 2023,,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,,
,,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,,
SURFACE TRANSPORT CORP,SKY HIGH PLC,Professional Engineering Services,1002/5110294117,29 Jun 2023,"3,611.52",,,,,
SURFACE TRANSPORT CORP,SKY HIGH PLC,Professional Engineering Services,1002/5110294159,29 Jun 2023,"3,611.52",,,,,
SURFACE TRANSPORT CORP,SKY HIGH PLC,Professional Engineering Services,1002/5110294177,29 Jun 2023,"3,611.52",,,,,
LONDON UNDERGROUND LTD,PSV GLASS - (ABL HOLDING) LTD,Vehicle Repairs & Maintenance,1005/5110250402,07 Jul 2023,"3,611.50",,,,,
LONDON BUS SERVICES LTD,NETWORK RAIL INFRASTRUCTURE,Electricity,1006/5110253992,19 Jul 2023,"3,605.72",,,,,
LONDON BUS SERVICES LTD,NETWORK RAIL INFRASTRUCTURE,Electricity,1006/5110250382,19 Jul 2023,"3,605.72",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177269,19 Jul 2023,"3,605.70",,,,,
TFL CORPORATE,DEEPSTORE LIMITED,Document Archive & Storage,1001/5110297683,06 Jul 2023,"3,600.77",,,,,
TFL CORPORATE,HCL TECHNOLOGIES UK LTD,Computer Software,1001/5110290473,17 Jul 2023,"3,600.00",,,,,
TFL CORPORATE,NCC GROUP SECURITY SERVICES LTD,IT Consultancy,1001/5110276813,29 Jun 2023,"3,600.00",,,,,
RAIL FOR LONDON LIMITED,WRAGGE & CO,Legal Fees,1020/1900008165,21 Jul 2023,"3,600.00",,,,,
TFL CORPORATE,XPS PENSIONS LIMITED,Management & Support Consultancy,1001/5110294835,03 Jul 2023,"3,600.00",,,,,
PUBLIC CARRIAGE OFFICE,NSL LIMITED,Management & Support Consultancy,1003/5110289121,05 Jul 2023,"3,599.04",,,,,
LONDON UNDERGROUND LTD,SPOOR-TECH LIMITED,MR Construction Costs,1005/5110289757,20 Jul 2023,"3,598.47",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174961,05 Jul 2023,"3,597.50",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176729,12 Jul 2023,"3,597.50",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177868,19 Jul 2023,"3,597.50",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173884,28 Jun 2023,"3,597.50",,,,,
TFL CORPORATE,HCL TECHNOLOGIES UK LTD,Manage IT Services,1001/5110290475,17 Jul 2023,"3,592.50",,,,,
SURFACE TRANSPORT CORP,MITIE CLEANING & ENVIRONMENTAL,Building Maintenance & Repairs,1002/5110283128,28 Jun 2023,"3,588.75",,,,,
LONDON UNDERGROUND LTD,RADIUS GROUP LIMITED,Signalling Systems,1005/5110297611,11 Jul 2023,"3,586.78",,,,,
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Maintenance of Plant & Equipment,1020/5110282569,28 Jun 2023,"3,584.17",,,,,
LUL NOMINEE BCV LIMITED,RICHTER ASSOCIATES LIMITED,MR Construction Costs,1033/5110294594,20 Jul 2023,"3,580.25",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110253472,30 Jun 2023,"3,578.00",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282944,06 Jul 2023,"3,578.00",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110272718,06 Jul 2023,"3,578.00",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110283489,06 Jul 2023,"3,578.00",,,,,
SURFACE TRANSPORT CORP,GTT-EMEA LIMITED,CCS Service Contract,1002/5110289128,30 Jun 2023,"3,577.04",,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110290730,18 Jul 2023,"3,575.88",,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110277189,07 Jul 2023,"3,575.88",,,,,
TRANSPORT TRADING LTD,WANDSWORTH COUNCIL,Rates,1004/1901695581,04 Jul 2023,"3,575.00",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SUTTON,Rates,1004/1901695518,04 Jul 2023,"3,573.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173752,28 Jun 2023,"3,572.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173750,28 Jun 2023,"3,572.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177338,19 Jul 2023,"3,572.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176024,12 Jul 2023,"3,572.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174876,05 Jul 2023,"3,572.00",,,,,
LONDON UNDERGROUND LTD,CREACTIVE DESIGN LTD,Stock of Fleet,1005/5110303685,20 Jul 2023,"3,565.40",,,,,
LONDON UNDERGROUND LTD,ALBA POWER LIMITED,Electrical Equipment Maintenance,1005/5110293925,03 Jul 2023,"3,563.51",,,,,
LONDON UNDERGROUND LTD,SOLUTION RAIL LIMITED,Research & Study Fees,1005/5110290906,26 Jun 2023,"3,560.85",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF BROMLEY,Rates,1004/1901695484,04 Jul 2023,"3,558.00",,,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110294333,30 Jun 2023,"3,556.69",,,,,
TFL CORPORATE,LINKS SIGNS,Production Artwork And Design For Marketing,1001/5110300635,18 Jul 2023,"3,555.00",,,,,
SURFACE TRANSPORT CORP,BT REPAYMENTS/OPENREACH,Civil Engineering Construction Works,1002/5110302623,18 Jul 2023,"3,551.60",,,,,
LONDON RIVER SERVICES LTD,BLAKLEY ELECTRICS LTD,Franchise/Concession Fixed Fee,1007/5110302813,18 Jul 2023,"3,547.24",,,,,
TFL CORPORATE,LINKS SIGNS,Street Furniture,1001/5110294672,05 Jul 2023,"3,546.00",,,,,
TRANSPORT TRADING LTD,MITIE FM LIMITED,Security Services (Guards),1004/5110292417,19 Jul 2023,"3,542.41",,,,,
LONDON UNDERGROUND LTD,EHT TECHNOLOGIES LTD,Vehicle Repairs & Maintenance,1005/5110290760,26 Jun 2023,"3,541.00",,,,,
SURFACE TRANSPORT CORP,CONCEPT INFORMATION TECHNOLOGY,Management & Support Consultancy,1002/5110295387,03 Jul 2023,"3,540.00",,,,,
SURFACE TRANSPORT CORP,CONCEPT INFORMATION TECHNOLOGY,Management & Support Consultancy,1002/5110298706,10 Jul 2023,"3,540.00",,,,,
SURFACE TRANSPORT CORP,CONCEPT INFORMATION TECHNOLOGY,Management & Support Consultancy,1002/5110302804,18 Jul 2023,"3,540.00",,,,,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Plant & Equipment Purchases,1005/5110285797,05 Jul 2023,"3,539.74",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263362,12 Jul 2023,"3,535.70",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263750,19 Jul 2023,"3,535.70",,,,,
TRANSPORT TRADING LTD,LINK TELECOM ENTERPRISE LTD,Transys Control - TTL,1004/1901695596,05 Jul 2023,"3,534.99",,,,,
LUL NOMINEE SSL LIMITED,FAIVELEY TRANSPORT TAMWORTH LTD,Fleet,1031/5110283253,28 Jun 2023,"3,530.00",,,,,
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004/1901695499,04 Jul 2023,"3,524.00",,,,,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Printing,1001/5110301476,19 Jul 2023,"3,521.04",,,,,
LONDON TRANSPORT MUSEUM,JEN KAVANAGH LTD,Management & Support Consultancy,1011/5110300010,12 Jul 2023,"3,517.82",,,,,
LONDON UNDERGROUND LTD,LAWRENCE INDUSTRIES LTD,Furniture & Equipment,1005/5110290298,05 Jul 2023,"3,514.80",,,,,
SURFACE TRANSPORT CORP,NETWORK RAIL INFRASTRUCTURE,Road Maintenance,1002/5110251404,13 Jul 2023,"3,513.73",,,,,
LONDON UNDERGROUND LTD,TIDYCO LTD,Fleet,1005/5110288667,11 Jul 2023,"3,505.04",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175071,05 Jul 2023,"3,504.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174388,28 Jun 2023,"3,504.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177757,19 Jul 2023,"3,504.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175956,12 Jul 2023,"3,504.00",,,,,
LONDON UNDERGROUND LTD,UNILATHE LIMITED,Fleet,1005/5110290935,28 Jun 2023,"3,504.00",,,,,
LONDON UNDERGROUND LTD,UNILATHE LIMITED,Fleet,1005/5110290944,28 Jun 2023,"3,504.00",,,,,
LUL NOMINEE BCV LIMITED,MECHAN LTD,Equipment Repairs & Maintenance,1033/5110290726,11 Jul 2023,"3,502.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177055,19 Jul 2023,"3,500.50",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174419,28 Jun 2023,"3,500.50",,,,,
TTL PROPERTIES LTD,GARDINER & THEOBALD LLP,Civil Engineering Construction Works,1040/5110290805,28 Jun 2023,"3,500.00",,,,,
LONDON RIVER SERVICES LTD,FASTSTREAM RECRUITMENT LTD,Management & Support Consultancy,1007/5110291435,17 Jul 2023,"3,500.00",,,,,
TTL PROPERTIES LTD,REDACTED,Other Professional Fees,1040/5110292171,27 Jun 2023,"3,500.00",,,,,
SURFACE TRANSPORT CORP,HAY & TAY LIMITED,Professional Engineering Services,1002/5110302817,18 Jul 2023,"3,500.00",,,,,
LONDON UNDERGROUND LTD,WESSEX ROPE AND PACKAGING LTD,Stock Of Track,1005/5110293196,30 Jun 2023,"3,500.00",,,,,
LONDON UNDERGROUND LTD,WESSEX ROPE AND PACKAGING LTD,Stock Of Track,1005/5110302627,19 Jul 2023,"3,500.00",,,,,
TRANSPORT TRADING LTD,REDACTED,Transys Control - TTL,1004/1901695599,05 Jul 2023,"3,500.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174994,05 Jul 2023,"3,498.96",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176027,12 Jul 2023,"3,498.96",,,,,
SURFACE TRANSPORT CORP,SKY HIGH PLC,Manage IT Services,1002/5110290249,12 Jul 2023,"3,495.00",,,,,
SURFACE TRANSPORT CORP,CSTS LTD,Road Maintenance,1002/5110283705,04 Jul 2023,"3,493.84",,,,,
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,Signalling Systems,1020/5110283541,28 Jun 2023,"3,492.00",,,,,
LUL NOMINEE BCV LIMITED,KPK (SHEET METAL) LTD,Maintenance Materials,1033/5110290980,17 Jul 2023,"3,485.92",,,,,
LUL NOMINEE SSL LIMITED,HOLBRO ENGINEERING LTD,Stock of Fleet,1031/5110297089,19 Jul 2023,"3,484.50",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176901,19 Jul 2023,"3,483.82",,,,,
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,Rates,1004/1901695568,04 Jul 2023,"3,481.00",,,,,
RAIL FOR LONDON LIMITED,METROLINE TRAVEL LIMITED,Franchise/Concession Fixed Fee,1020/5110284541,04 Jul 2023,"3,480.00",,,,,
SURFACE TRANSPORT CORP,SKY HIGH PLC,Professional Engineering Services,1002/5110288004,05 Jul 2023,"3,480.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173619,28 Jun 2023,"3,474.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174121,28 Jun 2023,"3,474.00",,,,,
TTL PROPERTIES LTD,FRANKHAM CONSULTANCY GROUP LTD,Building Maintenance & Repairs,1040/5110301963,17 Jul 2023,"3,474.00",,,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110300728,14 Jul 2023,"3,473.68",,,,,
LONDON TRANSPORT MUSEUM,REEDME,Property development costs,1011/5110292859,28 Jun 2023,"3,473.40",,,,,
LONDON UNDERGROUND LTD,JOINTING TECHNOLOGIES,Stock of Other Spares,1005/5110285254,05 Jul 2023,"3,471.30",,,,,
LONDON UNDERGROUND LTD,EQUANS SERVICES LIMITED,Connect PFI Service Costs,1005/5110293704,17 Jul 2023,"3,462.70",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110281242,28 Jun 2023,"3,457.79",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110272773,27 Jun 2023,"3,457.79",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110293237,28 Jun 2023,"3,457.79",,,,,
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004/1901695535,04 Jul 2023,"3,456.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176277,12 Jul 2023,"3,455.25",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176279,12 Jul 2023,"3,455.25",,,,,
DIAL A RIDE,MITIE FM LIMITED,Security Services (Guards),1010/5110290043,12 Jul 2023,"3,454.00",,,,,
LONDON UNDERGROUND LTD,HARMILL SYSTEMS LTD,Plant & Equipment Purchases,1005/5110292695,04 Jul 2023,"3,452.00",,,,,
LT MUSEUM TRADING LTD,PAVILION RATTAN LIMITED,Purchase of Furniture for Resale,1024/1900023329,10 Jul 2023,"3,449.80",,,,,
SURFACE TRANSPORT CORP,LA INTERNATIONAL COMPUTER CONSULTAN,Management & Support Consultancy,1002/5110303360,19 Jul 2023,"3,448.30",,,,,
RAIL FOR LONDON LIMITED,ECON CONSTRUCTION LTD,Building Maintenance & Repairs,1020/5110285561,05 Jul 2023,"3,447.26",,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004/1901695585,04 Jul 2023,"3,442.00",,,,,
RAIL FOR LONDON LIMITED,GLEEDS BUILDING SURVEYING LTD,Professional Engineering Services,1020/5110283202,28 Jun 2023,"3,440.10",,,,,
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001/5110294067,03 Jul 2023,"3,437.50",,,,,
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001/5110291509,26 Jun 2023,"3,437.50",,,,,
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001/5110297865,07 Jul 2023,"3,437.50",,,,,
LONDON UNDERGROUND LTD,NILFISK LIMITED,Vehicle Repairs & Maintenance,1005/5110282747,29 Jun 2023,"3,435.92",,,,,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,Fleet,1031/5110294577,29 Jun 2023,"3,435.00",,,,,
TTL PROPERTIES LTD,AVISON YOUNG (UK) LIMITED,Civil Engineering Construction Works,1040/5110268297,27 Jun 2023,"3,433.00",,,,,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LIMITED,Operating Lease Expense - Motor Vehicles,1005/5110277354,28 Jun 2023,"3,428.73",,,,,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LIMITED,Vehicle Operating Leases,1005/5110277411,28 Jun 2023,"3,428.73",,,,,
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001/5110293395,14 Jul 2023,"3,425.00",,,,,
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001/5110284460,13 Jul 2023,"3,425.00",,,,,
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001/5110284522,13 Jul 2023,"3,425.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177184,19 Jul 2023,"3,418.77",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174714,05 Jul 2023,"3,418.77",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175730,12 Jul 2023,"3,418.77",,,,,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Plant & Equipment Purchases,1005/5110283057,28 Jun 2023,"3,417.68",,,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1031/5110285377,04 Jul 2023,"3,415.06",,,,,
SURFACE TRANSPORT CORP,KINGSBEECH LTD,Computer Hardware,1002/5110302989,21 Jul 2023,"3,414.73",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173743,28 Jun 2023,"3,410.70",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174827,05 Jul 2023,"3,410.70",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173623,28 Jun 2023,"3,410.70",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175783,12 Jul 2023,"3,410.70",,,,,
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001/5110291473,04 Jul 2023,"3,408.05",,,,,
TFL CORPORATE,INSIGHT EXECUTIVE GROUP LIMITED,Management & Support Consultancy,1001/5110294090,03 Jul 2023,"3,408.05",,,,,
LONDON UNDERGROUND LTD,EVENHEIGHTS LTD,Electrical Equipment Maintenance,1005/5110291976,28 Jun 2023,"3,400.00",,,,,
LONDON UNDERGROUND LTD,EVENHEIGHTS LTD,Electrical Equipment Maintenance,1005/5110294981,05 Jul 2023,"3,400.00",,,,,
LONDON UNDERGROUND LTD,ACTIVAIR AUTOMATION LTD,Stock of Fleet,1005/5110300172,13 Jul 2023,"3,398.00",,,,,
RAIL FOR LONDON LIMITED,STADLER PANKOW GMBH,Stock of Fleet,1020/5110292515,30 Jun 2023,"3,395.20",,,,,
SURFACE TRANSPORT CORP,BDB PITMANS LLP,Legal Fees,1002/5110302846,19 Jul 2023,"3,393.50",,,,,
RAIL FOR LONDON LIMITED,COMPUTACENTER PLC,Computer Consumables,1020/5110289436,12 Jul 2023,"3,393.05",,,,,
SURFACE TRANSPORT CORP,MEDIAEDGE:CIA,Radio TV Press Poster Cinema Airtime And Space,1002/5110288011,27 Jun 2023,"3,390.38",,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005/5110283620,03 Jul 2023,"3,390.00",,,,,
LUL NOMINEE BCV LIMITED,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1033/5110290181,11 Jul 2023,"3,386.43",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176335,12 Jul 2023,"3,386.40",,,,,
LONDON UNDERGROUND LTD,FAIVELEY TRANSPORT TAMWORTH LTD,Stock of Fleet,1005/5110290340,17 Jul 2023,"3,386.40",,,,,
TFL CORPORATE,VCCP GROUP LLP,Production Artwork And Design For Marketing,1001/5110283359,28 Jun 2023,"3,383.58",,,,,
LONDON UNDERGROUND LTD,SPECIALISED TOOLS & EQUIPMENT LTD,Plant & Equipment Purchases,1005/5110282650,29 Jun 2023,"3,383.00",,,,,
TFL CORPORATE,COMPUTACENTER PLC,Computer Hardware,1001/5110303427,19 Jul 2023,"3,379.70",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174604,05 Jul 2023,"3,377.69",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173435,28 Jun 2023,"3,377.69",,,,,
SURFACE TRANSPORT CORP,CSTS LTD,Road Maintenance,1002/5110283702,04 Jul 2023,"3,373.37",,,,,
LONDON UNDERGROUND LTD,WATSON FUELS,Stock of Other Spares,1005/5110284536,03 Jul 2023,"3,371.00",,,,,
LONDON UNDERGROUND LTD,SPECIALISED TOOLS & EQUIPMENT LTD,Plant & Equipment Purchases,1005/5110291567,27 Jun 2023,"3,364.20",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174982,05 Jul 2023,"3,364.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177305,19 Jul 2023,"3,364.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176681,12 Jul 2023,"3,364.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174086,28 Jun 2023,"3,364.00",,,,,
LONDON UNDERGROUND LTD,INSTARMAC GROUP LIMITED,Stock Of Track,1005/5110295479,18 Jul 2023,"3,364.00",,,,,
LONDON UNDERGROUND LTD,RAILWAY WHEELSET & BRAKE LTD ,Fleet,1005/5110282119,28 Jun 2023,"3,360.00",,,,,
LONDON UNDERGROUND LTD,CEC HEATING SERVICES,Vehicle Repairs & Maintenance,1005/5110290067,26 Jun 2023,"3,360.00",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282942,06 Jul 2023,"3,359.22",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110292576,06 Jul 2023,"3,359.22",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110281239,28 Jun 2023,"3,359.22",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282950,06 Jul 2023,"3,359.22",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110281249,28 Jun 2023,"3,359.22",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110293234,28 Jun 2023,"3,359.22",,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110272791,27 Jun 2023,"3,359.22",,,,,
LONDON RIVER SERVICES LTD,COUNTY BUILDING SERVICES LTD,Franchise/Concession Fixed Fee,1007/5110299840,14 Jul 2023,"3,357.96",,,,,
SURFACE TRANSPORT CORP,NETWORK RAIL INFRASTRUCTURE,Road Maintenance,1002/5110284083,14 Jul 2023,"3,356.25",,,,,
LUL NOMINEE SSL LIMITED,DELLNER FERRABYRNE LIMITED,Stock Issues - Repairables,1031/5110288041,10 Jul 2023,"3,353.58",,,,,
TTL PROPERTIES LTD,MOTT MACDONALD LIMITED,Management & Support Consultancy,1040/5110290802,12 Jul 2023,"3,353.33",,,,,
LONDON UNDERGROUND LTD,C E F,Building Maintenance & Repairs,1005/5110297103,19 Jul 2023,"3,353.13",,,,,
LONDON RIVER SERVICES LTD,SURVIVAL SYSTEMS INTERNAT. UK LTD,Vehicle Repairs & Maintenance,1007/5110295579,05 Jul 2023,"3,352.33",,,,,
LONDON UNDERGROUND LTD,NUFOX RUBBER LIMITED,Stock of Fleet,1005/5110250351,20 Jul 2023,"3,352.00",,,,,
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,Stock of Fleet,1020/5110283151,28 Jun 2023,"3,346.47",,,,,
RAIL FOR LONDON LIMITED,FAIVELEY TRANSPORT,Stock of Fleet,1020/5110283125,28 Jun 2023,"3,346.37",,,,,
LUL NOMINEE BCV LIMITED,ASQUITH BUTLER LTD,Equipment Repairs & Maintenance,1033/5110291905,28 Jun 2023,"3,345.00",,,,,
TRANSPORT TRADING LTD,FRANKHAM CONSULTANCY GROUP LTD,Building Maintenance & Repairs,1004/5110297594,11 Jul 2023,"3,342.00",,,,,
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001/5110293278,29 Jun 2023,"3,340.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176682,12 Jul 2023,"3,337.60",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173500,28 Jun 2023,"3,337.60",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177475,19 Jul 2023,"3,337.60",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174980,05 Jul 2023,"3,337.60",,,,,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005/5110292184,19 Jul 2023,"3,332.03",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263172,12 Jul 2023,"3,329.70",,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263346,12 Jul 2023,"3,329.43",,,,,
LONDON TRANSPORT MUSEUM,APPLE & PEAR STUDIO LTD,Production Artwork And Design For Marketing,1011/5110294602,30 Jun 2023,"3,325.00",,,,,
RFL (IINFRASTRUCTURE) LTD,COMPUTACENTER PLC,Computer Consumables,1025/5110288202,14 Jul 2023,"3,323.23",,,,,
RAIL FOR LONDON LIMITED,COMPUTACENTER PLC,Computer Hardware,1020/5110303184,19 Jul 2023,"3,323.23",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173492,28 Jun 2023,"3,322.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176324,12 Jul 2023,"3,322.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177821,19 Jul 2023,"3,322.00",,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175050,05 Jul 2023,"3,322.00",,,,,
LONDON UNDERGROUND LTD,HUBER & SUHNER (UK) LTD,Stock of Fleet,1005/5110266823,29 Jun 2023,"3,318.57",,,,,
TFL CORPORATE,INVESTIGO,Management & Support Consultancy,1001/5110293254,29 Jun 2023,"3,316.00",,,,,
TFL CORPORATE,BT SERVICE AGILITY,Purchase of Telecommunications Equipment,1001/1900175618,05 Jul 2023,"3,313.06",,,,,
LUL NOMINEE SSL LIMITED,RS COMPONENTS LTD,Stock of Fleet,1031/5110299759,12 Jul 2023,"3,312.55",,,,,
LONDON UNDERGROUND LTD,CHAINSTREAM UK LTD,Fleet,1005/5110292676,27 Jun 2023,"3,312.00",,,,,
LONDON UNDERGROUND LTD,CHAINSTREAM UK LTD,Fleet,1005/5110294763,04 Jul 2023,"3,312.00",,,,,
TTL PROPERTIES LTD,JOHN COBB & PARTNERS,Building Maintenance & Repairs,1040/5110296516,12 Jul 2023,"3,311.74",,,,,
