Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  13,,,,,,,,,
Start Date:  03 March 2024,,,,,,,,,
End Date: 31 March 2024,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
RFL (IINFRASTRUCTURE) LTD,J A Glover Ltd,Building Maintenance & Repairs,1025/5110430456,27 March 2024,£607,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078424,20 March 2024,£606,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110417333,28 March 2024,£606,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110409983,19 March 2024,£606,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110401004,05 March 2024,£606,,,,
LONDON UNDERGROUND LTD,West Kilburn Baptist Church,Caterers Service Charges,1005/5110384645,04 March 2024,£606,,,,
LONDON UNDERGROUND LTD,West Kilburn Baptist Church,Caterers Service Charges,1005/5110418581,22 March 2024,£606,,,,
LUL NOMINEE SSL LIMITED,BOC GASES,Gas,1031/5110353934,12 March 2024,£606,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422024,13 March 2024,£606,,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Stock of Signals and Electricals,1005/5110402466,06 March 2024,£606,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012519332024,Fares Refund Control  (TTL Only),1004/1101251933,26 March 2024,£605,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410878,11 March 2024,£604,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218353,22 March 2024,£604,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410160,11 March 2024,£604,,,,
LONDON TRANSPORT MUSEUM,City Brunch LTD,Caterers Service Charges,1011/5110423507,18 March 2024,£604,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701509,20 March 2024,£604,,,,
SURFACE TRANSPORT CORP,Scottish & Southern Engergy (SSE),Traffic Signals,1002/5110424388,15 March 2024,£603,,,,
LONDON UNDERGROUND LTD,Buildbase,MR Construction Costs,1005/5110145868,06 March 2024,£601,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410263,11 March 2024,£601,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410258,11 March 2024,£601,,,,
LONDON BUS SERVICES LTD,Corporate Travel Management (North),Staff Travel (Business Fares),1006/1900050052,12 March 2024,£601,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012518542024,Fares Refund Control  (TTL Only),1004/1101251854,25 March 2024,£601,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701687,22 March 2024,£600,,,,
SURFACE TRANSPORT CORP,PLOWMAN CRAVEN LIMITED,Professional Engineering Services,1002/5110415905,22 March 2024,£600,,,,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900065162,22 March 2024,£600,,,,
LT MUSEUM TRADING LTD,REDACTED,Advertising,1024/5110424762,19 March 2024,£600,,,,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110426533,22 March 2024,£600,,,,
LUL NOMINEE SSL LIMITED,L.B FOSTER RAIL TECHNOLOGIES(UK)LTD,Stock of Fleet,1031/5110423283,15 March 2024,£600,,,,
TFL CORPORATE,LAVENDER INTERNATIONAL NDT,Staff Training,1001/5110423487,14 March 2024,£600,,,,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900064773,06 March 2024,£600,,,,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110420640,12 March 2024,£600,,,,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Advertising,1002/5110415363,22 March 2024,£600,,,,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900064770,06 March 2024,£600,,,,
DIAL A RIDE,Evean,Vehicle Repairs & Maintenance,1010/5110420559,22 March 2024,£600,,,,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900064772,06 March 2024,£600,,,,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110417314,06 March 2024,£600,,,,
DIAL A RIDE,Evean,Vehicle Repairs & Maintenance,1010/5110420577,22 March 2024,£600,,,,
TTL PROPERTIES LTD,HartDixon LLP,Building Maintenance & Repairs,1040/5110416697,04 March 2024,£600,,,,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900064766,06 March 2024,£600,,,,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900064767,06 March 2024,£600,,,,
PUBLIC CARRIAGE OFFICE,REDACTED,Legal Fees,1003/1900064769,06 March 2024,£600,,,,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110416830,22 March 2024,£600,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410106,11 March 2024,£600,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410110,11 March 2024,£600,,,,
LONDON RIVER SERVICES LTD,Hydraquip Hose & Hydraulics,Equipment Repairs & Maintenance,1007/5110432001,28 March 2024,£600,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110409605,11 March 2024,£600,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012526382024,Fares Refund Control  (TTL Only),1004/1101252638,28 March 2024,£599,,,,
LUL NOMINEE BCV LIMITED,BANNER GROUP LIMITED,Printing,1033/5110413556,22 March 2024,£599,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064644,13 March 2024,£599,,,,
LONDON UNDERGROUND LTD,Watson Fuels,Stock of Other Spares,1005/5110413726,20 March 2024,£599,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064883,20 March 2024,£599,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Operating Lease Expense - Motor Vehicles,1005/5110406480,06 March 2024,£599,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005/5110407916,13 March 2024,£599,,,,
LONDON UNDERGROUND LTD,rygor commercials ltd,Vehicle Operating Leases,1005/5110363961,20 March 2024,£598,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900215641,13 March 2024,£598,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900218351,22 March 2024,£598,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900217970,22 March 2024,£598,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900216506,20 March 2024,£598,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900214952,06 March 2024,£598,,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Signalling Systems,1005/5110423375,18 March 2024,£598,,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110419278,12 March 2024,£597,,,,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110416786,05 March 2024,£597,,,,
LONDON UNDERGROUND LTD,SPEEDY HIRE DIRECT LTD,Plant & Equipment Purchases,1005/5110419360,22 March 2024,£597,,,,
DIAL A RIDE,Ecotricity,Electricity,1010/5110426876,22 March 2024,£596,,,,
LONDON BUS SERVICES LTD,Tait Europe Ltd,Radio Systems Equipment & Maintenance,1006/5110416530,22 March 2024,£596,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019998,22 March 2024,£596,,,,
LONDON UNDERGROUND LTD,Grinsty Rail Ltd - Electronics Divi,Fleet,1005/5110424780,27 March 2024,£595,,,,
LONDON UNDERGROUND LTD,Grinsty Rail Ltd - Electronics Divi,Fleet,1005/5110423395,27 March 2024,£595,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900078367,13 March 2024,£595,,,,
LONDON TRANSPORT MUSEUM,Luca Sage Photography,Management & Support Consultancy,1011/5110425882,19 March 2024,£595,,,,
RFL (IINFRASTRUCTURE) LTD,Assoc of Railway Training Providers,Corporate Subscriptions,1025/5110419824,22 March 2024,£595,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005/5110417897,28 March 2024,£595,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110410889,11 March 2024,£595,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110416928,22 March 2024,£595,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701248,06 March 2024,£595,,,,
LONDON UNDERGROUND LTD,Specialised Tools & Equipment Ltd,Plant & Equipment Purchases,1005/5110420102,12 March 2024,£595,,,,
LONDON UNDERGROUND LTD,WERNICK HIRE LTD,Commercial Property Rent,1005/5110422168,22 March 2024,£594,,,,
TTL PROPERTIES LTD,4-RAIL Services Limited,Building Maintenance & Repairs,1040/5110429687,27 March 2024,£594,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110403298,06 March 2024,£594,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110415667,22 March 2024,£594,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110415658,22 March 2024,£594,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110415662,22 March 2024,£594,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110415661,22 March 2024,£594,,,,
LONDON UNDERGROUND LTD,BRUSH TRACTION LTD,Stock of Fleet,1005/5110413674,20 March 2024,£594,,,,
LONDON UNDERGROUND LTD,Volvo Group UK Limited,Vehicle Operating Leases,1005/5110414154,20 March 2024,£594,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005/5110410766,20 March 2024,£593,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422487,13 March 2024,£593,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422275,13 March 2024,£593,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019986,22 March 2024,£593,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019818,06 March 2024,£593,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019851,13 March 2024,£593,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019993,22 March 2024,£593,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019987,22 March 2024,£593,,,,
TFL CORPORATE,RS Components Ltd,Vehicle Repairs & Maintenance,1001/5110416950,22 March 2024,£593,,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Maintenance Materials,1005/5110417792,06 March 2024,£593,,,,
TRANSPORT TRADING LTD,Harris Installations Services Ltd,Furniture & Equipment,1004/5110430140,27 March 2024,£592,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Office Cleaning,1005/5110413513,22 March 2024,£591,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701655,22 March 2024,£591,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701387,13 March 2024,£591,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701565,20 March 2024,£591,,,,
LT MUSEUM TRADING LTD,Pen and Sword Books Ltd,Purchase of Books for Resale,1024/1900024402,20 March 2024,£590,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019871,13 March 2024,£590,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019863,13 March 2024,£590,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110402425,06 March 2024,£590,,,,
LONDON UNDERGROUND LTD,PANDROL LTD,Stock Of Track,1005/5110425817,19 March 2024,£590,,,,
TFL CORPORATE,Benedict Johnson Photography Limite,Production Artwork And Design For Marketing,1001/5110421542,14 March 2024,£590,,,,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110415691,20 March 2024,£590,,,,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110415686,20 March 2024,£590,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422263,13 March 2024,£589,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064402,06 March 2024,£589,,,,
LONDON UNDERGROUND LTD,ASE Corporate Eyecare Ltd,Miscellaneous Finance Expenses,1005/1900279684,14 March 2024,£589,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1005/5110407163,13 March 2024,£589,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Vehicle Repairs & Maintenance,1005/5110411893,20 March 2024,£589,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900278343,06 March 2024,£587,,,,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Vehicle Repairs & Maintenance,1005/5110419917,08 March 2024,£587,,,,
TFL CORPORATE,Trapeze ITS Switzerland GmbH,Maintenance of Plant & Equipment,1001/5110413944,26 March 2024,£587,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110407121,13 March 2024,£587,,,,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900014217,13 March 2024,£587,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110411605,20 March 2024,£586,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110413600,22 March 2024,£586,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110413599,22 March 2024,£586,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110411604,20 March 2024,£586,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110404824,12 March 2024,£586,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110404826,12 March 2024,£586,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110404825,12 March 2024,£586,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110404827,12 March 2024,£586,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064620,13 March 2024,£586,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064973,22 March 2024,£586,,,,
LONDON UNDERGROUND LTD,CREIGHTON AND SON LIMITED,Fleet,1005/5110425784,20 March 2024,£586,,,,
SURFACE TRANSPORT CORP,Addison Lee Plc,Travel to/from work (Unsocial Hours),1002/5110418521,06 March 2024,£585,,,,
LONDON UNDERGROUND LTD,Semperit Technische Produkte.,Maintenance Materials,1005/5110403970,06 March 2024,£585,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110409614,11 March 2024,£585,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110413521,22 March 2024,£585,,,,
DIAL A RIDE,BANNER GROUP LIMITED,Furniture & Equipment,1010/5110416326,22 March 2024,£585,,,,
TTL PROPERTIES LTD,The Clearway Group,Disposal Fees - Property,1040/5110418215,06 March 2024,£585,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422501,13 March 2024,£585,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422496,13 March 2024,£585,,,,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005/5110423355,22 March 2024,£584,,,,
VICTORIA COACH STATN LTD,Roblett Electrical,Building Maintenance & Repairs,1008/5110419336,07 March 2024,£584,,,,
LONDON UNDERGROUND LTD,Cummins Ltd,Stock of Fleet,1005/5110412347,19 March 2024,£584,,,,
LONDON UNDERGROUND LTD,P A THORPE (VC) LTD,Stock of Other Spares,1005/5110402183,05 March 2024,£584,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110409580,11 March 2024,£583,,,,
TRANSPORT TRADING LTD,Harris Installations Services Ltd,Furniture & Equipment,1004/5110417123,08 March 2024,£583,,,,
RAIL FOR LONDON LIMITED,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1020/5110424033,20 March 2024,£583,,,,
RAIL FOR LONDON LIMITED,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1020/5110424031,20 March 2024,£583,,,,
LONDON UNDERGROUND LTD,Volvo Group UK Limited,Vehicle Operating Leases,1005/5110414156,20 March 2024,£583,,,,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Hardware,1005/5110417933,28 March 2024,£583,,,,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Hardware,1005/5110403684,06 March 2024,£583,,,,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Hardware,1005/5110401474,05 March 2024,£583,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900279227,22 March 2024,£582,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900279213,22 March 2024,£582,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422096,13 March 2024,£582,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422092,13 March 2024,£582,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900279223,22 March 2024,£582,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900279218,22 March 2024,£582,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110415156,22 March 2024,£582,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901701597,20 March 2024,£581,,,,
TFL CORPORATE,Computacenter Plc,Telephony Fixed,1001/5110392247,07 March 2024,£581,,,,
TFL CORPORATE,Hca International Limited,Health & Safety General,1001/5110418557,22 March 2024,£581,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110421690,13 March 2024,£581,,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,Rates,1004/1901701607,12 March 2024,£581,,,,
CYCLE HIRE SCHEME,Serco Ltd,Franchise/Concession Fixed Fee,1016/5110414119,22 March 2024,£581,,,,
CYCLE HIRE SCHEME,Serco Ltd,Franchise/Concession Fixed Fee,1016/5110414134,22 March 2024,£581,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422232,13 March 2024,£580,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422248,13 March 2024,£580,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110422357,13 March 2024,£580,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900019880,13 March 2024,£580,,,,
TRANSPORT TRADING LTD,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1004/1901701472,28 March 2024,£580,,,,
TTL PROPERTIES LTD,PBE Europe Limited,Property Management Fees,1040/5110417069,06 March 2024,£580,,,,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900216178,28 March 2024,£580,,,,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900216179,28 March 2024,£580,,,,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900216185,28 March 2024,£580,,,,
TRANSPORT TRADING LTD,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1004/1901701475,28 March 2024,£580,,,,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900216183,28 March 2024,£580,,,,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900216184,28 March 2024,£580,,,,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900216181,28 March 2024,£580,,,,
TFL CORPORATE,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1001/1900216182,28 March 2024,£580,,,,
LUL NOMINEE SSL LIMITED,CEMBRE LTD,Signalling Systems,1031/5110424219,19 March 2024,£580,,,,
TRANSPORT TRADING LTD,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1004/1901701474,28 March 2024,£580,,,,
RFL (IINFRASTRUCTURE) LTD,Lavazza Professional UK Ltd,Vending Machine Supplies & Rental,1025/1900001902,28 March 2024,£580,,,,
SURFACE TRANSPORT CORP,Herbert Smith LLP,Legal Fees,1002/5110426723,20 March 2024,£580,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064652,13 March 2024,£580,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900064845,20 March 2024,£580,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1005/5110432380,28 March 2024,£579,,,,
LONDON UNDERGROUND LTD,Siemens Mobility Limited,Maintenance Materials,1005/5110407551,13 March 2024,£579,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900279255,22 March 2024,£579,,,,
LONDON UNDERGROUND LTD,ACL Hire Limited,Vehicle Operating Leases,1005/5110416105,22 March 2024,£579,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900020015,22 March 2024,£579,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900279262,22 March 2024,£579,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900279216,22 March 2024,£579,,,,
TFL CORPORATE,Pulse Media Limited,Franchise/Concession Fixed Fee,1001/5110401698,06 March 2024,£578,,,,
TRANSPORT TRADING LTD,Thames River Services,Gross Sales Clearance,1004/1901701479,05 March 2024,£578,,,,
LUL NOMINEE BCV LIMITED,Turner Tools Ltd Inc Besco Ind.,Equipment Repairs & Maintenance,1033/5110421967,15 March 2024,£577,,,,
