BATCH ID,NAME VEND,INVOICEID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
800190161,Reed Specialist Recruitment   ,E0239013648,25,"3,710.70",FRS STAFF AGENCY                        ,20/04/2023,,Enterprise Application Group (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,45,"2,160.70",FRS STAFF AGENCY                        ,20/04/2023,,Enterprise Application Group (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,37,960.49,FRS STAFF AGENCY                        ,20/04/2023,,Enterprise Application Group (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,76,"2,535.70",FRS STAFF AGENCY                        ,20/04/2023,,Enterprise Application Group (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,82,672.64,FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,89,672.64,FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,90,672.64,FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,11,"1,658.70",FRS STAFF AGENCY                        ,20/04/2023,,Infrastructure Team (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,12,"2,216.20",FRS STAFF AGENCY                        ,20/04/2023,,Infrastructure Team (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,47,232.82,FRS STAFF AGENCY                        ,20/04/2023,,Infrastructure Team (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,60,190.7,FRS STAFF AGENCY                        ,20/04/2023,,Information Management (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,95,526.5,FRS STAFF AGENCY                        ,20/04/2023,,Information Management (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,100,575.79,FRS STAFF AGENCY                        ,20/04/2023,,Information Management (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,101,271.59,FRS STAFF AGENCY                        ,20/04/2023,,Information Management (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,102,90.41,FRS STAFF AGENCY                        ,20/04/2023,,Information Management (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,43,649.97,FRS STAFF AGENCY                        ,20/04/2023,,Training and Professional Development,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,33,986.28,FRS STAFF AGENCY                        ,20/04/2023,,Training and Professional Development,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,21,614.99,FRS STAFF AGENCY                        ,20/04/2023,,Property Department,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,46,527.23,FRS STAFF AGENCY                        ,20/04/2023,,Property Department,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,64,689.09,FRS STAFF AGENCY                        ,20/04/2023,,Information Management (ICT),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,86,"2,802.15",FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,9,"4,714.69",FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,14,672.64,FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,20,542.03,FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,55,843.85,FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,84,"2,802.15",FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,79,"3,900.00",FRS STAFF AGENCY                        ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,71,"1,228.56",FRS STAFF AGENCY                        ,20/04/2023,,Strategy & Risk,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,72,939.2,FRS STAFF AGENCY                        ,20/04/2023,,Strategy & Risk,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,57,801.15,FRS STAFF AGENCY                        ,20/04/2023,,Strategy & Risk,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,58,836.27,FRS STAFF AGENCY                        ,20/04/2023,,Strategy & Risk,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,49,"1,563.28",FRS STAFF AGENCY                        ,20/04/2023,,Strategy & Risk,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,69,"1,854.87",FRS STAFF AGENCY                        ,20/04/2023,,Strategy & Risk,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,1,600.87,FRS STAFF AGENCY                        ,20/04/2023,,Strategy & Risk,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,13,"1,303.40",FRS STAFF AGENCY                        ,20/04/2023,,Strategy & Risk,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,42,"2,347.76",FRS STAFF AGENCY                        ,20/04/2023,,Strategy & Risk,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,3,"3,464.65",FRS STAFF AGENCY                        ,20/04/2023,,Property Department,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,5,"2,039.65",FRS STAFF AGENCY                        ,20/04/2023,,Procurement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,2,"1,623.35",CULTURAL CHANGE & TALENT                ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,52,825.42,CULTURAL CHANGE & TALENT                ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,63,"1,623.35",CULTURAL CHANGE & TALENT                ,20/04/2023,,People Services,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,38,"1,050.69",FRS STAFF AGENCY                        ,20/04/2023,,Property Department,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,66,834.21,FRS STAFF AGENCY                        ,20/04/2023,,General Counsel,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,15,"1,480.87",FRS STAFF AGENCY                        ,20/04/2023,,Training and Professional Development,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,36,812,FRS STAFF AGENCY                        ,20/04/2023,,Training and Professional Development,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,91,742.88,FRS STAFF AGENCY                        ,20/04/2023,,Training and Professional Development,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,16,"1,228.15",FRS STAFF AGENCY                        ,20/04/2023,,General Counsel,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,10,647.17,FRS STAFF AGENCY                        ,20/04/2023,,Communications,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,85,767.84,FRS STAFF AGENCY                        ,20/04/2023,,Communications,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,99,705.54,FRS STAFF AGENCY                        ,20/04/2023,,Procurement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,4,705.54,FRS STAFF AGENCY                        ,20/04/2023,,Procurement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,26,"1,050.70",FRS STAFF AGENCY                        ,20/04/2023,,Procurement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,27,"2,347.96",FRS STAFF AGENCY                        ,20/04/2023,,Procurement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,41,"3,106.63",FRS STAFF AGENCY                        ,20/04/2023,,Procurement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,39,539.57,FRS STAFF AGENCY                        ,20/04/2023,,Procurement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,22,672.64,FRS STAFF AGENCY                        ,20/04/2023,,Fire Stations (South West),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,59,672.7,FRS STAFF AGENCY                        ,20/04/2023,,Fire Stations (South West),Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,28,413.47,FRS STAFF AGENCY                        ,20/04/2023,,Protection Board,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,78,"1,240.54",FRS STAFF AGENCY                        ,20/04/2023,,Procurement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,35,677.54,FRS STAFF AGENCY                        ,20/04/2023,,Protection Board,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,30,877.73,FRS STAFF AGENCY                        ,20/04/2023,,Protection Board,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,53,672.64,FRS STAFF AGENCY                        ,20/04/2023,,Protection Board,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,62,672.64,FRS STAFF AGENCY                        ,20/04/2023,,Protection Board,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,88,672.64,FRS STAFF AGENCY                        ,20/04/2023,,Service Improvement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,29,134.54,FRS STAFF AGENCY                        ,20/04/2023,,Service Improvement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,56,705.39,FRS STAFF AGENCY                        ,20/04/2023,,Service Improvement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,61,542.03,FRS STAFF AGENCY                        ,20/04/2023,,Service Improvement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,92,672.64,FRS STAFF AGENCY                        ,20/04/2023,,Service Improvement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,87,672.64,FRS STAFF AGENCY                        ,20/04/2023,,Service Improvement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,40,"3,032.80",FRS STAFF AGENCY                        ,20/04/2023,,Procurement,Human Resources
800190161,Reed Specialist Recruitment   ,E0239013648,68,544.19,FRS STAFF AGENCY                        ,20/04/2023,,Central Fire Safety,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,11,660.18,FRS STAFF AGENCY                        ,27/04/2023,"140,589.88",Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,69,"1,207.85",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,68,"2,364.40",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,55,"3,278.50",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,56,"2,783.55",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,57,"2,561.58",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,49,"1,071.31",FRS STAFF AGENCY                        ,27/04/2023,,Communications,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,53,575.52,FRS STAFF AGENCY                        ,27/04/2023,,Communications,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,65,634.01,FRS STAFF AGENCY                        ,27/04/2023,,Fire Stations (Management),Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,8,689.09,FRS STAFF AGENCY                        ,27/04/2023,,Central Operations,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,1,551.27,FRS STAFF AGENCY                        ,27/04/2023,,Central Operations,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,83,530.54,FRS STAFF AGENCY                        ,27/04/2023,,Respiratory Protective Equipment ,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,87,669.01,FRS STAFF AGENCY                        ,27/04/2023,,Respiratory Protective Equipment ,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,22,"1,034.24",FRS STAFF AGENCY                        ,27/04/2023,,Incident Command Policy ,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,66,"2,593.22",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,101,"2,191.07",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,46,"3,583.16",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,48,"3,341.83",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,85,"2,191.07",FRS STAFF AGENCY                        ,27/04/2023,,Finance Services,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,28,"1,152.90",FRS STAFF AGENCY                        ,27/04/2023,,Grenfell Investigation Team,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,29,"1,152.90",FRS STAFF AGENCY                        ,27/04/2023,,Grenfell Investigation Team,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,30,"1,152.90",FRS STAFF AGENCY                        ,27/04/2023,,Grenfell Investigation Team,Human Resources
800190770,Reed Specialist Recruitment   ,E0239032147,61,"1,167.76",FRS STAFF AGENCY                        ,27/04/2023,,Health and Safety,Human Resources
