Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category,Invoice Value  £
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791050,03.01.2024,REVENUE,"2,314.78"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791072,03.01.2024,REVENUE,"1,502.72"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791073,03.01.2024,REVENUE,"1,334.90"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791077,03.01.2024,REVENUE,"2,837.62"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791079,03.01.2024,REVENUE,"1,947.68"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791080,03.01.2024,REVENUE,"2,314.78"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122790965,03.01.2024,REVENUE,718.62
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122790968,03.01.2024,REVENUE,592.06
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122790979,03.01.2024,REVENUE,535.81
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122789601,05.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,AZURE CHARITABLE ENTERPRISES,7003758755,08.01.2024,REVENUE,"7,055.69"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,AZURE CHARITABLE ENTERPRISES,7003758775,08.01.2024,REVENUE,"9,209.80"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791639,08.01.2024,REVENUE,"1,532.39"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791641,08.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791642,08.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791647,08.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791648,08.01.2024,REVENUE,"2,730.19"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791649,08.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791650,08.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,7003758859,08.01.2024,REVENUE,"2,394.00"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LINKAGE COMMUNITY TRUST,7003758716,08.01.2024,REVENUE,880.00
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,BURBANK MEWS,7003758751,08.01.2024,REVENUE,"2,091.77"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,INSPIRE WELLBEING GROUP,7003758760,08.01.2024,REVENUE,"4,159.45"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SALUTEM SHARED SERVICES III LIMITED,7003758806,08.01.2024,REVENUE,"11,920.85"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122791955,09.01.2024,REVENUE,"3,594.98"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122791958,09.01.2024,REVENUE,"3,491.49"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ESSENTIAL CARE AND SUPPORT LIMITED,5122791962,09.01.2024,REVENUE,"3,516.37"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CAMBIAN DILSTON COLLEGE,7003758761,09.01.2024,REVENUE,"500,354.52"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791082,10.01.2024,REVENUE,"1,502.72"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791086,10.01.2024,REVENUE,"1,334.90"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122792945,10.01.2024,REVENUE,"2,837.62"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122792946,10.01.2024,REVENUE,"1,947.68"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122792947,10.01.2024,REVENUE,"2,314.78"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122792982,10.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122792983,10.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122792984,10.01.2024,REVENUE,"2,730.19"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122792985,10.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122792986,10.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122792987,10.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,AZURE CHARITABLE ENTERPRISES,7003759955,15.01.2024,REVENUE,"9,209.80"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,AZURE CHARITABLE ENTERPRISES,7003759967,15.01.2024,REVENUE,"7,055.69"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,7003759996,15.01.2024,REVENUE,"2,394.00"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LINKAGE COMMUNITY TRUST,7003759944,15.01.2024,REVENUE,880.00
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,BURBANK MEWS,7003759995,15.01.2024,REVENUE,"2,091.77"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,INSPIRE WELLBEING GROUP,7003760000,15.01.2024,REVENUE,"4,159.45"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SALUTEM SHARED SERVICES III LIMITED,7003760025,15.01.2024,REVENUE,"11,920.85"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794521,16.01.2024,REVENUE,"3,027.53"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794522,16.01.2024,REVENUE,"3,243.42"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794525,16.01.2024,REVENUE,"1,885.76"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794709,16.01.2024,REVENUE,"3,400.79"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794710,16.01.2024,REVENUE,"2,683.07"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794711,16.01.2024,REVENUE,"2,940.82"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794713,16.01.2024,REVENUE,"3,629.94"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794714,16.01.2024,REVENUE,"2,381.53"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794715,16.01.2024,REVENUE,"4,003.58"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,5122794716,16.01.2024,REVENUE,"3,802.22"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122790978,16.01.2024,REVENUE,657.69
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122790985,16.01.2024,REVENUE,554.56
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122794762,16.01.2024,REVENUE,718.62
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122794767,16.01.2024,REVENUE,535.81
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122791383,17.01.2024,REVENUE,"2,018.24"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122793055,17.01.2024,REVENUE,"1,502.72"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122793056,17.01.2024,REVENUE,"1,334.90"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795339,17.01.2024,REVENUE,"1,532.39"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795516,18.01.2024,REVENUE,"2,018.24"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795519,18.01.2024,REVENUE,"2,837.62"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795520,18.01.2024,REVENUE,"1,947.68"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795521,18.01.2024,REVENUE,"2,314.78"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795536,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795537,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795538,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795539,18.01.2024,REVENUE,"2,730.19"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795540,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795541,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795576,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795577,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795578,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795579,18.01.2024,REVENUE,"2,730.19"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795580,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795582,18.01.2024,REVENUE,"1,395.29"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795596,18.01.2024,REVENUE,"1,532.39"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122794755,18.01.2024,REVENUE,554.56
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122794765,18.01.2024,REVENUE,657.69
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122794938,18.01.2024,REVENUE,592.06
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122795314,18.01.2024,REVENUE,535.81
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122795315,18.01.2024,REVENUE,657.69
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122795325,18.01.2024,REVENUE,592.06
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122795327,18.01.2024,REVENUE,718.62
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122795332,18.01.2024,REVENUE,554.56
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122795456,18.01.2024,REVENUE,718.62
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122795458,18.01.2024,REVENUE,592.06
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122795471,18.01.2024,REVENUE,535.81
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ST ANNE'S COMMUNITY SERVICES,5122795565,18.01.2024,REVENUE,"8,224.12"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ST ANNE'S COMMUNITY SERVICES,5122795568,18.01.2024,REVENUE,"7,275.16"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ST ANNE'S COMMUNITY SERVICES,5122795570,18.01.2024,REVENUE,"1,384.60"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ST ANNE'S COMMUNITY SERVICES,5122795572,18.01.2024,REVENUE,"1,191.40"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,AZURE CHARITABLE ENTERPRISES,7003763111,22.01.2024,REVENUE,"7,055.69"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,AZURE CHARITABLE ENTERPRISES,7003763118,22.01.2024,REVENUE,"9,209.80"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795522,22.01.2024,REVENUE,"1,502.72"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122795523,22.01.2024,REVENUE,"1,334.90"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CONIFER LODGE - VOYAGE CARE,7003763165,22.01.2024,REVENUE,"2,394.00"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LINKAGE COMMUNITY TRUST,7003763107,22.01.2024,REVENUE,880.00
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,BURBANK MEWS,7003763140,22.01.2024,REVENUE,"2,091.77"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,INSPIRE WELLBEING GROUP,7003763139,22.01.2024,REVENUE,"4,159.45"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SALUTEM SHARED SERVICES III LIMITED,7003763211,22.01.2024,REVENUE,"11,920.85"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122796625,23.01.2024,REVENUE,"2,314.78"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122796626,23.01.2024,REVENUE,"1,502.72"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122796627,23.01.2024,REVENUE,"1,334.90"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,COMMUNITY INTERGRATED CARE,5122796628,23.01.2024,REVENUE,"2,837.62"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LIFEWAYS COMMUNITY CARE LTD,5122795470,23.01.2024,REVENUE,657.69
