Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category, Invoice Value  £ ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,SUNDERLAND COMMUNITY ACTION GROUP,3300311962,26.05.2023,REVENUE," 17,005.67 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,SUNDERLAND BANGLADESH INTERNAIONAL CENTRE,3300312061,01.06.2023,REVENUE," 8,162.15 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,NORTH EAST OF ENGLAND BIC,3300312074,06.06.2023,REVENUE," 283,174.19 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,SUNDERLAND CULTURE LTD,3300312078,06.06.2023,REVENUE," 26,616.82 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,SUNSHINE CO-OPERATIVE COMMUNITY SHOP,3300311789,16.05.2023,REVENUE," 1,791.95 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,GRACE HOUSE,3300311817,18.05.2023,REVENUE," 3,631.91 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,PALLION ACTION GROUP,3300311818,18.05.2023,REVENUE," 14,574.76 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,FOUNDATION OF LIGHT,3300311959,26.05.2023,REVENUE," 2,325.51 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,SUNDERLAND HOME GROWN CIC,3300311963,26.05.2023,REVENUE," 9,285.28 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,THE BUNKER,3300311958,26.05.2023,REVENUE," 7,607.15 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,COMMUNITY OPPORTUNITIES LTD,3300312062,01.06.2023,REVENUE," 6,689.84 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,YOUNG ASIAN VOICES,3300312063,01.06.2023,REVENUE," 19,710.12 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,SPRINGBOARD SUNDERLAND,3300312079,06.06.2023,REVENUE," 27,663.52 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,SUNDERLAND TRAINING AND EDUCATION FARM,3300312080,06.06.2023,REVENUE," 20,759.13 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,COMMUNITY OPPORTUNITIES LTD,3300312306,21.06.2023,REVENUE," 3,946.48 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,COMMUNITY OPPORTUNITIES LTD,3300312311,21.06.2023,REVENUE," 22,897.66 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,HYLTON CASTLE TRUST,3300312315,21.06.2023,REVENUE," 6,032.99 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,STRATEGIC EXTERNAL FUNDING UNIT,GRANTS & SUBSCRIPTIONS,COMMUNITY OPPORTUNITIES LTD,3300312317,21.06.2023,REVENUE," 19,190.86 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,OPERATIONAL FINANCE,GRANTS & SUBSCRIPTIONS,CIPFA BUSINESS LIMITED,5122722928,11.04.2023,REVENUE," 1,645.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER LTD,3300311257,04.04.2023,REVENUE," 1,122.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300311288,11.04.2023,REVENUE, 802.36 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,3300311300,12.04.2023,REVENUE, 851.98 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,3300311375,19.04.2023,REVENUE," 1,580.27 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300311519,24.04.2023,REVENUE," 510,502.96 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,WAVE,3300311498,24.04.2023,REVENUE," 97,844.15 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,ENERGY COSTS,EDF ENERGY CUSTOMERS PLC,3300311524,25.04.2023,REVENUE," 944,119.90 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,ST CUTHBERT'S RC PRIMARY SCHOOL,3300311580,28.04.2023,REVENUE," 4,947.70 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,ENERGY COSTS,EDF ENERGY CUSTOMERS PLC,3300311637,02.05.2023,REVENUE," 41,361.27 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,3300311655,05.05.2023,REVENUE, 658.07 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,ENERGY COSTS,OPUS ENERGY LTD,3300311688,09.05.2023,REVENUE, 886.96 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122731703,12.05.2023,REVENUE, 764.75 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,ANGLIAN WATER BUSINESS (NATIONAL) LTD - WAVE,5122731910,15.05.2023,REVENUE," 36,333.93 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,3300311815,17.05.2023,REVENUE," 3,820.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,WATER SERVICES,ANGLIAN WATER BUSINESS (NATIONAL) LTD - WAVE,3300311820,18.05.2023,REVENUE," 116,413.72 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300311841,22.05.2023,REVENUE," 381,136.21 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,3100005878,22.05.2023,REVENUE,"-16,803.96 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,ENERGY COSTS,E.ON NEXT ENERGY LTD,3300311947,25.05.2023,REVENUE, 721.75 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300311935,25.05.2023,REVENUE," 9,298.96 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,ENERGY COSTS,EDF ENERGY CUSTOMERS PLC,3300311999,31.05.2023,REVENUE," 1,491,829.86 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,E.ON NEXT ENERGY LTD,5122736362,01.06.2023,REVENUE, 608.52 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300312111,08.06.2023,REVENUE," 4,224.91 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,ANGLIAN WATER BUSINESS (NATIONAL) LTD - WAVE,3300312169,12.06.2023,REVENUE," 112,660.24 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122738997,13.06.2023,REVENUE, 657.87 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,ANGLIAN WATER BUSINESS (NATIONAL) LTD - WAVE,3300312187,14.06.2023,REVENUE," 1,863.42 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122739447,14.06.2023,REVENUE, 827.11 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,5122739449,14.06.2023,REVENUE, 556.81 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,PROSPER LEARNING TRUST,3300312206,15.06.2023,REVENUE," 1,090.47 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,3300312227,16.06.2023,REVENUE," 3,501.48 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,NORTHUMBRIAN WATER,3300312254,19.06.2023,REVENUE, 748.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300312301,21.06.2023,REVENUE," 328,703.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,WATER SERVICES,HASTING HILL ACADEMY,3300312345,23.06.2023,REVENUE," 1,615.35 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300312431,27.06.2023,REVENUE," 5,889.22 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,CORONA ENERGY RETAIL 2 LIMITED,3300312435,27.06.2023,REVENUE," 3,312.74 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,COMMUNICATIONS & COMPUTING,VODAFONE LIMITED (CORPORATE),5122743305,27.06.2023,REVENUE," 3,897.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,CORPORATE MANAGEMENT,ENERGY COSTS,EDF ENERGY CUSTOMERS PLC,3300312469,29.06.2023,REVENUE," 1,136,375.92 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COUNCIL TAX AND BUSINESS RATES,SERVICES,DATATANK LIMITED,5122728674,02.05.2023,REVENUE," 43,460.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COUNCIL TAX AND BUSINESS RATES,COMMUNICATIONS & COMPUTING,CIVICA UK LIMITED,5122728802,03.05.2023,REVENUE," 1,600.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COUNCIL TAX AND BUSINESS RATES,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122729393,04.05.2023,REVENUE, 418.50 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COUNCIL TAX AND BUSINESS RATES,CONTRACT HIRE/OPERATING LEASES,ENTERPRISE FLEX-E-RENT,5122740063,15.06.2023,REVENUE, 418.50 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,COMMUNICATIONS & COMPUTING,IEG4 LIMITED,5122715919,11.04.2023,REVENUE," 22,450.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,GRANTS & SUBSCRIPTIONS,OPEN TEXT,5122724636,17.04.2023,REVENUE," 3,174.55 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,COMMUNICATIONS & COMPUTING,CURRYS PLC,5122717793,19.04.2023,REVENUE, 457.50 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,SERVICES,SHELTER,5122727131,26.04.2023,REVENUE, 594.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,COMMUNICATIONS & COMPUTING,PBLC LTD,5122730544,10.05.2023,REVENUE," 1,166.66 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,GRANTS & SUBSCRIPTIONS,LA DIRECTORIES LTD,5122733459,19.05.2023,REVENUE," 3,196.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,EQUIPMENT/FURNITURE/MATERIALS,ONLINE ERGONOMICS LTD,5122736905,05.06.2023,REVENUE," 3,295.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,BENEFITS ADMINISTRATION,COMMUNICATIONS & COMPUTING,CIVICA UK LIMITED,5122738149,12.06.2023,REVENUE," 7,623.56 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,SERVICES,MAZARS LLP,5122722253,03.04.2023,REVENUE," 10,850.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,SERVICES,PAY.UK LIMITED,5122725877,20.04.2023,REVENUE," 4,375.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,SERVICES,MAZARS LLP,5122729096,09.05.2023,REVENUE," 30,884.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,COPORATE MANAGEMENT,SERVICES,TYNE AND WEAR PENSION FUND,5122736020,31.05.2023,REVENUE, 857.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF FINANCE,FINANCE,TRANSACTIONAL FINANCE,SERVICES,ABILITY SMART LTD,5122728016,27.04.2023,REVENUE, 895.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,TRANSFORMATION AND PROGRAMME PROJECT,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122722043,05.04.2023,REVENUE," 4,620.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,TRANSFORMATION AND PROGRAMME PROJECT,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122725211,19.04.2023,REVENUE," 2,021.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,TRANSFORMATION AND PROGRAMME PROJECT,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122729928,16.05.2023,REVENUE," 1,444.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,TRANSFORMATION AND PROGRAMME PROJECT,SERVICES,BLOOM PROCUREMENT SERVICES LTD,5122736365,13.06.2023,REVENUE," 6,064.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CUSTOMER SERVICE NETWORK,COMMUNICATIONS & COMPUTING,ONE DIRECT LTD,5122725107,18.04.2023,REVENUE," 1,729.79 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,BRITISH STANDARDS INSTITUTION,5122726681,21.04.2023,REVENUE, 714.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122726329,21.04.2023,REVENUE, 501.12 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,GO DADDY EUROPE LIMITED,7003693264,15.06.2023,REVENUE, 659.98 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,FLEXTRONICS,7003693264,15.06.2023,REVENUE, 932.02 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122736562,19.06.2023,REVENUE," 1,015,839.51 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,AMAZON WEB SERVICES EMEA SARL,5122723435,11.04.2023,REVENUE," 2,178.08 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,GRAVITAS RECRUITMENT GROUP LTD,5122708940,12.04.2023,REVENUE," 28,000.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,GRAVITAS RECRUITMENT GROUP LTD,5122724448,19.04.2023,REVENUE," 16,000.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,AMAZON WEB SERVICES EMEA SARL,5122731239,11.05.2023,REVENUE," 1,736.69 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,CONNEXIN LIMITED,5122731858,15.05.2023,REVENUE," 45,500.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,GARTNER UK LIMITED,5122735617,26.05.2023,REVENUE," 59,700.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,SAP (UK) LTD,5122735465,26.05.2023,REVENUE," 3,225.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,GRAVITAS RECRUITMENT GROUP LTD,5122735589,30.05.2023,REVENUE," 33,000.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,W S CONTROLS LTD,5122736399,05.06.2023,REVENUE," 1,040.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,AMAZON WEB SERVICES EMEA SARL,5122738123,08.06.2023,REVENUE," 1,920.97 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,THE CONNECTIVES LTD,5122742626,26.06.2023,REVENUE," 1,651.15 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,DELL CORPORATION LIMITED,5122743192,30.06.2023,REVENUE," 3,179.50 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,CAE TECHNOLOGY SERVICES LTD,5122743328,30.06.2023,REVENUE, 975.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,VODAFONE LIMITED (CORPORATE),5122723509,11.04.2023,REVENUE, 750.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,TEQEX LIMITED,5122724425,14.04.2023,REVENUE, 718.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,VODAFONE LIMITED (CORPORATE),5122724585,17.04.2023,REVENUE, 645.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,VODAFONE LIMITED (CORPORATE),5122724587,17.04.2023,REVENUE, 430.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,VODAFONE LIMITED (CORPORATE),5122724588,17.04.2023,REVENUE, 430.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,XMA LIMITED,5122725261,19.04.2023,REVENUE," 1,290.24 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,ACS BUSINESS SUPPLIES,5122725973,21.04.2023,REVENUE," 11,700.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,NHS NORTH OF ENGLAND CSU,5122732279,16.05.2023,REVENUE," 11,769.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,ACS BUSINESS SUPPLIES,5122733512,19.05.2023,REVENUE," 9,240.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,INSIGHT DIRECT (UK) LTD,5122734255,25.05.2023,REVENUE, 474.75 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,IBM UK LTD,5122727928,27.04.2023,REVENUE, 875.00 ,,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,ARCH CONSULTING LIMITED,5122737449,09.06.2023,REVENUE," 12,150.22 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,CIVICA UK LIMITED,5122728612,28.04.2023,REVENUE," 4,473.53 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,IHS (GLOBAL) LIMITED,5122722663,17.04.2023,REVENUE," 33,545.28 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,SYSTEMS LINK 2000 LTD,5122725860,24.04.2023,REVENUE," 7,495.00 ",,,,,,
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,NBS ENTERPRISES LIMITED,5122729251,05.05.2023,REVENUE," 19,605.00 ",,,,,,
